date,ETH in pool,USD in pool
2021-11-10T00:00:00+00:00,181112.5000000000000000,159320453.96799985
2021-11-09T00:00:00+00:00,182155.9000000000000000,164266368.21399984
2021-11-08T00:00:00+00:00,183766.6000000000000000,172028202.65799984
2021-11-07T00:00:00+00:00,185682.5000000000000000,180893512.61499983
2021-11-06T00:00:00+00:00,188324.9000000000000000,192840357.91899982
2021-11-05T00:00:00+00:00,193329.3000000000000000,215283590.59899983
2021-11-04T00:00:00+00:00,193771.8000000000000000,217290412.17399982
2021-11-03T00:00:00+00:00,195862.8000000000000000,226900794.54399982
2021-11-02T00:00:00+00:00,198105.0000000000000000,237181640.29599983
2021-11-01T00:00:00+00:00,198468.9000000000000000,238759099.4889998
2021-10-31T00:00:00+00:00,197964.8000000000000000,236594715.89299983
2021-10-30T00:00:00+00:00,200782.6000000000000000,248802580.79099983
2021-10-29T00:00:00+00:00,199735.1000000000000000,244166398.16599983
2021-10-28T00:00:00+00:00,204071.0000000000000000,262762856.47099984
2021-10-27T00:00:00+00:00,205810.7000000000000000,269613273.16099983
2021-10-26T00:00:00+00:00,207656.2000000000000000,277533494.78099984
2021-10-25T00:00:00+00:00,207761.4000000000000000,277976153.2369998
2021-10-24T00:00:00+00:00,209293.0000000000000000,284240152.1809998
2021-10-23T00:00:00+00:00,212320.2000000000000000,296890427.4449998
2021-10-22T00:00:00+00:00,211815.7000000000000000,294886417.22999984
2021-10-21T00:00:00+00:00,213261.8000000000000000,300775948.69999987
2021-10-20T00:00:00+00:00,212917.3000000000000000,299342870.03999984
2021-10-19T00:00:00+00:00,210361.4000000000000000,289440342.19799984
2021-10-18T00:00:00+00:00,212248.3000000000000000,296506310.9729998
2021-10-17T00:00:00+00:00,214131.4000000000000000,303764042.0069998
2021-10-16T00:00:00+00:00,215782.2000000000000000,310084559.0149998
2021-10-15T00:00:00+00:00,216549.4000000000000000,313055295.5109998
2021-10-14T00:00:00+00:00,217243.0000000000000000,315679649.0229998
2021-10-13T00:00:00+00:00,219607.4000000000000000,324227687.9869998
2021-10-12T00:00:00+00:00,221928.0000000000000000,332335098.5889998
2021-10-11T00:00:00+00:00,221501.4000000000000000,330826372.2309998
2021-10-10T00:00:00+00:00,216447.2000000000000000,313592510.5289998
2021-10-09T00:00:00+00:00,219085.4000000000000000,323038374.57299984
2021-10-08T00:00:00+00:00,218892.9000000000000000,322352980.24799985
2021-10-07T00:00:00+00:00,215860.1000000000000000,311473113.5279998
2021-10-06T00:00:00+00:00,217226.7000000000000000,316355128.03599983
2021-10-05T00:00:00+00:00,218768.0000000000000000,321782399.83499986
2021-10-04T00:00:00+00:00,218467.9000000000000000,320765435.95999986
2021-10-03T00:00:00+00:00,217302.8000000000000000,316777543.33099985
2021-10-02T00:00:00+00:00,215525.2000000000000000,310745168.85099983
2021-10-01T00:00:00+00:00,212710.1000000000000000,301408411.1339998
2021-09-30T00:00:00+00:00,215261.5000000000000000,309115297.54399985
2021-09-29T00:00:00+00:00,216463.6000000000000000,312545465.8519999
2021-09-28T00:00:00+00:00,216540.9000000000000000,312763253.96399987
2021-09-27T00:00:00+00:00,217903.6000000000000000,316770504.9729999
2021-09-26T00:00:00+00:00,216836.2000000000000000,313505445.7869999
2021-09-25T00:00:00+00:00,217223.5000000000000000,314640974.52999985
2021-09-24T00:00:00+00:00,216978.4000000000000000,313921836.42399985
2021-09-23T00:00:00+00:00,212790.6000000000000000,300701831.26199985
2021-09-22T00:00:00+00:00,215094.9000000000000000,307792945.8239998
2021-09-21T00:00:00+00:00,215097.9000000000000000,307801270.73399985
2021-09-20T00:00:00+00:00,216403.8000000000000000,311684024.84999985
2021-09-19T00:00:00+00:00,219067.0000000000000000,320561668.88999987
2021-09-18T00:00:00+00:00,217701.4000000000000000,315863991.23399985
2021-09-17T00:00:00+00:00,218927.4000000000000000,320032722.2539998
2021-09-16T00:00:00+00:00,220208.3000000000000000,324600437.27199984
2021-09-15T00:00:00+00:00,219732.6000000000000000,322881533.37799984
2021-09-14T00:00:00+00:00,219704.4000000000000000,322784633.94799984
2021-09-13T00:00:00+00:00,220854.9000000000000000,326565568.11799985
2021-09-12T00:00:00+00:00,225897.9000000000000000,343770115.62799984
2021-09-11T00:00:00+00:00,229709.4000000000000000,356251101.06799984
2021-09-10T00:00:00+00:00,229619.0000000000000000,355959734.63599986
2021-09-09T00:00:00+00:00,226427.0000000000000000,344965720.5559999
2021-09-08T00:00:00+00:00,225883.9000000000000000,343063892.9759999
2021-09-07T00:00:00+00:00,225651.0000000000000000,342263986.2809999
2021-09-06T00:00:00+00:00,228636.0000000000000000,353982648.5309999
2021-09-05T00:00:00+00:00,226602.4000000000000000,345956659.7469999
2021-09-04T00:00:00+00:00,224878.2000000000000000,339250849.3809999
2021-09-03T00:00:00+00:00,225406.3000000000000000,341328516.2439999
2021-09-02T00:00:00+00:00,225971.3000000000000000,343474205.4439999
2021-09-01T00:00:00+00:00,224213.7000000000000000,336768803.2599999
2021-08-31T00:00:00+00:00,223209.2000000000000000,333334859.7399999
2021-08-30T00:00:00+00:00,222993.1000000000000000,332637801.0969999
2021-08-29T00:00:00+00:00,221316.1000000000000000,327218407.8969999
2021-08-28T00:00:00+00:00,220425.2000000000000000,324326519.7699999
2021-08-27T00:00:00+00:00,218293.9000000000000000,317349453.4639999
2021-08-26T00:00:00+00:00,217421.3000000000000000,314642360.30599993
2021-08-25T00:00:00+00:00,217790.2000000000000000,315834243.00499994
2021-08-24T00:00:00+00:00,218060.5000000000000000,316693048.2739999
2021-08-23T00:00:00+00:00,219175.9000000000000000,320394703.9459999
2021-08-22T00:00:00+00:00,219528.6000000000000000,321539441.1739999
2021-08-21T00:00:00+00:00,217619.4000000000000000,315372763.3579999
2021-08-20T00:00:00+00:00,216714.7000000000000000,312401339.53699994
2021-08-19T00:00:00+00:00,216286.3000000000000000,311039190.32899994
2021-08-18T00:00:00+00:00,216487.5000000000000000,311647653.33299994
2021-08-17T00:00:00+00:00,217241.8000000000000000,313921173.877
2021-08-16T00:00:00+00:00,216421.8000000000000000,311333622.877
2021-08-15T00:00:00+00:00,215106.8000000000000000,306980223.32699996
2021-08-14T00:00:00+00:00,213073.1000000000000000,300336166.10099995
2021-08-13T00:00:00+00:00,212777.6000000000000000,299354464.86599994
2021-08-12T00:00:00+00:00,210388.4000000000000000,292077535.07399994
2021-08-11T00:00:00+00:00,210387.6000000000000000,292075002.04199994
2021-08-10T00:00:00+00:00,208724.1000000000000000,286850214.70199996
2021-08-09T00:00:00+00:00,206898.5000000000000000,281079602.63799995
2021-08-08T00:00:00+00:00,205819.7000000000000000,277826384.14599997
2021-08-07T00:00:00+00:00,206915.3000000000000000,281283528.034
2021-08-06T00:00:00+00:00,208230.2000000000000000,285085469.34099996
2021-08-05T00:00:00+00:00,202963.7000000000000000,270182801.626
2021-08-04T00:00:00+00:00,201117.3000000000000000,265148333.53
2021-08-03T00:00:00+00:00,204083.8000000000000000,272585378.695
2021-08-02T00:00:00+00:00,197739.6000000000000000,256017373.511
2021-08-01T00:00:00+00:00,197143.3000000000000000,254488508.01500002
2021-07-31T00:00:00+00:00,197145.8000000000000000,254494850.56500003
2021-07-30T00:00:00+00:00,197012.3000000000000000,254165608.86
2021-07-29T00:00:00+00:00,197213.6000000000000000,254645234.29200003
2021-07-28T00:00:00+00:00,197288.0000000000000000,254816237.48400003
2021-07-27T00:00:00+00:00,195997.0000000000000000,251847815.36400002
2021-07-26T00:00:00+00:00,196337.0000000000000000,252607072.76400003
2021-07-25T00:00:00+00:00,199611.3000000000000000,259788202.03800002
2021-07-24T00:00:00+00:00,198716.8000000000000000,257831089.708
2021-07-23T00:00:00+00:00,199079.4000000000000000,258601897.536
2021-07-22T00:00:00+00:00,200448.8000000000000000,261377082.49400002
2021-07-21T00:00:00+00:00,199054.0000000000000000,258592824.578
2021-07-20T00:00:00+00:00,199345.6000000000000000,259114730.25800002
2021-07-19T00:00:00+00:00,200589.1000000000000000,261380971.703
2021-07-18T00:00:00+00:00,201258.9000000000000000,262651997.579
2021-07-17T00:00:00+00:00,200939.6000000000000000,262044918.875
2021-07-16T00:00:00+00:00,203115.3000000000000000,266141696.704
2021-07-15T00:00:00+00:00,203048.5000000000000000,266013597.016
2021-07-14T00:00:00+00:00,201646.1000000000000000,263212162.776
2021-07-13T00:00:00+00:00,200267.8000000000000000,260534594.498
2021-07-12T00:00:00+00:00,205583.4000000000000000,271369807.226
2021-07-11T00:00:00+00:00,206311.7000000000000000,272929214.054
2021-07-10T00:00:00+00:00,205642.8000000000000000,271516156.115
2021-07-09T00:00:00+00:00,200874.1000000000000000,261261257.51299998
2021-07-08T00:00:00+00:00,206675.5000000000000000,273569275.69699997
2021-07-07T00:00:00+00:00,206717.0000000000000000,273665380.982
2021-07-06T00:00:00+00:00,207814.8000000000000000,276218029.454
2021-07-05T00:00:00+00:00,208842.8000000000000000,278481757.414
2021-07-04T00:00:00+00:00,208976.3000000000000000,278792138.23899996
2021-07-03T00:00:00+00:00,206846.9000000000000000,274049261.737
2021-07-02T00:00:00+00:00,204037.1000000000000000,267988157.863
2021-07-01T00:00:00+00:00,204418.5000000000000000,268793987.411
2021-06-30T00:00:00+00:00,202475.2000000000000000,264369676.30100003
2021-06-29T00:00:00+00:00,202905.9000000000000000,265301719.71500003
