week,amount,revenues,volume,revenues_ratio,volume_ratio
2021-07-06T16:00:00+00:00,0,0.00500567554718350000000000000000,10.011351094367,,
2021-07-06T19:00:00+00:00,0,0.27633761411735250000000000000000,552.675228234705,,
2021-07-06T20:00:00+00:00,0,1.0076467270307300000000000000000,2015.29345406146,,
2021-07-06T21:00:00+00:00,0,0.45233139041123950000000000000000,904.662780822479,,
2021-07-06T23:00:00+00:00,0,0.6421520565528250000000000000000,1284.30411310565,,
2021-07-07T01:00:00+00:00,0,2.8865313618171700000000000000000,5773.06272363434,,
2021-07-07T03:00:00+00:00,0,0.523224325351750000000000000000,1046.4486507035,,
2021-07-07T04:00:00+00:00,0,3.0038622710274550000000000000000,6007.72454205491,,
2021-07-07T06:00:00+00:00,0,1.6295229315286800000000000000000,3259.04586305736,,
2021-07-07T11:00:00+00:00,0,5.0130700000000000000000,10026.14,,
2021-07-07T13:00:00+00:00,0,5.2769266445329750000000000000000,10553.85328906595,,
2021-07-07T14:00:00+00:00,0,0.31078965176481600000000000000000,621.579303529632,,
2021-07-07T17:00:00+00:00,0,0.18080868978741900000000000000000,361.617379574838,,
2021-07-07T23:00:00+00:00,0,1.4505486838861050000000000000000,2901.09736777221,,
2021-07-08T03:00:00+00:00,0,0.16697387914993800000000000000000,333.947758299876,,
2021-07-08T05:00:00+00:00,0,0.24774787336614400000000000000000,495.495746732288,,
2021-07-08T07:00:00+00:00,0,1.0703951340467850000000000000000,2140.79026809357,,
2021-07-08T08:00:00+00:00,0,2.77883864321881300000000000000000,5557.677286437626,,
2021-07-08T09:00:00+00:00,0,4.43148378158380700000000000000000,8862.967563167614,,
2021-07-08T10:00:00+00:00,0,1.1858668530081350000000000000000,2371.73370601627,,
2021-07-08T11:00:00+00:00,0,1.4224133423193850000000000000000,2844.82668463877,,
2021-07-08T12:00:00+00:00,0,1.35076859256874900000000000000000,2701.537185137498,,
2021-07-08T14:00:00+00:00,0,3.409825517616800000000000000000,6819.6510352336,,
2021-07-08T18:00:00+00:00,0,1.8801303467481700000000000000000,3760.26069349634,,
2021-07-08T19:00:00+00:00,0,2.6818472014877650000000000000000,5363.69440297553,,
2021-07-08T22:00:00+00:00,0,1.0511049574880300000000000000000,2102.20991497606,,
2021-07-09T00:00:00+00:00,0,3.32046380833137050000000000000000,6640.927616662741,,
2021-07-09T02:00:00+00:00,0,2.55106425824874700000000000000000,5102.128516497494,,
2021-07-09T03:00:00+00:00,0,0.52912645764313000000000000000000,1058.252915286260,,
2021-07-09T11:00:00+00:00,0,23.879978812145750000000000000000,47759.9576242915,,
2021-07-09T12:00:00+00:00,0,5.9686822774455850000000000000000,11937.36455489117,,
2021-07-09T13:00:00+00:00,0,3.8731179117482650000000000000000,7746.23582349653,,
2021-07-09T14:00:00+00:00,0,0.05382493495003350000000000000000,107.649869900067,,
2021-07-09T19:00:00+00:00,0,3.9002917392881300000000000000000,7800.58347857626,,
2021-07-09T20:00:00+00:00,0,1.3726613922687600000000000000000,2745.32278453752,,
2021-07-10T01:00:00+00:00,0,0.5755717736697900000000000000000,1151.14354733958,,
2021-07-10T02:00:00+00:00,0,0.5507805710290600000000000000000,1101.56114205812,,
2021-07-10T03:00:00+00:00,0,0.36147238091657900000000000000000,722.944761833158,,
2021-07-10T04:00:00+00:00,0,0.010357658969537200000000000000000,20.7153179390744,,
2021-07-10T05:00:00+00:00,0,2.7521235046893100000000000000000,5504.24700937862,,
2021-07-10T07:00:00+00:00,0,8.236132531068850000000000000000,16472.2650621377,,
2021-07-10T11:00:00+00:00,0,4.1528809651863250000000000000000,8305.76193037265,,
2021-07-10T13:00:00+00:00,0,3.5023131402973900000000000000000,7004.62628059478,,
2021-07-10T14:00:00+00:00,0,1.591935204218050000000000000000,3183.8704084361,,
2021-07-10T19:00:00+00:00,0,2.2744714006275400000000000000000,4548.94280125508,,
2021-07-11T00:00:00+00:00,0,1.700308021602700000000000000000,3400.6160432054,,
2021-07-11T01:00:00+00:00,0,0.26927862963801900000000000000000,538.557259276038,,
2021-07-11T04:00:00+00:00,0,0.34684280205875800000000000000000,693.685604117516,,
2021-07-11T08:00:00+00:00,0,2.68280629788153050000000000000000,5365.612595763061,,
2021-07-11T09:00:00+00:00,0,2.11218160302118650000000000000000,4224.363206042373,,
2021-07-11T11:00:00+00:00,0,10.7602997593761950000000000000000,21520.59951875239,,
2021-07-11T12:00:00+00:00,0,3.1983915346751550000000000000000,6396.78306935031,,
2021-07-11T13:00:00+00:00,0,54.01405736875107850000000000000000,108028.114737502157,,
2021-07-11T15:00:00+00:00,0,2.5173516059556750000000000000000,5034.70321191135,,
2021-07-11T18:00:00+00:00,0,6.58147585167800000000000000000,13162.951703356,,
2021-07-11T21:00:00+00:00,0,6.3609224681216400000000000000000,12721.84493624328,,
2021-07-11T22:00:00+00:00,0,10.504492223571800000000000000000,21008.9844471436,,
2021-07-12T01:00:00+00:00,0,3.2318851192122300000000000000000,6463.77023842446,,
2021-07-12T03:00:00+00:00,0,24.91117059827385250000000000000000,49822.341196547705,,
2021-07-12T04:00:00+00:00,0,25.17045479342650200000000000000000,50340.909586853004,,
2021-07-12T06:00:00+00:00,0,145.3345581516824350000000000000000,290669.11630336487,,
2021-07-12T07:00:00+00:00,0,350.91580703596350000000000000000,701831.614071927,,
2021-07-12T08:00:00+00:00,0,22.31996781632769900000000000000000,44639.935632655398,,
2021-07-12T09:00:00+00:00,0,21.514192174994200000000000000000,43028.3843499884,,
2021-07-12T10:00:00+00:00,0,346.749355822175000000000000000000,693498.7116443500,,
