Block,Date,MIM Price,MIM TVL,EURS Price,EURS TVL,FRAX Price,FRAX TVL,USDN Price,USDN TVL,mUSD Price,mUSD TVL,USDP Price,USDP TVL,IronBank Price,IronBank TVL,sUSD Price,sUSD TVL,alUSD Price,alUSD TVL
13608779,2021-11-13 16:42:17,1.0485,39393386,1.0715,20055331,1.0776,27865992,1.1172,83920554,1.0604,9756982,1.0704,15457461,1.1253,202856407,1.106,2497509,1.0702,24382868
13615240,2021-11-14 17:16:28,1.0508,39545038,1.0715,20314255,1.0804,27935959,1.1181,84063807,1.0604,8583605,1.0704,15461423,1.1254,202910914,1.106,2497518,1.0702,24242288
13621701,2021-11-15 17:45:25,1.0508,39880610,1.0715,20233245,1.0804,27936206,1.119,83915127,1.0604,8540228,1.0704,15462205,1.1258,194489808,1.106,2497542,1.0714,24278201
13628162,2021-11-16 18:26:29,1.0508,38585020,1.0753,20379069,1.0804,27936477,1.119,83602163,1.0604,8540290,1.0704,15486721,1.1263,195352100,1.1061,2497664,1.0714,24238036
13634623,2021-11-17 18:37:56,1.0509,38623497,1.0753,20478878,1.0804,27077568,1.1207,83806810,1.0604,8540361,1.0737,16338773,1.1266,194932761,1.1061,2491814,1.0714,24219454
13641084,2021-11-18 19:08:10,1.0519,38260578,1.0764,25204135,1.0804,27107997,1.1208,81297481,1.0605,8414666,1.0737,17576592,1.1271,195043092,1.1062,2491936,1.0714,24169125
13647545,2021-11-19 20:00:37,1.0528,36739920,1.0768,25216355,1.0819,27165990,1.1217,81326330,1.0605,8364206,1.0737,10088878,1.1271,195722339,1.1062,2492009,1.0714,23998149
13654006,2021-11-20 20:30:18,1.0528,36710294,1.0768,25111742,1.082,27166217,1.1217,81258184,1.0605,8364302,1.0737,10091594,1.1275,195833909,1.1062,2492043,1.0714,23998463
13660467,2021-11-21 21:09:29,1.0528,36681594,1.0768,24988907,1.082,27076060,1.1227,77668259,1.0605,8268740,1.0737,9997093,1.128,195785982,1.1064,2269039,1.0714,23978282
13666928,2021-11-22 21:36:37,1.0528,36551299,1.0768,24989091,1.082,26968693,1.1227,77647404,1.0605,8268881,1.0737,9996022,1.128,194667223,1.1066,2269431,1.0714,23978407
13673389,2021-11-23 22:10:58,1.0528,36765761,1.0768,25036700,1.0839,27038486,1.1237,77478487,1.0661,8073706,1.0737,9996936,1.1285,194743433,1.1066,2269487,1.0714,24014058
13679850,2021-11-24 22:31:22,1.0528,36609687,1.08,25136049,1.0839,34072321,1.1243,77470739,1.0661,7850093,1.0737,9999579,1.129,194506293,1.1066,2269537,1.0742,24611064
13686311,2021-11-25 23:13:00,1.0552,36713018,1.08,25136073,1.0847,34330852,1.1255,77816778,1.0661,7850195,1.081,9328650,1.1294,194622314,1.1067,2269625,1.0742,24611179
13692772,2021-11-27 00:07:13,1.0552,36677949,1.08,25136198,1.0847,35210641,1.1255,77546250,1.0661,7843510,1.081,9327638,1.1295,194632911,1.1067,2269664,1.0742,24561303
13699233,2021-11-28 00:29:12,1.0552,36934729,1.08,25112792,1.0847,42571160,1.1263,77626579,1.0661,7953590,1.081,9395346,1.1301,193929031,1.1067,2269670,1.0742,32777148
13705694,2021-11-29 01:09:54,1.0552,37633908,1.08,25012578,1.0847,42571449,1.1263,77567015,1.0661,7851672,1.081,9395390,1.1305,193952931,1.1067,2269673,1.0756,32841811
13712155,2021-11-30 02:10:41,1.0552,37219340,1.0817,25045949,1.0862,42778686,1.1271,77273967,1.0661,7851703,1.081,9331110,1.1306,193971495,1.1067,2269701,1.0756,32842026
13718616,2021-12-01 03:02:42,1.0576,37236263,1.0817,25026577,1.0862,42779147,1.1276,76888448,1.0662,7851810,1.081,9331221,1.1311,194003270,1.1067,2269741,1.0756,32842284
13725077,2021-12-02 03:41:48,1.0576,37167867,1.0818,25026651,1.0862,42779325,1.1276,76233144,1.0662,7800918,1.081,9821625,1.1317,194179566,1.1068,2269878,1.0756,32802280
13731538,2021-12-03 04:35:50,1.0576,35043140,1.0818,24937122,1.0862,44184791,1.1287,76087360,1.0662,7800974,1.081,9680065,1.1323,193874738,1.1069,2270048,1.0756,32658393
13737999,2021-12-04 05:21:02,1.0576,34959203,1.0818,24904045,1.0878,44277423,1.1288,75830490,1.0662,7801040,1.0811,8693241,1.1324,193439824,1.1069,2270154,1.0756,32585006
13744460,2021-12-05 06:24:23,1.0577,35260102,1.0829,24783386,1.0878,44190319,1.1292,75682597,1.0662,7801183,1.0811,8708078,1.1329,194108981,1.1069,2258928,1.0776,32771733
13750921,2021-12-06 07:21:14,1.0577,35210221,1.0829,24317474,1.0878,44190366,1.1297,75660925,1.0662,7801238,1.0864,8766472,1.1333,194206347,1.107,2258994,1.0776,32772008
13757382,2021-12-07 07:52:03,1.0594,35226105,1.0829,24317520,1.0878,44159604,1.1297,75314368,1.0662,7785584,1.0864,8751962,1.1334,194808272,1.107,2251095,1.0776,32720437
13763843,2021-12-08 08:40:52,1.0602,34035073,1.0829,24262879,1.0878,44156722,1.1316,75082553,1.0662,7783482,1.0864,8750908,1.1339,194716115,1.107,2251173,1.0776,32720524
13770304,2021-12-09 09:36:45,1.0602,33929383,1.0829,24149713,1.0898,43607165,1.1316,74629232,1.0662,7783515,1.0864,8750858,1.1344,194752109,1.1071,2251287,1.0776,32719928
13776765,2021-12-10 10:09:46,1.0602,33735615,1.0844,24251810,1.0898,43702333,1.1316,75000311,1.0662,7783560,1.0864,8572794,1.1344,194850041,1.1071,2249990,1.0776,32715868
