liquidationPrice,cumulativeDepth
2544.88,96487.83384302525578156200
2540.13,96493.73384302525578156200
2539.26,96494.73384302525578156200
2534.05,96526.23384302525578156200
2532.63,96527.53613223156007636200
2532.43,96529.15304597978881296200
2531.11,96541.25304597978881296200
2529.06,96547.75304597978881296200
2528.94,96579.75304597978881296200
2528.08,96606.08384597978881296200
2527.28,96606.95826447978881296200
2521.97,96630.19546447978881296200
2515.93,97127.39546447978881296200
2510.10,97479.95556447978881296200
2508.38,97627.25556447978881296200
2506.31,97648.98556447978881296200
2504.59,97662.98556447978881296200
2490.82,97687.48556447978881296200
2489.31,97807.48556447978881296200
2486.64,97887.48556447978881296200
2483.05,97888.37556447978881296200
2475.73,97895.60890042026367926200
2473.91,97896.50220042026367926200
2472.82,97933.50220042026367926200
2468.62,98203.50220042026367926200
2466.78,98741.92220042026367926200
2464.49,98745.37694009379291826200
2461.29,98803.22943379393585896200
2460.30,98808.72943379393585896200
2459.46,98815.92943379393585896200
2458.14,98851.92943379393585896200
2450.52,99156.91344789647039166200
2448.65,99171.96474789647039166200
2446.40,99196.96474789647039166200
2446.26,99346.96474789647039166200
2445.81,99354.96474789647039166200
2445.23,99428.57259480833922576200
2442.52,99439.07259480833922576200
2441.96,99507.07259480833922576200
2439.42,99697.07259480833922576200
2432.00,100865.06779480833922576200
2431.15,100866.06779480833922576200
2431.14,100867.06779480833922576200
2431.02,100868.06779480833922576200
2430.08,100870.66079480833922576200
2427.45,100897.16079480833922576200
2427.39,100900.21069480833922576200
2426.29,108300.21073048795959066200
2426.14,108373.38664866140514876200
2422.46,108464.38664866140514876200
2420.00,108466.38664866140514876200
2420.00,108466.38664866140514876200
2414.17,108495.32274866140514876200
2412.94,108499.76644866140514876200
2410.24,109200.24704866140514876200
2408.78,109285.24704866140514876200
2407.41,109286.25704866140514876200
2406.58,109668.25704866140514876200
2405.54,109693.85704866140514876200
2400.38,109700.85704866140514876200
2397.68,109777.03005798995270876200
2397.32,109787.23005798995270876200
2395.00,109943.73005798995270876200
2391.68,109950.73005798995270876200
2383.33,111150.73005798995270876200
2382.96,111154.73007604112184906200
2376.64,111999.23007604112184906200
2374.32,112083.36519050961506296200
2371.85,112111.36519050961506296200
2370.76,112611.36519050961506296200
2370.70,112620.54443596511740916200
2370.09,112621.54443596511740916200
2367.86,112646.54443596511740916200
2365.70,112714.04443596511740916200
2364.53,112874.04443596511740916200
2364.34,112911.54443596511740916200
2363.41,113101.54443596511740916200
2362.24,117065.54443596511740916200
2360.67,117076.04443596511740916200
2360.23,117226.04443596511740916200
2358.29,117235.04443596511740916200
2357.14,117240.99443596511740916200
2351.48,117527.99443596511740916200
2350.72,117927.99443596511740916200
2350.45,117992.99443596511740916200
2342.40,118162.99443596511740916200
2333.19,118942.99443596511740916200
2329.99,118944.32443596511740916200
2329.70,119039.32443596511740916200
2327.75,119091.18633596511740916200
2326.26,119092.13633596511740916200
2324.63,119099.13882365993339856200
2324.38,129099.13882365993339856200
2321.35,129101.13882365993339856200
2320.69,129163.16478066029450936200
2314.15,129167.17791112319178236200
2312.42,129191.17791112319178236200
2312.31,129239.17791112319178236200
2312.31,129239.17791112319178236200
2310.73,129539.17791112319178236200
2310.66,129582.17791112319178236200
2309.67,129613.43841112319178236200
2303.74,129660.43841112319178236200
2303.44,130380.43841112319178236200
2300.49,130395.43841112319178236200
2300.43,130416.43841112319178236200
2299.73,130417.73584844976913266200
2299.00,130420.23584844976913266200
2298.71,133485.23584844976913266200
2295.57,133535.23584844976913266200
2291.12,133540.54584844976913266200
2289.83,133544.74584844976913266200
2288.56,133657.74584844976913266200
2288.53,133660.74584844976913266200
2288.17,133692.74584844976913266200
2287.01,133724.74584844976913266200
2285.16,133804.74584844976913266200
2285.08,133807.74584844976913266200
2284.85,133945.74584844976913266200
2281.31,133961.24584844976913266200
2280.08,134481.24584844976913266200
2278.98,134500.74584844976913266200
2278.84,134515.10214844976913266200
2278.17,134595.10214844976913266200
2277.19,134605.10214844976913266200
2277.01,134630.20214844976913266200
2275.82,135114.27098094329645476200
2274.98,135126.52098094329645476200
2274.64,135131.47787368028728076200
2274.56,135142.11577368028728076200
2272.89,135160.13594433028728076200
2270.02,135180.63594433028728076200
2266.05,135184.63594433028728076200
2266.03,135188.63594433028728076200
2264.18,135215.13594433028728076200
2262.83,135516.63594433028728076200
2259.92,135521.13594433028728076200
2258.58,135523.43594433028728076200
2256.58,135528.43594433028728076200
2255.69,135558.43594433028728076200
2255.48,135563.43594433028728076200
2255.03,135573.43594433028728076200
2255.03,135573.43594433028728076200
2255.01,135583.43594433028728076200
2255.01,135583.43594433028728076200
2248.14,135931.43594433028728076200
2247.71,135937.43594433028728076200
2244.88,136427.43594433028728076200
2244.23,136567.43594433028728076200
2241.89,136651.43594433028728076200
2240.48,136659.43594433028728076200
2237.74,136665.93594433028728076200
2236.86,136674.43594433028728076200
2233.79,136679.23594433028728076200
2233.53,136689.23594433028728076200
2233.02,136699.23594433028728076200
2233.00,136709.23594433028728076200
2231.69,137313.23594433028728076200
2228.02,137323.23594433028728076200
2227.04,137339.23594433028728076200
2226.49,137354.23594433028728076200
2225.75,137369.23594433028728076200
2225.67,137384.23594433028728076200
2224.65,137410.65353434326584196200
2222.01,137430.65353434326584196200
2220.86,137450.65353434326584196200
2220.46,137451.65353434326584196200
2219.83,137476.65353434326584196200
2216.77,137516.65353434326584196200
2215.24,137616.65353434326584196200
2214.51,137636.65353434326584196200
2213.96,137711.65353434326584196200
2213.84,138706.65353434326584196200
2210.70,138710.75353434326584196200
2210.31,138712.35353434326584196200
2210.29,138713.85353434326584196200
2210.25,138714.85353434326584196200
2209.99,138715.85353434326584196200
2209.92,138717.85353434326584196200
2209.92,138717.85353434326584196200
2209.90,138719.85353434326584196200
2209.90,138719.85353434326584196200
2208.58,138759.85353434326584196200
2207.36,138760.85020062852066742200
2207.35,138761.84686865332150503400
2206.44,138801.84686865332150503400
2206.15,138813.34686865332150503400
2204.84,138862.34686865332150503400
2204.18,138864.94686865332150503400
2200.02,138874.94686865332150503400
2200.00,139374.94686865332150503400
2199.99,139414.94686865332150503400
2196.71,139442.74686865332150503400
2194.36,139462.74686865332150503400
2194.31,140017.82578046808377523400
2192.68,140065.32578046808377523400
2188.75,140705.32578046808377523400
2186.03,140956.32578046808377523400
2185.19,141095.96328046808377523400
2184.63,141596.96328046808377523400
2176.81,141614.84706855946561823400
2173.17,142783.94706855946561823400
2166.76,142813.94706855946561823400
2163.46,142831.94706855946561823400
2156.93,142842.94706855946561823400
2156.65,142923.94706855946561823400
2156.51,142987.94706855946561823400
2156.38,142993.63706855946561823400
2155.60,143020.50076855946561823400
2154.09,143051.60076855946561823400
2153.96,143098.10076855946561823400
2153.89,143113.60076855946561823400
2151.95,144443.60076855946561823400
2151.19,144446.96626855946561823400
2149.67,144504.70726855946561823400
2147.93,144507.70726855946561823400
2146.66,144589.70726855946561823400
2145.58,144770.39756855946561823400
2145.40,144804.39756855946561823400
2142.78,144859.49756855946561823400
2141.47,144870.54947591094752463400
2139.70,144872.46062271194286473400
2138.81,145022.46062271194286473400
2138.33,145076.91072271194286473400
2136.12,145157.71456799837142563400
2133.32,145162.22246799837142563400
2130.88,145182.22246799837142563400
2128.71,145184.92246799837142563400
2128.70,145239.32246799837142563400
2127.62,145246.62246799837142563400
2122.98,145256.62246799837142563400
2120.33,145346.62246799837142563400
2117.42,147638.80926799837142563400
2117.20,147759.00926799837142563400
2112.96,147776.50926799837142563400
2112.60,147785.50926799837142563400
2111.43,147916.50926799837142563400
2110.48,148216.50926799837142563400
2109.38,148234.95663108295020283400
2107.80,148478.95663108295020283400
2106.99,148588.95663108295020283400
2106.83,148609.63663108295020283400
2104.22,148638.63663108295020283400
2101.55,148641.63663108295020283400
2099.13,149682.63666605937909943400
2098.17,149690.98166605937909943400
2090.79,150690.98166605937909943400
2089.33,151090.98166605937909943400
2087.32,151106.98166605937909943400
2086.98,151117.68166605937909943400
2086.57,151133.68166605937909943400
2084.89,151140.68166605937909943400
2083.38,151353.87566605937909943400
2083.25,151385.87566605937909943400
2081.13,151387.04378402126853603400
2080.46,151396.27378402126853603400
2075.57,151476.27378402126853603400
2074.63,151478.27378402126853603400
2071.44,151805.96118402126853603400
2067.92,152391.96118402126853603400
2067.89,152396.28118402126853603400
2065.41,152400.29548402126853603400
2063.52,152478.08458402126853603400
2059.14,152486.08458402126853603400
2057.82,152636.08458402126853603400
2053.42,152666.87888402126853603400
2044.66,152682.66888402126853603400
2041.03,152915.66888402126853603400
2036.91,154615.66888402126853603400
2036.53,154620.66888402126853603400
2032.72,154690.66888402126853603400
2030.11,154691.86888402126853603400
2030.01,154702.86888402126853603400
2027.27,154710.76888402126853603400
2025.33,154843.26888402126853603400
2023.03,154883.26888402126853603400
2021.16,154998.26888402126853603400
2020.04,155020.26888402126853603400
2018.80,155137.26950872811339993400
2011.90,155147.26950872811339993400
2011.00,155367.26950872811339993400
2009.53,155408.26950872811339993400
2009.19,155413.88376231811339993400
2006.89,155578.88376231811339993400
2004.58,155593.88376231811339993400
2004.57,155608.88376231811339993400
2004.31,155612.88376231811339993400
2001.53,155620.88376231811339993400
2000.00,155621.98376231811339993400
1994.31,155642.88376231811339993400
1993.85,155763.88376231811339993400
1992.36,155773.47801831811339993400
1990.68,155845.47801831811339993400
1990.06,155867.13801831811339993400
1989.18,155868.63801831811339993400
1986.83,155898.17005207291339993400
1986.40,155921.93655749172130033400
1981.90,155924.83655749172130033400
1981.72,156027.83655749172130033400
1981.68,156029.03655749172130033400
1978.90,156206.03655749172130033400
1976.77,156290.03655749172130033400
1972.80,156317.03655749172130033400
1966.10,156767.03655749172130033400
1964.93,156829.03655749172130033400
1964.66,156860.03655749172130033400
1962.75,156878.73655749172130033400
1961.48,167247.73615749172130033400
1956.63,167257.73615749172130033400
1955.56,167260.43615749172130033400
1951.19,167390.43615749172130033400
1948.69,167399.34465749172130033400
1947.96,167456.34465749172130033400
1945.64,167476.34465749172130033400
1943.63,167513.34465749172130033400
1943.15,167713.84465749172130033400
1942.49,167806.84465749172130033400
1940.76,167823.99244324040026993400
1940.40,168323.99244324040026993400
1938.44,168331.24244324040026993400
1937.17,168814.44244324040026993400
1936.91,168914.44244324040026993400
1934.69,172914.44244324040026993400
1934.50,172922.44244324040026993400
1934.48,172926.44244324040026993400
1931.31,172946.44244324040026993400
1930.36,173236.44244324040026993400
1930.19,173239.42014442775649763400
1928.52,173939.42014442775649763400
1927.39,173985.42014442775649763400
1927.02,174153.60634442775649763400
1926.65,174203.60634442775649763400
1926.64,174210.60634442775649763400
1924.99,174410.60634442775649763400
1922.35,174482.60636176768692613400
1919.95,174580.60636176768692613400
1918.27,174583.60636176768692613400
1911.21,174586.60636176768692613400
1909.23,174736.60636176768692613400
1907.69,174737.93866400479318003400
1906.81,175027.93866400479318003400
1904.37,175041.93866400479318003400
1903.27,175203.93866400479318003400
1902.59,175230.93866400479318003400
1901.44,175240.93866400479318003400
1900.25,175248.93866400479318003400
1896.04,175294.53296400479318003400
1895.59,175317.97668238558361123400
1894.29,175387.97668238558361123400
1892.36,175586.75458238558361123400
1891.39,175591.25458238558361123400
1889.12,175844.25458238558361123400
1888.41,175866.75458238558361123400
1886.13,184776.86388238558361123400
1885.36,185098.16388238558361123400
1884.76,185104.26388238558361123400
1882.47,185174.26388238558361123400
1881.55,185274.26388238558361123400
1879.18,185280.26388238558361123400
1878.77,185294.76388238558361123400
1877.19,185537.15639728194381563400
1876.63,250072.04487293714381563400
1875.14,250160.37124952714381563400
1873.45,250179.37124952714381563400
1872.57,250215.37124952714381563400
1871.85,250219.87124952714381563400
1870.73,250229.77124952714381563400
1865.03,250237.28424952714381563400
1865.02,250274.03424952714381563400
1862.01,256334.03424952714381563400
1861.37,256335.93434952714381563400
1859.99,256405.93434952714381563400
1857.26,256407.23434952714381563400
1856.21,256419.23434952714381563400
1855.50,256437.23434952714381563400
1855.28,256440.03434952714381563400
1852.69,256643.03434952714381563400
1852.36,256645.53434952714381563400
1849.86,256675.53434952714381563400
1849.72,256925.53434952714381563400
1848.66,256976.03434952714381563400
1848.43,257018.03434952714381563400
1847.76,257060.03434952714381563400
1846.23,257120.03434952714381563400
1841.73,257155.91674952714381563400
1841.66,257163.91674952714381563400
1841.56,257463.91674952714381563400
1836.33,257763.91674952714381563400
1836.08,257839.31674952714381563400
1835.22,258935.13127483265351563400
1834.53,259046.13127483265351563400
1832.23,259060.93127483265351563400
1829.07,259071.93127483265351563400
1828.45,259078.93127483265351563400
1828.36,259763.93127483265351563400
1825.01,259882.89877474262409533400
1823.97,259890.89877474262409533400
1818.79,260291.45117474262409533400
1818.23,260431.45117474262409533400
1816.44,261079.98061176499108593400
1815.87,261140.98061176499108593400
1812.82,261145.98061176499108593400
1811.05,261155.98061176499108593400
1806.94,261905.98061176499108593400
1804.38,261910.06971803995925293400
1804.27,261991.06971803995925293400
1801.15,263948.17768752628459173400
1796.10,263951.37768752628459173400
1794.41,264050.37768752628459173400
1793.94,264053.05768752628459173400
1790.31,264084.05768752628459173400
1789.26,264149.05768752628459173400
1787.50,264150.41768752628459173400
1786.40,264200.41768752628459173400
1783.42,264262.41768752628459173400
1780.87,264458.70268752628459173400
1779.42,264461.93268752628459173400
1779.28,264483.80268752628459173400
1777.80,264508.80268752628459173400
1777.61,264533.80268752628459173400
1773.45,264583.80268752628459173400
1773.43,264633.80268752628459173400
1769.78,264648.75879228152950623400
1769.21,264660.75879228152950623400
1768.58,264665.25879228152950623400
1768.26,264667.25879228152950623400
1766.21,264742.25879228152950623400
1766.00,264800.61996131045313823400
1765.70,264806.61996131045313823400
1759.98,265306.61996690744809763400
1757.50,265316.36996690744809763400
1756.29,265511.37016690744809763400
1754.99,265535.37016690744809763400
1754.00,265559.37016690744809763400
1752.19,265682.85350205562774213400
1748.78,265685.85350205562774213400
1747.78,265697.75350205562774213400
1746.34,265728.75350205562774213400
1746.21,265766.75350205562774213400
1743.50,265801.75350205562774213400
1742.81,267651.43363996893626773400
1739.46,267702.43363996893626773400
1739.21,267703.83143996893626773400
1738.73,267735.83143996893626773400
1736.63,267845.83839238017528523400
1729.35,267923.83839238017528523400
1728.12,270347.83839238017528523400
1726.04,270350.83839238017528523400
1725.39,271150.83839238017528523400
1723.65,271161.33839238017528523400
1721.90,271215.75009238017528523400
1720.25,271260.75009238017528523400
1718.96,271389.11583180725930573400
1718.71,271391.45583180725930573400
1716.39,272236.45583180725930573400
1713.33,272240.45583180725930573400
1709.38,272275.45583180725930573400
1707.97,272325.45583180725930573400
1706.94,273325.45583180725930573400
1706.81,273703.45583180725930573400
1700.69,273783.20583180725930573400
1697.56,277918.63183180725930573400
1697.16,278003.63183180725930573400
1695.97,278010.93183180725930573400
1694.94,278016.93183180725930573400
1694.90,278022.93183180725930573400
1694.63,278147.93183180725930573400
1693.73,278174.60183180725930573400
1693.24,278178.32266184753389903400
1692.35,278379.32266184753389903400
1691.88,278396.32266184753389903400
1690.63,278476.32266184753389903400
1690.59,278500.32266184753389903400
1690.17,281500.32266184753389903400
1689.86,281531.43199796137373693400
1685.76,281539.43199796137373693400
1680.08,281543.18199796137373693400
1679.66,281600.68199796137373693400
1678.54,281831.33007004196905643400
1675.05,281846.33007004196905643400
1674.81,281866.33007004196905643400
1673.81,282247.73007004196905643400
1673.27,282252.73007004196905643400
1669.32,282272.73007004196905643400
1665.73,282302.73007004196905643400
1664.56,282322.73007004196905643400
1663.76,282362.73007004196905643400
1662.85,282371.50857904196905643400
1662.47,284760.50857904196905643400
1661.92,284820.50857904196905643400
1661.00,284840.50857904196905643400
1660.67,284940.50857904196905643400
1658.80,285340.50857904196905643400
1657.86,285343.30857904196905643400
1657.69,285345.30857904196905643400
1657.64,285554.30857904196905643400
1656.70,285571.12377904196905643400
1654.32,285671.12377904196905643400
1654.19,285871.12377904196905643400
1654.06,285880.12377904196905643400
1651.25,285980.72377904196905643400
1651.13,285986.92377904196905643400
1650.69,286986.92377904196905643400
1650.01,326986.92377904196905643400
1650.00,326997.92377904196905643400
1650.00,326997.92377904196905643400
1649.17,327003.42377904196905643400
1648.75,327038.42377904196905643400
1647.55,327048.08800832936905643400
1644.18,327053.66800832936905643400
1643.16,328053.66800832936905643400
1642.66,328068.60800832936905643400
1639.81,328086.60800832936905643400
1637.27,328106.60800832936905643400
1637.23,328156.60800832936905643400
1634.40,328162.31131051224993643400
1626.58,328165.31131051224993643400
1625.21,328175.31131051224993643400
1624.70,328178.84935489324525583400
1622.43,328628.84935489324525583400
1621.94,328637.84935489324525583400
1620.83,328639.34935489324525583400
1620.67,328645.34935489324525583400
1620.67,328645.34935489324525583400
1620.67,328645.34935489324525583400
1620.67,328645.34935489324525583400
1620.60,328815.34935489324525583400
1618.19,328846.34935489324525583400
1615.90,328851.34935489324525583400
1615.17,328885.03295926072474843400
1613.69,328886.39629043482543183400
1611.32,328893.39629043482543183400
1610.72,328900.39629043482543183400
1610.09,329018.39629043482543183400
1607.50,329020.59629043482543183400
1606.28,329037.59629043482543183400
1602.22,331029.68969043482543183400
1600.75,331054.68969043482543183400
1598.92,331083.26355565897795933400
1595.85,331128.26355565897795933400
1591.94,331135.46355565897795933400
1591.93,331148.06355565897795933400
1591.71,331153.06355565897795933400
1591.34,331257.08059860343848773400
1591.08,331271.08059860343848773400
1590.87,331338.08059860343848773400
1586.15,331438.44619860343848773400
1585.45,331670.44619860343848773400
1585.10,331870.44619860343848773400
1584.84,331872.33237168284662723400
1584.59,331900.33237168284662723400
1584.54,332020.33237168284662723400
1582.67,332330.33237168284662723400
1582.43,332470.33237168284662723400
1582.43,332470.33237168284662723400
1581.39,332575.33237168284662723400
1580.68,333274.84340301264367603400
1578.88,333277.64340301264367603400
1578.52,333279.04340301264367603400
1577.96,333321.04340301264367603400
1576.57,333867.04340301264367603400
1575.61,335267.04340301264367603400
1575.07,335271.04340301264367603400
1572.37,336671.04340301264367603400
1571.39,336674.54340301264367603400
1569.92,336684.54340301264367603400
1568.71,336842.54340301264367603400
1563.91,336847.96279206895277153400
1563.50,336872.96279206895277153400
1561.26,336957.96279206895277153400
1561.10,336967.56279206895277153400
1560.81,337004.56279206895277153400
1559.84,337029.56279206895277153400
1559.48,337030.97351741798273873400
1556.94,337045.97351741798273873400
1554.35,337048.27351741798273873400
1552.03,337063.37351741798273873400
1551.81,337070.37351741798273873400
1551.39,338070.37351741798273873400
1547.67,338088.37351741798273873400
1547.57,338096.37351741798273873400
1547.40,338099.37351741798273873400
1546.73,338115.37351741798273873400
1541.83,338119.45978546238889203400
1540.00,338124.95978546238889203400
1538.68,338136.95978546238889203400
1533.97,338281.95978546238889203400
1532.94,338353.95978546238889203400
1529.96,338447.89237786452583413400
1529.88,338455.26237786452583413400
1529.73,340255.26237786452583413400
1528.47,340263.36237786452583413400
1525.98,340293.36237786452583413400
1523.48,340322.53251187285700913400
1521.65,340684.53251187285700913400
1519.32,340873.53251187285700913400
1515.08,341673.53251187285700913400
1514.32,341675.13785885759122633400
1513.39,341760.13785885759122633400
1509.91,341763.93785885759122633400
1508.59,341778.93785885759122633400
1503.06,341781.43785885759122633400
1502.24,341798.72165885759122633400
1500.43,341812.13046240759122633400
1500.00,341856.13046240759122633400
1499.01,341870.46984731680734703400
1498.46,341879.46984731680734703400
1497.17,341984.46984731680734703400
1495.26,341986.25834731680734703400
1492.83,341991.25834731680734703400
1492.15,341993.25834731680734703400
1491.88,341995.25834731680734703400
1491.13,342660.25834731680734703400
1489.56,342667.45834731680734703400
1488.67,342712.45834731680734703400
1488.67,342712.45834731680734703400
1488.67,342712.45834731680734703400
1488.65,342727.45834731680734703400
1487.40,342764.77079289088398803400
1486.57,342779.77079289088398803400
1484.27,342783.27079289088398803400
1481.24,342788.27079289088398803400
1480.94,342852.77079289088398803400
1480.69,343171.34460166376955803400
1477.54,344671.34460166376955803400
1475.57,344694.34460166376955803400
1473.62,344844.34460166376955803400
1467.09,344906.34460166376955803400
1464.24,344936.54460166376955803400
1459.89,344941.84460166376955803400
1459.20,344951.84460166376955803400
1459.18,344961.84460166376955803400
1457.29,344963.93460166376955803400
1456.79,344966.13460166376955803400
1450.63,344969.33460166376955803400
1450.52,344979.33460166376955803400
1446.99,345009.95020166376955803400
