liquidationPrice,cumulativeDepth
1446.62,345124.95020166376955803400
1442.99,345128.55020166376955803400
1442.02,345234.64896226496950543400
1441.55,345284.64896226496950543400
1439.33,345286.18432891165602823400
1438.10,345428.73432891165602823400
1436.90,345432.73432891165602823400
1436.88,345436.73432891165602823400
1436.84,345439.73432891165602823400
1433.28,345444.73432891165602823400
1432.74,345476.73432891165602823400
1432.63,345530.90516188221221303400
1428.60,345550.40516188221221303400
1419.89,345555.50496188221221303400
1417.63,345567.99932788723923733400
1414.60,345570.49932788723923733400
1413.32,345586.23662788723923733400
1411.02,345641.23662788723923733400
1409.39,345649.23662788723923733400
1409.38,345657.23662788723923733400
1409.22,345661.23662788723923733400
1406.66,345666.87662788723923733400
1403.25,345694.87662788723923733400
1399.76,345698.02662788723923733400
1395.72,345710.02662788723923733400
1394.52,345716.52662788723923733400
1393.21,345736.52662788723923733400
1388.32,346017.16812788723923733400
1387.99,347087.16812788723923733400
1387.86,347089.66812788723923733400
1387.55,347129.66812788723923733400
1387.38,347209.66812788723923733400
1387.38,347209.66812788723923733400
1387.08,359186.12395868426423733400
1386.84,359194.25395868426423733400
1384.63,359274.25395868426423733400
1382.14,359314.25395868426423733400
1378.84,359514.25395868426423733400
1377.47,359670.25395868426423733400
1376.46,359712.11745868426423733400
1375.49,359717.51745868426423733400
1375.40,359729.76370657931383123400
1375.12,359738.76690657931383123400
1375.00,359746.96690657931383123400
1371.75,359819.81900657931383123400
1371.74,360069.81900657931383123400
1371.19,360074.81900657931383123400
1370.60,360079.81900657931383123400
1367.44,361050.10900657931383123400
1366.49,361052.85900657931383123400
1366.15,362003.85900657931383123400
1365.73,362015.18351837320880273400
1365.52,362029.68351837320880273400
1363.56,362047.68351837320880273400
1363.52,362065.68351837320880273400
1363.09,362068.68351837320880273400
1361.98,362300.68351837320880273400
1353.54,362341.68351837320880273400
1353.52,371840.68797646459730273400
1351.68,371866.20477646459730273400
1349.39,371880.70477646459730273400
1348.71,371888.65477646459730273400
1348.61,371898.65477646459730273400
1346.44,372144.65494708183645683400
1343.09,372154.65494708183645683400
1340.83,372156.46802336914913523400
1336.92,372165.06802336914913523400
1333.94,372265.06802336914913523400
1330.90,373320.16802336914913523400
1326.23,373323.16802336914913523400
1326.06,373325.16802336914913523400
1324.34,373350.16802336914913523400
1323.06,373361.16802336914913523400
1321.83,374070.55322807607274643400
1320.00,374100.55322807607274643400
1320.00,374100.55322807607274643400
1320.00,374100.55322807607274643400
1319.61,374114.55322807607274643400
1318.85,374153.55404971855698003400
1313.89,374157.15404971855698003400
1312.57,374161.95404971855698003400
1311.40,374667.92404971855698003400
1308.35,374690.03123168454542523400
1307.36,374694.68123168454542523400
1303.34,374708.81173168454542523400
1302.93,374710.87155730321882523400
1302.45,374750.87155730321882523400
1298.30,374752.82067884436149313400
1296.18,374756.82067884436149313400
1294.96,375011.82067884436149313400
1294.72,375041.82067884436149313400
1294.12,375891.82067884436149313400
1292.60,375893.52267884436149313400
1289.29,375895.32267884436149313400
1289.17,375972.82267884436149313400
1287.28,375980.72267884436149313400
1283.50,375989.72267884436149313400
1283.33,376049.72267884436149313400
1283.33,376049.72267884436149313400
1283.11,376054.62497884436149313400
1283.08,376089.12497884436149313400
1282.37,376184.12497884436149313400
1281.00,376201.12497884436149313400
1280.78,376212.12497884436149313400
1278.77,376221.62467884436149313400
1276.96,376261.62467884436149313400
1274.96,376664.62467884436149313400
1268.44,378845.96627884436149313400
1266.55,378880.96627884436149313400
1265.00,378882.70627884436149313400
1259.84,378885.51337884436149313400
1258.73,382385.51337884436149313400
1257.17,389385.51337884436149313400
1254.00,389390.51337884436149313400
1253.48,389407.55861519177150513400
1250.88,389409.67881519177150513400
1249.22,389449.67881519177150513400
1248.48,391081.34661519177150513400
1247.34,391095.70379515604713513400
1246.67,391395.70379515604713513400
1246.00,391401.20379515604713513400
1243.76,391441.20379515604713513400
1243.56,391449.20379515604713513400
1240.06,391452.95249515604713513400
1237.50,391456.95249515604713513400
1235.42,391462.05249515604713513400
1234.37,391468.05249515604713513400
1231.21,391540.05249515604713513400
1228.26,391555.35249515604713513400
1225.81,391603.35249515604713513400
1225.19,391605.65249515604713513400
1224.67,391695.65249515604713513400
1221.98,391700.26709515604713513400
1221.30,391702.16709515604713513400
1219.49,391705.06709515604713513400
1216.05,391707.06709515604713513400
1215.52,391709.06709515604713513400
1214.04,391720.23919515604713513400
1214.02,391954.47419515604713513400
1212.31,391958.47419515604713513400
1211.07,391968.69716723358929313400
1210.00,391970.69716723358929313400
1209.56,391980.89716723358929313400
1208.79,391982.71716723358929313400
1201.37,392038.50936723358929313400
1201.34,392075.50936723358929313400
1200.20,392195.50936723358929313400
1200.05,392236.50936723358929313400
1195.50,392255.18910867949754113400
1193.51,392257.68910867949754113400
1192.47,392285.68910867949754113400
1190.06,392315.48910867949754113400
1188.72,392320.78910867949754113400
1184.62,392450.78910867949754113400
1184.54,392506.78910867949754113400
1181.73,392548.67684914734083623400
1178.85,392551.67684914734083623400
1178.84,392554.67684914734083623400
1178.83,392557.67684914734083623400
1178.79,392632.67684914734083623400
1178.57,392646.67684914734083623400
1175.56,392896.67684914734083623400
1174.09,392904.39684914734083623400
1171.88,393684.39684914734083623400
1169.48,393722.39684914734083623400
1167.02,403723.29684914734083623400
1166.85,403730.29684914734083623400
1163.55,403739.79684914734083623400
1162.61,403743.49705841094083623400
1158.15,403745.59705841094083623400
1157.89,403749.39705841094083623400
1157.89,403749.39705841094083623400
1156.07,403804.39705841094083623400
1155.41,403864.39705841094083623400
1155.00,403866.39705841094083623400
1154.73,403870.41705841094083623400
1154.50,404122.40415841094083623400
1150.95,404698.90415841094083623400
1150.33,404703.90373253325703993400
1139.29,404731.90373253325703993400
1136.93,404745.90373253325703993400
1136.93,404745.90373253325703993400
1134.25,404805.10373253325703993400
1131.43,404822.60373253325703993400
1131.09,404836.60373253325703993400
1129.41,404846.60373253325703993400
1127.51,404866.60373253325703993400
1127.51,404866.60373253325703993400
1127.50,404876.60373253325703993400
1126.68,404889.60373253325703993400
1121.39,404937.20373253325703993400
1120.64,404952.20373253325703993400
1120.56,404962.26568460294896483400
1120.17,404977.26568460294896483400
1116.50,404997.26568460294896483400
1116.15,412995.26568460294896483400
1114.30,413020.26568460294896483400
1110.48,413022.26568460294896483400
1109.91,413072.26568460294896483400
1109.74,413074.26568460294896483400
1109.19,413134.26568460294896483400
1108.58,413234.26568460294896483400
1108.19,413409.26568460294896483400
1107.71,413609.26568460294896483400
1107.71,413609.26568460294896483400
1107.70,413709.26568460294896483400
1106.73,413724.26568460294896483400
1105.34,413731.46568460294896483400
1105.01,413733.66568460294896483400
1104.96,413735.66568460294896483400
1104.95,413741.66568460294896483400
1104.95,413741.66568460294896483400
1104.95,413741.66568460294896483400
1104.40,413791.66568460294896483400
1103.38,413801.66568460294896483400
1100.10,413803.91568460294896483400
1100.00,413905.71568460294896483400
1100.00,413905.71568460294896483400
1100.00,413905.71568460294896483400
1100.00,413905.71568460294896483400
1100.00,413905.71568460294896483400
1100.00,413905.71568460294896483400
1100.00,413905.71568460294896483400
1094.50,413985.71568460294896483400
1093.04,413997.09853871621993393400
1089.22,414196.09853871621993393400
1089.00,414246.09853871621993393400
1087.97,417260.09853871621993393400
1086.42,417268.19853871621993393400
1083.94,417583.19853871621993393400
1083.71,417611.19853871621993393400
1079.66,417642.19853871621993393400
1078.99,417724.44853871621993393400
1078.28,417728.54853871621993393400
1062.01,417765.04853871621993393400
1061.42,427139.04853871621993393400
1060.25,427183.04853871621993393400
1059.89,427188.52892812721187843400
1054.80,427230.52892812721187843400
1054.32,427700.52892812721187843400
1053.49,427720.52892812721187843400
1049.91,427826.03386029571704443400
1044.00,427844.03386029571704443400
1040.38,427855.93386029571704443400
1031.63,427866.86488048300266423400
1031.61,427965.86488048300266423400
1030.60,427969.64434583927344973400
1025.93,427972.01574583927344973400
1021.43,427979.01574583927344973400
1020.44,428044.01574583927344973400
1016.95,428054.01574583927344973400
1014.93,437313.01574583927344973400
1013.77,437324.01574583927344973400
1011.90,437400.78984583927344973400
1010.00,437534.64524583927344973400
1009.26,438933.64524583927344973400
1009.26,438933.64524583927344973400
1008.23,448363.64524583927344973400
999.57,448369.39524583927344973400
997.50,448378.21725760080051563400
996.43,448381.21725760080051563400
991.28,448881.21725760080051563400
989.50,448886.21961587141668393400
986.90,448888.69961587141668393400
981.55,449001.69961587141668393400
978.68,449069.69961587141668393400
977.70,449071.94979211210390153400
972.53,449074.44979211210390153400
972.42,449076.94979211210390153400
972.40,449081.94979211210390153400
972.40,449081.94979211210390153400
971.20,449112.94979211210390153400
969.14,449328.77263022068175803400
956.49,449478.77263022068175803400
956.28,449628.77263022068175803400
951.79,449666.17263022068175803400
950.84,449686.17263022068175803400
948.42,449690.47263022068175803400
947.47,449695.37203022068175803400
943.79,449721.47966136068175803400
942.00,449726.40750768807966403400
941.27,449766.40750768807966403400
941.00,449774.27750768807966403400
940.78,449974.27750768807966403400
939.58,449986.27750768807966403400
934.55,450017.26670768807966403400
932.37,450028.76670768807966403400
928.47,450033.76670768807966403400
928.40,450038.76670768807966403400
923.08,450043.79552613272528103400
911.17,450076.79552613272528103400
909.04,450080.68592613272528103400
906.95,450085.68592613272528103400
906.80,450089.58592613272528103400
906.71,450159.58592613272528103400
904.93,450162.58592613272528103400
903.65,450172.58592613272528103400
902.24,450198.58592613272528103400
899.85,450213.58592613272528103400
898.10,450221.58592613272528103400
893.20,450246.58592613272528103400
888.97,450296.58592613272528103400
884.32,450309.58592613272528103400
881.95,451309.58592613272528103400
881.50,451459.69892613272528103400
880.44,451462.19892613272528103400
880.02,451487.69892613272528103400
880.00,451490.19892613272528103400
878.12,451493.95695307990506953400
874.68,451526.95695307990506953400
872.44,451539.88049407026008843400
871.40,451542.40516983210386043400
869.32,451687.40516983210386043400
867.33,451700.40516983210386043400
867.31,451713.40516983210386043400
867.17,451719.40516983210386043400
865.87,451725.00516983210386043400
857.34,451730.00516983210386043400
856.49,451734.00516983210386043400
854.55,451742.00516983210386043400
843.33,451772.00516983210386043400
840.11,451788.00516983210386043400
838.29,451790.90516983210386043400
831.80,451794.52796983210386043400
830.08,453794.52796983210386043400
825.00,453834.52796983210386043400
821.49,453845.52796983210386043400
820.41,457345.52796983210386043400
810.83,457350.98796983210386043400
810.40,457609.15626983210386043400
808.21,462509.15626983210386043400
806.67,462659.15626983210386043400
803.61,462661.90626983210386043400
797.82,462684.90626983210386043400
785.71,462705.90626983210386043400
782.59,462825.90626983210386043400
778.27,462925.90626983210386043400
761.60,462930.50626983210386043400
755.97,462945.50626983210386043400
755.06,462957.50626983210386043400
754.41,462965.56446983210386043400
750.42,462995.56446983210386043400
748.86,463005.56446983210386043400
744.34,463035.56446983210386043400
743.10,463065.56446983210386043400
737.14,463115.56446983210386043400
736.78,463118.56446983210386043400
736.64,463124.56446983210386043400
736.64,463124.56446983210386043400
736.63,463127.56446983210386043400
729.55,463143.06446983210386043400
725.16,463333.86446983210386043400
722.21,463414.86446983210386043400
719.62,463476.01414410111317433400
709.63,463489.11414410111317433400
694.83,463496.11414410111317433400
687.62,463596.11414410111317433400
684.50,463602.11414410111317433400
682.62,463614.11414410111317433400
681.54,463620.11414410111317433400
665.53,463720.11414410111317433400
664.36,463770.11414410111317433400
663.03,463774.11414410111317433400
654.26,463994.11414410111317433400
652.01,465032.11414410111317433400
648.20,465062.11414410111317433400
643.00,465067.61414410111317433400
641.53,465080.11513007209425463400
634.72,465087.11513007209425463400
623.76,465092.11513007209425463400
618.10,465096.83179640383989023400
614.74,465105.33179640383989023400
607.75,465113.33179640383989023400
607.75,465113.33179640383989023400
605.00,465122.83179640383989023400
584.10,465230.17729914707120033400
578.52,465238.17729914707120033400
566.71,465254.17729914707120033400
562.35,465450.17729914707120033400
553.77,465466.17729914707120033400
552.48,465470.17729914707120033400
531.30,465475.17729914707120033400
513.33,465490.17729914707120033400
504.32,465910.17729914707120033400
489.28,465915.17729914707120033400
486.21,465920.17729914707120033400
481.25,489920.18097561884020033400
471.43,489927.18097561884020033400
464.99,489931.93357561884020033400
455.79,490029.43357561884020033400
451.66,490034.83357561884020033400
441.99,490039.83357561884020033400
440.00,490044.83357561884020033400
376.47,490050.67737691930147073400
332.39,490062.17737691930147073400
286.00,490070.67737691930147073400
244.75,490080.67737691930147073400
243.13,490090.67737691930147073400
220.00,490150.67737691930147073400
220.00,490150.67737691930147073400
210.73,490172.40121528307785993400
210.06,490212.40931354678471323400
203.69,490224.40931354678471323400
86.52,490250.16491164072691343400
40.88,490325.16491164072691343400
5.50,490725.16491164072691343400
