hour,3crvBalance,lusdBalance,3crvPerLusd
2021-12-07T06:00:00+00:00,57609387.646335933521834725000000000000000000,43345097.494748324687022591000000000000000000,132.908658593548819988238706799222848800
2021-12-07T07:00:00+00:00,57117774.392459592390834725000000000000000000,43845097.494748324687022591000000000000000000,130.271746799744353533029176343571835616
2021-12-07T08:00:00+00:00,57117921.442464964949317325000000000000000000,43845097.494748324687022591000000000000000000,130.272082185029766963410617315270983393
2021-12-07T09:00:00+00:00,57068868.494872568836317325000000000000000000,43894993.301230070623022591000000000000000000,130.012250151712237169587331436382851058
2021-12-07T10:00:00+00:00,57127568.627045384020317325000000000000000000,43934992.307410533484022591000000000000000000,130.027492043988939504065223468963907232
2021-12-07T11:00:00+00:00,56881813.562273128779317325000000000000000000,44184986.115606566004022591000000000000000000,128.735614883857392617316655480823249156
2021-12-07T12:00:00+00:00,56881813.562273128779317325000000000000000000,44185046.135606566004022591000000000000000000,128.735440012214583523540175806954287702
2021-12-07T13:00:00+00:00,56847620.647116035960662825000000000000000000,44220046.135606566004022591000000000000000000,128.556221928817889557334765242842734488
2021-12-07T15:00:00+00:00,56971648.097350109509977525000000000000000000,44093977.014500537785078791000000000000000000,129.205056914268997355106780287903649543
2021-12-07T17:00:00+00:00,55584458.529237739144977525000000000000000000,45505540.360669212066078791000000000000000000,122.148771531300864278590986961105405928
2021-12-07T18:00:00+00:00,56075028.172493585502977525000000000000000000,45006654.009515484937078791000000000000000000,124.592750575588181003780647553419424154
2021-12-07T19:00:00+00:00,56286625.949635232506977525000000000000000000,44791501.272813656629078791000000000000000000,125.663628925513550846369833842479573988
2021-12-07T20:00:00+00:00,56148246.308480416371977525000000000000000000,44932316.200428331657078791000000000000000000,124.961833834742677428227317534965573046
2021-12-07T22:00:00+00:00,62875354.341427906146977525000000000000000000,38105491.748741076717078791000000000000000000,165.003393096233096848241068109874196711
2021-12-08T00:00:00+00:00,62854923.852866420416169925000000000000000000,38125491.250314219470078791000000000000000000,164.863249735433607000399166567545322705
2021-12-08T02:00:00+00:00,61945019.226772961547991925000000000000000000,39048642.374640398498078791000000000000000000,158.635525999752295567657732822395753784
2021-12-08T03:00:00+00:00,61880550.199327496696991925000000000000000000,39114067.528600796541078791000000000000000000,158.205357072821701306076095049084806733
2021-12-08T04:00:00+00:00,62055356.802498001860991925000000000000000000,38936815.533409039887078791000000000000000000,159.374504443622283649745306115339958586
2021-12-08T06:00:00+00:00,62276533.798912956524991925000000000000000000,38677116.555054448602078791000000000000000000,161.016485575563054792153268789318973194
2021-12-08T07:00:00+00:00,62287837.050546301652056573000000000000000000,38665654.967233767611078791000000000000000000,161.093448703586051801272109241720325923
2021-12-08T08:00:00+00:00,62017894.479095671596454173000000000000000000,38939507.967233767611078791000000000000000000,159.267278187699644502302026645519697060
2021-12-08T09:00:00+00:00,60979839.635020085636454173000000000000000000,39993182.272501561868078791000000000000000000,152.475587512695859501323615675714782974
2021-12-08T10:00:00+00:00,60950292.662495858771454173000000000000000000,40023182.272501561868078791000000000000000000,152.287472414137681290581437070285269134
2021-12-08T11:00:00+00:00,60950880.850507633948916573000000000000000000,40023182.272501561868078791000000000000000000,152.288942032439820397450980308000632589
2021-12-08T13:00:00+00:00,57421488.655649337360916573000000000000000000,43557666.757129561868078791000000000000000000,131.828660556641343619883510183232555979
2021-12-08T14:00:00+00:00,58027427.428491712097916573000000000000000000,42941975.579563279131078791000000000000000000,135.129850560736247234057393945272357258
2021-12-08T16:00:00+00:00,57795000.416359171203861573000000000000000000,43177738.980805079020078791000000000000000000,133.853698180102211461870261214940910030
2021-12-08T17:00:00+00:00,57644268.674716475215718773000000000000000000,43331019.712266504648560991000000000000000000,133.032338166733835876950270773711475019
2021-12-08T18:00:00+00:00,57357133.337510119659718773000000000000000000,43623039.587785417276560991000000000000000000,131.483578126385970769684159357447749324
2021-12-08T19:00:00+00:00,57273204.721788426853718773000000000000000000,43708668.092652683062560991000000000000000000,131.033973857043491583118572681542562001
2021-12-08T20:00:00+00:00,57075206.607988944588154973000000000000000000,43708668.092652683062560991000000000000000000,130.580978782062551476564195310525350221
