owner,contract,collateral,debt,collateralRatio,lastModified
0xb65b11637e00dedf0cb9744bc2114775011366e4,no,1.00000000000000000000,2009.0150078285512172,1.9227930030125793,2021-09-22T20:29:07+00:00
0xe19dcf1b47527430c2373badeaeec1d62c390091,no,1.00000000000000000000,2009.0015193172337642,1.922805912716695,2021-09-10T15:27:19+00:00
0x71503494b71255eeb53cfceca3a46f0b9198e41a,yes,1.00000000000000000000,2308.4186706486930809,1.6734052835027857,2021-11-06T11:38:35+00:00
0x6b4c40a93c820670f7f163e192d0e17166c4a9eb,yes,1.00000000000000000000,2210.0162445377683620,1.7479147538157314,2021-09-19T00:43:30+00:00
0xdedce7f35734e23292242c9cb8935e4d8496c63c,yes,1.00000000000000000000,2386.2278331598396407,1.6188395535076494,2021-11-03T06:12:54+00:00
0x8bf4fa470d6e76f0c15091887f26756ef80b53f9,yes,1.00000000000000000000,2018.5995674964047780,1.9136633447271758,2021-11-03T10:11:31+00:00
0xffe026112ff700f2c3d1e47423c22288cf85ac16,no,0.99666802480083761200,2000.0000000000000000,1.9250244231818259,2021-08-04T16:28:51+00:00
0xcc43176a30234f7419d451fa2906381e9f6aeb9b,no,0.99666628525482546000,2000.0000000000000000,1.9250210633182854,2021-08-04T16:16:56+00:00
0x265e417779056382d6582f4b51b0514a2ccaa9ac,yes,0.95000000000000000000,2009.0403754740995420,1.8266302881712846,2021-11-13T11:13:00+00:00
0x713babc831c35a654c69e5f3260a966ea2f91bfc,no,0.90000000000000000000,2411.0233458633071950,1.4419719352635034,2021-10-20T16:22:29+00:00
0x219b986b0ef9dcf2eab70865da7c4fa901e2228e,no,0.89330000000000000000,2009.0430166758610214,1.717607043431835,2021-09-18T05:53:21+00:00
0x1c4ea96e4bf402b597e1f7c8371675d3aebfbfe7,no,0.89000000000000000000,2009.0168912014856444,1.7112841684192694,2021-10-24T04:43:16+00:00
0x2cfaeeef423ffb1a21c413c75e3a2e79b65c353b,no,0.87441850000000000000,2009.0016270158518406,1.6813369718556967,2021-12-13T12:31:02+00:00
0xdba9fb374ebb583195834c32b8ddf9f69fe0da2a,no,0.85260000000000000000,2009.0004255396798644,1.6393852137265013,2021-09-25T10:55:59+00:00
0xdade7b41e001fd6f4003cb3cfb83b81c5970a321,yes,0.83689014851422583400,2009.3744070625650410,1.6088787043050625,2021-10-21T22:12:36+00:00
0x575e7c7fa19dbebaa4ebdcd4549a1df6190e987c,yes,0.80000000000000000000,2210.8469626160215880,1.397806384727466,2021-11-07T18:22:37+00:00
0x7a65bcd16f6644c1cd1cf57064902c61531ac2b3,yes,0.80000000000000000000,2009.2283988922370450,1.5380710334891834,2021-11-09T10:47:21+00:00
0xcc6e3a16949dff2b1b37418fa3cbad8b8270123f,yes,0.75000000000000000000,2000.0000000000000000,1.448595,2021-11-28T23:32:28+00:00
0x80d5a8b25087afa84bbed667b223078473433914,yes,0.75000000000000000000,2015.4752519050953236,1.4374723764340338,2021-11-04T06:42:52+00:00
0x0b9acebcf836795814233a253760c2495c1f5ba0,yes,0.70000000000000000000,2009.0722184816745908,1.3459167744818747,2021-11-13T01:02:10+00:00
0x30379f151e4fe4c50a3fa15f797a34db6374b10b,no,0.70000000000000000000,2009.0006194026715904,1.3459647418147551,2021-10-22T12:24:40+00:00
0x9309d2491438232d79366a1799a1e0f8e9b9c5ba,yes,0.70000000000000000000,2009.0006180226300188,1.345964742739338,2021-12-09T20:14:27+00:00
0x640c1bc253924020df84bb22333a0c2d2fef4d0f,yes,0.70000000000000000000,2020.8298370499262658,1.3380859439147297,2021-11-03T06:29:44+00:00
0x2b04b865628627cb7cb5131e90128ae4d702bbc6,yes,0.69400000000000000000,2209.6038626532082905,1.2132792331295608,2021-12-06T13:44:16+00:00
0x40b7b0f131d292bbcf252b27e4cb23a3bb1cc041,no,0.64887368749467452800,2000.0000000000000000,1.2532735724484643,2021-11-11T01:11:25+00:00
