day,revenues,cumulative_revenues
2021-12-04T00:00:00+00:00,111571.07589776133,12303996.030327268
2021-12-05T00:00:00+00:00,45333.945823479626,12349329.976150747
2021-12-06T00:00:00+00:00,49328.977680977005,12398658.953831725
2021-12-07T00:00:00+00:00,32320.364866153643,12430979.31869788
2021-12-08T00:00:00+00:00,37067.01447967391,12468046.333177553
2021-12-09T00:00:00+00:00,42945.52417700302,12510991.857354557
2021-12-10T00:00:00+00:00,48084.83119196488,12559076.688546522
2021-12-11T00:00:00+00:00,35270.9964370624,12594347.684983583
2021-12-12T00:00:00+00:00,31026.80001938565,12625374.485002968
2021-12-13T00:00:00+00:00,87188.39312185408,12712562.878124822
2021-12-14T00:00:00+00:00,46776.24608647797,12759339.1242113
2021-12-15T00:00:00+00:00,51667.64823374312,12811006.772445044
2021-12-16T00:00:00+00:00,31945.60582720212,12842952.378272247
2021-12-17T00:00:00+00:00,45803.6247342917,12888756.003006538
2021-12-18T00:00:00+00:00,37984.27790033806,12926740.280906877
2021-12-19T00:00:00+00:00,25268.40738154191,12952008.688288419
2021-12-20T00:00:00+00:00,37339.70885912231,12989348.39714754
2021-12-21T00:00:00+00:00,23371.64187616644,13012720.039023707
2021-12-22T00:00:00+00:00,24240.11723801146,13036960.156261718
2021-12-23T00:00:00+00:00,24787.79938850511,13061747.955650223
2021-12-24T00:00:00+00:00,22454.641762423627,13084202.597412648
2021-12-25T00:00:00+00:00,14724.535400499795,13098927.132813148
2021-12-26T00:00:00+00:00,20126.489872764592,13119053.622685913
2021-12-27T00:00:00+00:00,20974.341877129318,13140027.964563042
2021-12-28T00:00:00+00:00,26966.307485997575,13166994.27204904
2021-12-29T00:00:00+00:00,33030.15566067642,13200024.427709715
2021-12-30T00:00:00+00:00,26113.590423282632,13226138.018132998
2021-12-31T00:00:00+00:00,37664.78274765151,13263802.80088065
2022-01-01T00:00:00+00:00,30687.55779082014,13294490.35867147
2022-01-02T00:00:00+00:00,21996.393593455636,13316486.752264924
2022-01-03T00:00:00+00:00,52508.05898377094,13368994.811248695
2022-01-04T00:00:00+00:00,35828.296151731396,13404823.107400427
