address,name,stakedLQTY,heldLQTY,totalLQTY
0xc2113f04f040e962fbe32a8dcf1886e0f96353f2,,15786.356097543425,0.014937011246887486000000000000000000,15786.371034554671887486000000000000000000
0xd2df79bad5b0e21f8bc117543b6fd0c3fa97d4af,,,15719.5567302260007479,15719.5567302260007479
0x7f3f9f983f49f5279c8fa3825e4fbac9857d528a,,15555.647506421586,0.000000000000000000000000000000000000,15555.647506421586000000000000000000000000
0x84cc646eb2891f1b5314ba6e2bb5886f1ffcae0a,,14890.000000000000,-0.000000000000000174000000000000000000,14889.999999999999999826000000000000000000
0x68f593572402632c724bc2d2fca05e91541269f3,,14358.207707333512,113.725961038051522367000000000000000000,14471.933668371563522367000000000000000000
0x5eced47f98e1357e5184fc876335549794fda513,,,14290.000000000000,14290.000000000000
0xfb2ed967c27f07a883c9dd8a03b48ec883fc58b2,Lockup Contract,,14290.000000000000,14290.000000000000
0x47df9fa3d01cb82b024cefb4e2c1aeb1e229876f,Lockup Contract,,14290.000000000000,14290.000000000000
0xc05ad6e3dff412497f72b38a125e187e08cd922f,Lockup Contract,,14290.000000000000,14290.000000000000
0x1a29d558eeefa90e23a6224c51a79ff448609539,Lockup Contract,,14290.000000000000,14290.000000000000
0x1f29d1e83c9f37ab2055e3336c4e680bff8970b0,Lockup Contract,,14290.000000000000,14290.000000000000
0xe15f843480bad6b9ce15338c7741ecd27335101f,Lockup Contract,,14290.000000000000,14290.000000000000
0xa4fef58fc4f06c6d84770e1dcc7febdea30fc1bb,,14161.646180240562,0.000000000000000000000000000000000000,14161.646180240562000000000000000000000000
0xe8e8f41ed29e46f34e206d7d2a7d6f735a3ff2cb,,14033.610000000000,0.001548996249041900000000000000000000,14033.611548996249041900000000000000000000
0x5e262a549c5d67cda4e87f30262f3cb3ac33a1a9,,13992.200000000000,0.007667292238123400000000000000000000,13992.207667292238123400000000000000000000
0x3b3f3ea865293f004e01c35b9e8ba80daabc8a72,,7843.3940218257705119,6110.116543890888637005000000000000000000,13953.510565716659148905000000000000000000
0xdcf937feb1761df3ca3f1ce861c14d5e0acb148e,,,13860.9906119185933928,13860.9906119185933928
0xad25daf8b180d846c78fe7b4aabd83f881d6b733,,13853.039999999999,0.0098673108348175,13853.0498673108338175
0x07040690e988b3dbd1624544e29d2bdd06102f31,,13733.730000000000,0.007913560085626494000000000000000000,13733.737913560085626494000000000000000000
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,,,13680.14421350697424130000,13680.14421350697424130000
0xb0823fffac86c709c658db3f8765e9da8c7d9647,,13218.000000000000,0.9811732812388684,13218.9811732812388684
0x391891af67e29d97e61e30c3036a0874f5da411e,,13190.420000000000,0.001795700622171719000000000000000000,13190.421795700622171719000000000000000000
0x2a8ac196905afff02550b547af6110c87f504b8e,,13085.919999999998,0.0080573275792483,13085.9280573275772483
0x059531592b4352663f1e2b19378eff489f900e1c,,,13069.9355683786498715,13069.9355683786498715
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,,13060.700000000000,0.0050104056531033,13060.7050104056531033
0x77d006307e686f513c00b9609a85e854f26ad38f,,12973.642029101778,0.000000000000194700000000000000000000,12973.642029101778194700000000000000000000
0x780dd2f8620886e241d574a2aca0d8fa00b1be7e,,,12947.3847192559647551,12947.3847192559647551
0x7b101f8aa53b25fc9481f21d3ff14d9578bdbeb0,,12917.874188558891,0.0000000000000000,12917.8741885588910000
0xa4d59b26e1627740e4233ca7903c9a9c87b42bb3,,12914.970563645993,0.000000000000000049000000000000000000,12914.970563645993000049000000000000000000
0x2eca0be455683dc60406c1e1782a20692a14628c,,12887.090000000000,0.0085878341265493,12887.0985878341265493
0xc49341dd2e7141790943936d2c35aaa0d0197864,,12804.932300674211,0.049440481491963007000000000000000000,12804.981741155702963007000000000000000000
0xdae946bc673428edc21e556d8bdbefb8f0395d28,,,12469.71505479715496824400,12469.71505479715496824400
0xa91c2ceb9d2e343bfd5a12d5b3b3794346a8c473,,12296.305222469742,0.000000000000326800000000000000000000,12296.305222469742326800000000000000000000
0x33eafdb72b69bfbe6b5911edcbab41011e63c523,,12294.932316119505,0.000000000000,12294.932316119505
0x3c7d43de93eb6598172f20feb8ecfe8dec70fe41,,12215.477679898247,0.000000000000000010000000000000000000,12215.477679898247000010000000000000000000
0x3170bd1144e67e4f146a22a1307c1d10b9f4ab81,,12058.536172543779,-0.000000000000000053000000000000000000,12058.536172543778999947000000000000000000
0xb0a6f90f11c5ae94e30476a7534191194492a91b,,11919.860000000000,39.335634909881832000000000000000000000,11959.195634909881832000000000000000000000
0x0933f554312c7bcb86df896c46a44ac2381383d1,,,11926.7592642711036013,11926.7592642711036013
0x994141fb4778089dddd74804667c7f6a4c0d6061,,11483.790000000000,0.0032064575317324,11483.7932064575317324
0x7eff82e302792e91f8da17653ba7d7aeeb59c9d6,,,11277.63086594671272560000,11277.63086594671272560000
0x3192519f1c976033006d831eec47213be3e90435,,11134.250000000000,0.009551149821554701000000000000000000,11134.259551149821554701000000000000000000
0x139ecbbd170e264d9d0a7968d030f6eb5059cee6,,10888.860000000000,0.0048702808288093,10888.8648702808288093
0xa23cb68780be74b254a5f7210ec6cf1c76289953,,10816.407763066157,-0.0000000000000001,10816.4077630661569999
0x544b12704ea49df487da944485b99759dee35415,,,10733.067145907337,10733.067145907337
0x9b78617bbcacef15106c0bd9d3207199d89db897,,10720.592811752580,-0.0000000000000696,10720.5928117525799304
0x1b29378d05d91f038c16b35eefb551185068e5b1,,4954.5900000000000000,5734.9026953244928408,10689.4926953244928408
0x1288e3dad9deb275deb8793f5e206ab17bf11224,,10677.527596152648,0.000000000000000000000000000000000000,10677.527596152648000000000000000000000000
0x4e452623763c5856c900e9aec19f1f5f2b3543cb,,10315.145763254246,7.095252808111784480000000000000000000,10322.241016062357784480000000000000000000
0xd38c197b862dacd0ab6b1e18c9fc8cdf8a8731e1,,10000.0000000000000000,304.068945702821505800000000000000000000,10304.068945702821505800000000000000000000
0xf3bfe0bb0dab720ea251dde573fe1d16c9145e1e,,10151.380000000001,-0.0000000000001192,10151.3800000000008808
0xfb3c7abe4e45e8c9e96d6af511654c82720879b1,,10123.460000000000,0.008661919684810506000000000000000000,10123.468661919684810506000000000000000000
0xc17525609fa38aa7b626d6382166a4ff23240ebf,,10117.000000000000,1.246096437678092100000000000000000000,10118.246096437678092100000000000000000000
0x828a30f9bfff6726765b5c7eac213b5ad22fbfb8,,10071.8100000000000000,0.006248467032228726000000000000000000,10071.816248467032228726000000000000000000
0xe3939654deae5f54fd3e6b84b3a7f75f245062d8,,10036.8600000000000000,0.001403702475301000000000000000000000,10036.861403702475301000000000000000000000
0x78f87cc02fa8a0ac98fbf66cebfb27260ecee60b,,0.000000000000000000000000000000000000,10004.500263209119688600000000000000000000,10004.500263209119688600000000000000000000
0x357dfdc34f93388059d2eb09996d80f233037cba,,10000.0000000000000000,0.00000000000000028400,10000.00000000000000028400
0xc1f80163cc753f460a190643d8fcbb7755a48409,,9836.1700000000000000,0.0037470671609402,9836.1737470671609402
0x50806f1e52f4c482cc96d03145abf731074fa33f,,9619.9184458542486242,0.000000000000000000000000000000000000,9619.918445854248624200000000000000000000
0x1c0cc32f81fce98aa096e3b93dac09273ebdaf3d,,9300.8550962521218288,293.503421143399061300000000000000000000,9594.358517395520890100000000000000000000
0x99d65df6507475702ed76488db20ff7283fd9acc,,9485.5126209617128529,0.0000000000000000,9485.5126209617128529
0xf2ab0e7e132e686666b7e7125797fed594ca89ab,,9406.3041273025217797,-0.000000000000000004000000000000000000,9406.304127302521779696000000000000000000
0x82232f0ca9a4154d65609ab05f2bcf9a3b961162,,9339.0348639175350237,0.0000000000000000,9339.0348639175350237
0x1a91d456f9ffe3497e219e288d4583013bb578d7,,9232.8687161861200752,0.000000000000000075000000000000000000,9232.868716186120075275000000000000000000
0x86173ad9b2bc7d49dc0555abdb40ab8c5b526b0d,,9205.9035922081617098,0.0000000000000000,9205.9035922081617098
0x26fcbd3afebbe28d0a8684f790c48368d21665b5,,0.000000000000000000000000000000000000,9141.378420887681121800000000000000000000,9141.378420887681121800000000000000000000
0x0d87668a5ae6fe39b8f0f999a024dfe81914793d,,9108.3163263066449144,0.000000000000000000000000000000000000,9108.316326306644914400000000000000000000
0xb0449ec1a8a60f95322617d6ed52e1ba1a7beb49,,9092.7228699428959284,0.0000000000000000,9092.7228699428959284
0x55e86ae1b86fd548f5abf988a0f2a971b6b76ca9,,,9039.3226055247086013,9039.3226055247086013
0x33ddd548fe3a082d753e5fe721a26e1ab43e3598,,,9029.7290585800000000,9029.7290585800000000
0x66ab525022c5291c0c3d7a7199a38b827586f30c,,8938.9438702218427089,-0.000000000000000048000000000000000000,8938.943870221842708852000000000000000000
0x7b19368a668a4773ecd26b51b46b47bbb7877e1c,,8920.0608669045171544,0.0000000000000000,8920.0608669045171544
0xdbce9d1dcab960f0447936dfa10767db81054513,,,8882.112055290324818382000000000000000000,8882.112055290324818382000000000000000000
0x20eadfcaf91bd98674ff8fc341d148e1731576a4,,8752.7395901356384141,-0.000000000000000100000000000000000000,8752.739590135638414000000000000000000000
0xabe521ec7ea3b0e95ef2db9c9ad1079a421382b8,,8660.4119291907420864,-0.000000000000000100000000000000000000,8660.411929190742086300000000000000000000
0xc9b5e377483ac0c36a963dde289a794cace33440,,,8626.9035734195442265,8626.9035734195442265
0xad1a6f2b845264b1308606e43b3cf528c11eab10,,8593.5807565521167620,0.0000000000000000,8593.5807565521167620
0xfbcafb005695afa660836bac42567cf6917911ac,,8589.4649282210734388,0.039505655039845103000000000000000000,8589.504433876113283903000000000000000000
0x342058c4cc787c3dc831c6d68e464538eb96c100,,,8543.337701473836339600000000000000000000,8543.337701473836339600000000000000000000
0xbbf2c9e6eb46a84b630f138de8f648fcecb1fad5,,8515.9420598566960256,0.000000000000000000000000000000000000,8515.942059856696025600000000000000000000
0x0c8bfc46c4fb39b6eed7814e8830fac0a45f8d6d,,8488.6862222532311785,-0.000000000000000004000000000000000000,8488.686222253231178496000000000000000000
0x539690733d0d86dbd54abd47b199585b18aa7e4f,,7688.6800000000000000,742.194360742610975900000000000000000000,8430.874360742610975900000000000000000000
0x9531c059098e3d194ff87febb587ab07b30b1306,,,8412.0000000000000000,8412.0000000000000000
0xca79f2a1b1a5ca1904126fedccda177c9c997a4d,,,8376.3402520304493415,8376.3402520304493415
0x4401de1dfae6a6730f52f32adfd364e65910c525,,,8304.0674703995371600,8304.0674703995371600
0x1722a0298ca22b9e062daab53a3ebf74f081221c,,,8248.2748210464482925,8248.2748210464482925
0x50c4e8fd53d5f8686ff35c54e3aa4b2c6241a5bf,,8227.4213727524325935,0.0000000000000001,8227.4213727524325936
0x7532a9e3e9475337c8a907428e35932a20959fdf,,8145.2300000000000000,0.0002823421286826,8145.2302823421286826
0x8c31ff1f7822838711dfef8c4a88731072d6965a,,,7906.7570728058218596,7906.7570728058218596
