hour,lusdDai,lusdUsdc,lusdUsdt,daiOut,usdcOut,usdtOut,lusdIn,daiIn,usdcIn,usdtIn,lusdOut
2021-12-04T04:00:00+00:00,1.00142015827852292719,1.00084233801934710766,1.00096064672712141470,0,0,0,0,0,0,1212859.670722000000,-1211695.659252671696
2021-12-04T05:00:00+00:00,0.99902360843248820047,0.99932684218814831998,0.99991950329329438574,8183648.457462712011,0,598237.874333000000,-8789932.746625011791,0,4125313.876046000000,0,-4128092.733917884983
2021-12-04T06:00:00+00:00,0.99902360843248820047,1.00056423946591270991,0.99991950329329438574,0,0,0,0,0,2252800.000000000000,0,-2251529.598142057667
2021-12-04T07:00:00+00:00,0.99902360843248820047,1.00104693941323565948,0.99991950329329438574,0,0,0,0,0,96329.400815000000,0,-96228.655243143287
2021-12-04T08:00:00+00:00,0.99902360843248820047,0.99991852160181634358,0.99962694238695854020,0,499943.466844000000,79918.801476000000,-579984.204756120658,0,0,87000.000000000000,-86981.095044740440
2021-12-04T09:00:00+00:00,1.00098754073019721448,0.99991852160181634358,0.99962694238695854020,0,0,0,0,785036.522261406572,0,0,-784262.031562091793
2021-12-04T10:00:00+00:00,0.99988077898582670800,0.99955530215600000000,0.99962694238695854020,999880.778985826708,999555.302156000000,0,-2000000.000000000000,0,0,0,0
2021-12-04T11:00:00+00:00,0.99988077898582670800,1.00065296401988402265,0.99990399064962373994,0,0,0,0,0,1239040.000000000000,102453.712906000000,-1340695.029760574645
2021-12-04T12:00:00+00:00,0.99982208423734188750,0.99958891421932551405,0.99990399064962373994,79985.766738987351,1599253.189745000000,0,-1679952.023006408762,0,30450.202121000000,0,-30421.592270018232
2021-12-04T13:00:00+00:00,0.99982208423734188750,1.00037822624125264895,0.99990399064962373994,0,0,0,0,0,395056.234401000000,0,-394906.870259816782
2021-12-04T14:00:00+00:00,0.99982208423734188750,0.99985140798158050931,0.99990399064962373994,0,948914.622712000000,0,-949613.899087193362,0,1126400.000000000000,0,-1126009.144642352418
2021-12-04T15:00:00+00:00,0.99982208423734188750,1.00047633390658858696,0.99853773550000000000,0,0,7988.3018840000000000,-8000.0000000000000000,0,11900.000000000000,0,-11894.334325264576
2021-12-04T16:00:00+00:00,1.00049788566315103968,1.00047633390658858696,0.99853773550000000000,0,0,0,0,118631.376054722347,0,0,-118572.340586298167
2021-12-04T17:00:00+00:00,1.00049788566315103968,1.00047633390658858696,0.99970812934152585925,0,0,0,0,0,0,45290.833800000000,-45304.056724867837
2021-12-04T18:00:00+00:00,0.99923754347733301493,1.00047633390658858696,0.99970812934152585925,1146738.844334564529,0,0,-1147613.850000000000,0,0,0,0
