endDate,TVL (ETH),TVL (USD)
2021-05-13T05:55:00+00:00,1031892.941804940769441690000000000000000000,4123361644.017199
2021-05-13T06:52:00+00:00,1030833.532904940769444690000000000000000000,4146878369.511312
2021-05-13T07:47:00+00:00,1030560.776904940769444690000000000000000000,4085431476.668719
2021-05-13T08:53:00+00:00,1031960.776904940769444690000000000000000000,3984029053.7502904
2021-05-13T09:53:00+00:00,1033117.446904940769444690000000000000000000,3834105468.953616
2021-05-13T10:50:00+00:00,1033117.446904940769444690000000000000000000,3812926561.2920647
2021-05-13T11:54:00+00:00,1031469.835804940769444727000000000000000000,3864566775.016939
2021-05-13T12:35:00+00:00,1031212.285804940769444727000000000000000000,3931713394.2113557
2021-05-13T13:56:00+00:00,1031257.033903787299856249000000000000000000,3978383385.3940306
2021-05-13T14:57:00+00:00,1035299.233903787299856249000000000000000000,4001731775.81597
2021-05-13T15:59:00+00:00,1035269.233903787299856249000000000000000000,3898865345.651019
2021-05-13T16:47:00+00:00,1035420.133903787299856249000000000000000000,3895436919.3701506
2021-05-13T17:46:00+00:00,1035384.233920090981521049000000000000000000,3809634165.6549397
2021-05-13T18:58:00+00:00,1035446.994420090981521049000000000000000000,3728872425.24552
2021-05-13T19:59:00+00:00,1035680.217020090981521049000000000000000000,3793717348.548934
2021-05-13T20:52:00+00:00,1035910.067920090981521049000000000000000000,3845785049.8513
2021-05-13T21:57:00+00:00,1035716.967920090981521049000000000000000000,3887263281.1673646
2021-05-13T22:55:00+00:00,1039040.226520090981521049000000000000000000,3860481228.8195415
2021-05-13T23:59:00+00:00,1040059.925284644805775149000000000000000000,3890864180.4898562
2021-05-14T00:58:00+00:00,1040070.675284644805775149000000000000000000,3982690633.3337264
2021-05-14T01:55:00+00:00,1040078.675284644805775149000000000000000000,4025478901.674678
2021-05-14T02:52:00+00:00,1040010.215284644805775149000000000000000000,3973192625.8605404
2021-05-14T03:42:00+00:00,1039986.145422553796988549000000000000000000,3950075377.5439434
2021-05-14T04:27:00+00:00,1039981.040522553797002149000000000000000000,3956337473.59752
2021-05-14T05:36:00+00:00,1039947.040522553797002149000000000000000000,3971360157.8179336
2021-05-14T06:58:00+00:00,1040013.207262553797002149000000000000000000,3964831949.914961
2021-05-14T07:50:00+00:00,1040045.657262553797002149000000000000000000,4034669919.1317706
2021-05-14T09:36:00+00:00,1040051.157262553797002149000000000000000000,4145747917.964266
2021-05-14T10:59:00+00:00,1040051.157262553797002149000000000000000000,4165498489.440682
2021-05-14T11:42:00+00:00,1040091.157262553797002149000000000000000000,4189747204.2428823
2021-05-14T12:54:00+00:00,1040132.707262553797002149000000000000000000,4155673409.3072987
2021-05-14T13:55:00+00:00,1040069.307262553797002149000000000000000000,4226748058.477365
2021-05-14T14:54:00+00:00,1040110.070290573797002149000000000000000000,4259510765.357472
2021-05-14T15:48:00+00:00,1040215.870290573797002149000000000000000000,4299961147.337551
2021-05-14T16:41:00+00:00,1010124.870290573797002149000000000000000000,4155290071.4221163
2021-05-14T17:18:00+00:00,1010274.870290573797002149000000000000000000,4179527343.88951
2021-05-14T18:53:00+00:00,1007579.870290573797002149000000000000000000,4136860976.64682
2021-05-14T19:26:00+00:00,1007551.420290573797002149000000000000000000,4107081854.5304666
2021-05-14T20:28:00+00:00,1007521.420290573797002149000000000000000000,4100592030.1542296
2021-05-14T22:59:00+00:00,1007293.320290573797002149000000000000000000,4106865814.956307
2021-05-14T23:40:00+00:00,1007373.320290573797002149000000000000000000,4124730354.862566
2021-05-15T00:48:00+00:00,1007344.320290573797002149000000000000000000,4099750355.3777947
2021-05-15T01:46:00+00:00,1007230.035136114462174349000000000000000000,4154823894.936472
2021-05-15T02:24:00+00:00,1007230.035136114462174349000000000000000000,4139151395.5897536
2021-05-15T03:46:00+00:00,1007223.235136114462174349000000000000000000,4073704302.2756634
2021-05-15T04:56:00+00:00,1007747.143136114462174349000000000000000000,4058016350.9233685
2021-05-15T05:55:00+00:00,1007888.376636114462174349000000000000000000,4075023732.2287736
2021-05-15T06:59:00+00:00,1007712.797851136161009990000000000000000000,3994271216.8425484
2021-05-15T07:40:00+00:00,1007253.836117071706460590000000000000000000,3981775139.554396
2021-05-15T08:40:00+00:00,1006041.696697978783804890000000000000000000,3940293090.5382047
2021-05-15T09:44:00+00:00,1005856.472110378568738900000000000000000000,3920365834.309085
2021-05-15T10:58:00+00:00,1004900.472110378568738900000000000000000000,3875519258.750328
2021-05-15T11:46:00+00:00,1004898.538352500588029300000000000000000000,3901197007.62131
2021-05-15T12:51:00+00:00,1004781.038352500588029300000000000000000000,3946347862.8021307
2021-05-15T13:51:00+00:00,1004716.038352500588029300000000000000000000,3915026750.8462715
2021-05-15T14:53:00+00:00,1001913.339452500588029300000000000000000000,3915016450.444224
2021-05-15T15:53:00+00:00,1002149.339452500588029300000000000000000000,3889792553.617908
2021-05-15T16:55:00+00:00,999140.339407927034913100000000000000000000,3768247798.6736026
2021-05-15T17:58:00+00:00,999833.817107927034913100000000000000000000,3758345323.4941845
2021-05-15T18:54:00+00:00,999786.317107927034913100000000000000000000,3759916398.474123
2021-05-15T19:54:00+00:00,998002.681082483520646704000000000000000000,3722140819.33842
2021-05-15T20:59:00+00:00,996876.322203410908197558000000000000000000,3789376119.775716
2021-05-15T21:57:00+00:00,996861.852698029751392334000000000000000000,3807095164.4019914
2021-05-15T22:50:00+00:00,996897.048698029751392334000000000000000000,3772218556.3913965
2021-05-15T23:48:00+00:00,984533.062556612171387021000000000000000000,3625877744.1059937
2021-05-16T00:45:00+00:00,983052.794267812171387021000000000000000000,3714799221.0909796
2021-05-16T01:39:00+00:00,983035.794267812171387021000000000000000000,3758843796.899776
2021-05-16T02:50:00+00:00,983043.594267812171387021000000000000000000,3761950548.2878346
2021-05-16T03:33:00+00:00,983043.594267812171387021000000000000000000,3730453831.527494
2021-05-16T04:44:00+00:00,983054.470267812171387021000000000000000000,3763142342.729888
2021-05-16T05:57:00+00:00,983056.059104146679855321000000000000000000,3734403865.6430593
2021-05-16T06:58:00+00:00,981073.590204146679855321000000000000000000,3799079938.4988313
2021-05-16T07:48:00+00:00,977098.680204146679855321000000000000000000,3771043959.3402896
2021-05-16T08:59:00+00:00,977097.362256612171387036000000000000000000,3720757442.5523114
2021-05-16T09:59:00+00:00,973705.297794612171387036000000000000000000,3723955385.52145
2021-05-16T10:41:00+00:00,973715.297794612171387036000000000000000000,3745941173.5337405
2021-05-16T11:47:00+00:00,973820.830330665131854736000000000000000000,3713792333.1739345
2021-05-16T12:57:00+00:00,973815.102521395131854736000000000000000000,3622786944.4000936
2021-05-16T13:17:00+00:00,973217.602521395131854736000000000000000000,3627376648.1177435
2021-05-16T14:36:00+00:00,973318.161400467744303836000000000000000000,3585168781.610553
2021-05-16T15:31:00+00:00,973321.161400467744303836000000000000000000,3588596189.2370687
2021-05-16T16:38:00+00:00,973349.586191741612364836000000000000000000,3489312264.059465
2021-05-16T17:57:00+00:00,973380.498074020264201978000000000000000000,3525292149.874679
2021-05-16T18:34:00+00:00,973377.813790420522311344000000000000000000,3447821021.7833242
2021-05-16T19:44:00+00:00,973460.613790420522311344000000000000000000,3374189710.3080792
2021-05-16T20:58:00+00:00,985034.355490420522311344000000000000000000,3332124966.0352197
2021-05-16T21:59:00+00:00,986084.171886598925645044000000000000000000,3436138487.8811994
2021-05-16T22:52:00+00:00,986116.670486598925645044000000000000000000,3509234228.2604303
2021-05-16T23:58:00+00:00,986217.753201386630934912000000000000000000,3542020784.977844
2021-05-17T00:21:00+00:00,986363.278425098959064112000000000000000000,3488500597.7044005
2021-05-17T01:54:00+00:00,987265.317097578466563755000000000000000000,3383575440.0631623
2021-05-17T02:57:00+00:00,987196.348998979219271355000000000000000000,3349083357.906017
2021-05-17T03:58:00+00:00,986277.700486551116644555000000000000000000,3227140087.1000147
2021-05-17T04:52:00+00:00,986165.663643672344769681000000000000000000,3264760599.432196
2021-05-17T05:59:00+00:00,985227.441643672344769681000000000000000000,3252482091.7261734
2021-05-17T06:56:00+00:00,982053.566943672344769681000000000000000000,3343607599.9087906
2021-05-17T07:54:00+00:00,981319.021649430195262016000000000000000000,3446441469.9838815
2021-05-17T08:35:00+00:00,980519.272365166545875670000000000000000000,3470204782.791179
2021-05-17T09:41:00+00:00,979555.363006068230207762000000000000000000,3445840673.768227
2021-05-17T10:52:00+00:00,975802.651083078211486039000000000000000000,3385557055.959251
2021-05-17T11:55:00+00:00,975506.536310591154237202000000000000000000,3429256657.4848
2021-05-17T12:51:00+00:00,974239.478636395787678823000000000000000000,3405044916.992494
2021-05-17T13:49:00+00:00,974114.441128967225371678000000000000000000,3361220843.6931467
2021-05-17T14:51:00+00:00,974082.453017819977354584000000000000000000,3315669521.002827
2021-05-17T15:53:00+00:00,973270.131417819977354584000000000000000000,3210681905.7289896
2021-05-17T16:59:00+00:00,972140.032264678604778006000000000000000000,3128696594.2393513
2021-05-17T17:39:00+00:00,970424.292815764761254624000000000000000000,3137663161.718284
2021-05-17T18:54:00+00:00,970699.892815764761254624000000000000000000,3272821465.616561
2021-05-17T19:56:00+00:00,970744.508347839296083824000000000000000000,3284018964.2956567
2021-05-17T20:48:00+00:00,971002.398487692061583212000000000000000000,3344200230.559506
2021-05-17T21:54:00+00:00,971017.898487692061583212000000000000000000,3228022771.195529
2021-05-17T22:39:00+00:00,971853.975184653718818199000000000000000000,3150731150.469144
2021-05-17T23:51:00+00:00,971710.680364242202161462000000000000000000,3191855808.646856
2021-05-18T00:43:00+00:00,971749.818115168638431562000000000000000000,3256382227.994836
2021-05-18T01:53:00+00:00,971749.818115168638431562000000000000000000,3302219666.915328
2021-05-18T02:51:00+00:00,967526.401867857887914662000000000000000000,3294620903.6404295
2021-05-18T03:56:00+00:00,967563.863570877581330603000000000000000000,3280486576.882518
2021-05-18T04:59:00+00:00,967026.157804823792269380000000000000000000,3389726461.214827
2021-05-18T05:57:00+00:00,963677.489015242986923580000000000000000000,3396250027.4368606
2021-05-18T06:36:00+00:00,963686.801015242986923580000000000000000000,3381249331.250142
2021-05-18T07:51:00+00:00,964024.015835654503580380000000000000000000,3368434874.6919937
2021-05-18T08:54:00+00:00,964223.079798688599225780000000000000000000,3364405738.956776
2021-05-18T09:58:00+00:00,964826.579798688599225780000000000000000000,3350968139.0962195
2021-05-18T10:50:00+00:00,964828.079798688599225780000000000000000000,3380024322.2739577
2021-05-18T11:56:00+00:00,964897.779798688599225780000000000000000000,3419481943.872977
2021-05-18T12:55:00+00:00,964986.779798688599225780000000000000000000,3311564431.9707556
2021-05-18T13:25:00+00:00,965304.685187622525916579000000000000000000,3254621276.578588
2021-05-18T14:52:00+00:00,965369.660087622525916579000000000000000000,3172175741.9581246
2021-05-18T15:53:00+00:00,965896.911688697306601891000000000000000000,3249538003.0869336
2021-05-18T16:36:00+00:00,962461.588468952605456309000000000000000000,3275728391.738195
2021-05-18T17:53:00+00:00,962199.454668265769610209000000000000000000,3278232786.0438747
2021-05-18T18:54:00+00:00,962200.047468265769610209000000000000000000,3222273250.9645767
2021-05-18T19:54:00+00:00,961605.115945198029223979000000000000000000,3268303468.074539
2021-05-18T20:51:00+00:00,961324.804454080114911318000000000000000000,3304746280.271791
2021-05-18T21:41:00+00:00,960504.344898008697595615000000000000000000,3288910952.5825167
2021-05-18T22:44:00+00:00,960477.820509155945612715000000000000000000,3285813833.518233
2021-05-18T23:48:00+00:00,960060.896696819168495781000000000000000000,3237238938.1809716
2021-05-19T00:44:00+00:00,960036.896674281177216281000000000000000000,3269876069.7036347
2021-05-19T01:55:00+00:00,959436.896674281177216281000000000000000000,3070725759.650871
2021-05-19T02:52:00+00:00,959621.105749307843578856000000000000000000,3035166402.952371
2021-05-19T03:53:00+00:00,959660.486864864357188330000000000000000000,3000954308.475117
2021-05-19T04:59:00+00:00,955870.186864864357188332000000000000000000,2789535083.731471
2021-05-19T05:59:00+00:00,955609.489169712743958370000000000000000000,2814776418.634064
2021-05-19T06:58:00+00:00,956249.401062725152909670000000000000000000,2817005548.096671
2021-05-19T07:57:00+00:00,956546.216262725152909670000000000000000000,2870289100.2152343
2021-05-19T08:59:00+00:00,956686.172046731620371112000000000000000000,2861821448.198872
2021-05-19T09:59:00+00:00,959721.672046731620371112000000000000000000,2860460040.752004
2021-05-19T10:59:00+00:00,959996.959637289361301577000000000000000000,2748413695.6239815
2021-05-19T11:59:00+00:00,966342.702398832366036177000000000000000000,2631273871.215829
2021-05-19T12:59:00+00:00,944968.156649150910225456000000000000000000,2235719061.179359
2021-05-19T13:59:00+00:00,908864.766016284180122801000000000000000000,2276415402.1456666
2021-05-19T14:59:00+00:00,908147.418097437273992965000000000000000000,2360020858.358172
2021-05-19T15:49:00+00:00,908349.890723245075894410000000000000000000,2508181135.7595606
2021-05-19T16:59:00+00:00,907437.764905615659871944000000000000000000,2607123144.8397284
2021-05-19T17:52:00+00:00,907522.878688762469417739000000000000000000,2534384691.9413853
2021-05-19T18:59:00+00:00,908000.130188762469417739000000000000000000,2387268542.2857847
2021-05-19T19:59:00+00:00,906627.662676648829525607000000000000000000,2365255577.7739754
2021-05-19T20:58:00+00:00,906759.383719347092793590000000000000000000,2318393324.6997895
2021-05-19T21:59:00+00:00,904389.441466035126481239000000000000000000,2348283360.3442187
2021-05-19T22:57:00+00:00,904126.452261251192356971000000000000000000,2416060953.319651
