hour,totalLusdPaid,totalLusdClaimed,totalEthPaid,totalEthClaimed
2021-04-07T03:00:00+00:00,1214965.930741293531555773000000000000000000,1107639.030741387609938768000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T04:00:00+00:00,1216234.070044776118620373000000000000000000,1114753.070411524500913375000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T05:00:00+00:00,1221561.035218905471854273000000000000000000,1126257.813596826053329575000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T06:00:00+00:00,1243688.174522388058918873000000000000000000,1136446.726310449819556975000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T07:00:00+00:00,1245577.726761194029068173000000000000000000,1139457.121065015254572175000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T08:00:00+00:00,1250129.965567164178321973000000000000000000,1141726.713063405073322875000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T09:00:00+00:00,1255228.224273631840013373000000000000000000,1145291.606475236908050975000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T10:00:00+00:00,1262890.910840796019117820000000000000000000,1161861.329709693923579908000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T11:00:00+00:00,1265129.716810945272849220000000000000000000,1168333.866800601013837008000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T12:00:00+00:00,1267111.308850746267874020000000000000000000,1175270.440659400265788508000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T13:00:00+00:00,1269725.239199004974341720000000000000000000,1178420.831087724633162108000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T14:00:00+00:00,1269957.079995024874839220000000000000000000,1180653.697983454823405829000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T15:00:00+00:00,1276170.015318407959416320000000000000000000,1183531.907094569456561629000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T16:00:00+00:00,1291104.980492537312331720000000000000000000,1188531.733264706784520029000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T17:00:00+00:00,1323715.925766169152779520000000000000000000,1201825.572223262821161229000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T18:00:00+00:00,1324689.557606965172680020000000000000000000,1205887.553679966084067429000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T19:00:00+00:00,1326211.945666666665217320000000000000000000,1209714.799394955418315129000000000000000000,0,0.000000000000000000000000000000000000
2021-04-07T20:00:00+00:00,1327264.681985074625416320000000000000000000,1219035.298160346574935929000000000000000000,0,0.000000000000000000000000000000000000
