minute,redeemedLUSD,borrowingRate
2021-12-16T06:20:00+00:00,,0.61487624109211950000
2021-12-16T09:30:00+00:00,,0.59567351837310680000
2021-12-16T09:48:00+00:00,,0.59412047118434350000
2021-12-16T10:38:00+00:00,,0.58978366491653570000
2021-12-16T11:45:00+00:00,,0.58417532765892900000
2021-12-16T12:58:00+00:00,,0.57853835777919920000
2021-12-16T13:28:00+00:00,,0.57630252318824090000
2021-12-16T13:52:00+00:00,,0.57463158473320440000
2021-12-16T14:02:00+00:00,,0.57398774457918780000
2021-12-16T14:29:00+00:00,,0.57215879314029800000
2021-12-16T16:23:00+00:00,,0.56465858234209120000
2021-12-16T18:48:00+00:00,,0.55628856527983310000
2021-12-16T20:36:00+00:00,,0.55073009549814730000
2021-12-16T22:22:00+00:00,,0.54580863753501710000
2021-12-17T03:39:00+00:00,,0.53379314833283790000
2021-12-17T06:33:00+00:00,,0.52858115261911050000
2021-12-17T07:32:00+00:00,,0.52702900760523630000
2021-12-17T07:40:00+00:00,,0.52682163960642950000
2021-12-17T09:06:00+00:00,,0.52471422859424660000
2021-12-17T09:42:00+00:00,,0.52387237124053560000
