hour,eoa,otherContract,stabilityPool,uniswapV2,uniswapV3,curve,d4,ohm,sushi,balancer,optimism,synthetix
2021-06-19T05:00:00+00:00,5273087.541761168208741122000000000000000000,672279.072781056686869522000000000000000000,686453438.781247433918008124000000000000000000,205715.6154790916717388330000000000,88711.418893071047907181000000,86699030.780019994656994271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T06:00:00+00:00,5272864.263662590827288732000000000000000000,672226.534551113411633305000000000000000000,685688894.557875219257864031000000000000000000,207210.7971595299890325330000000000,54839.689163702169351181000000,87494202.335863524110994271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T07:00:00+00:00,5273126.362825467943898697000000000000000000,672070.496346900168564940000000000000000000,685689308.802594716653921031000000000000000000,206856.2074689829300121330000000000,54898.997336975199007981000000,87499202.335863524110994271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T08:00:00+00:00,5423295.472858212021786997000000000000000000,672826.199646973367709940000000000000000000,685542614.833429034068921031000000000000000000,206856.2074689829300121330000000000,101705.324269114713110381000000,87600089.979871379523891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T09:00:00+00:00,1768443.383588727809022097000000000000000000,672762.554417222173735240000000000000000000,689045041.883429034068921031000000000000000000,206881.6728312000462099330000000000,197918.543406133003652181000000,87656339.979871379523891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T10:00:00+00:00,1772788.471003937652128197000000000000000000,668362.448965031165965140000000000000000000,689011398.358048576218749431000000000000000000,206916.3787468131687067330000000000,204893.529914474519163581000000,87698983.994453990578891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T11:00:00+00:00,1772083.872276211689302663000000000000000000,668269.831638012293597374000000000000000000,689009762.896684147037574131000000000000000000,206916.3787468131687067330000000000,213022.126764218775135881000000,87698983.994453990578891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T12:00:00+00:00,1772000.863710024852041763000000000000000000,668570.039825137052500774000000000000000000,689030727.092997197676522631000000000000000000,206947.9596400269507652330000000000,248633.373078530974389781000000,87698983.994453990578891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T13:00:00+00:00,1774792.933503783868191763000000000000000000,667945.045204194327547074000000000000000000,689005736.115182011583522631000000000000000000,206947.9596400269507652330000000000,237164.578564218754389781000000,87775283.994453990578891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T14:00:00+00:00,1821339.522030610093755463000000000000000000,667527.035155333727651874000000000000000000,689525655.655168049293522631000000000000000000,207494.9506400269507652330000000000,71401.605442037834921281000000,87536052.774655091028891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T15:00:00+00:00,1819339.522030610093755463000000000000000000,667527.035155333727651874000000000000000000,687025655.658107201608522631000000000000000000,202076.5522683990049472330000000000,78820.003813665780739281000000,90036052.771715938713891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T16:00:00+00:00,1821055.315304371956251763000000000000000000,667484.270220736912446974000000000000000000,686929260.178107201608522631000000000000000000,202076.5522683990049472330000000000,175552.411393245885156581000000,90036052.771715938713891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T17:00:00+00:00,1821953.097465641160503763000000000000000000,667164.107761438703913474000000000000000000,686924905.436538547460969131000000000000000000,202076.5522683990049472330000000000,179552.765677471829450381000000,90036052.771715938713891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T18:00:00+00:00,1761770.479501601655452212000000000000000000,667509.692158353504990525000000000000000000,686829602.326350155125969131000000000000000000,199860.1179468263772038330000000000,191711.957941610920169781000000,90170711.984906324394891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T19:00:00+00:00,1810674.126522814182895712000000000000000000,668628.475473776588295025000000000000000000,686899602.326350155125969131000000000000000000,201189.4667074418678919330000000000,191711.957941610920169781000000,90320711.984906324394891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T20:00:00+00:00,1797387.842063812800248348000000000000000000,668514.877718494003826489000000000000000000,686903818.714170162610550331000000000000000000,201189.4667074418678919330000000000,190617.825405505298177581000000,90330608.884906324394891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T21:00:00+00:00,1757758.092154903690960448000000000000000000,668709.026491720202276189000000000000000000,686901819.489841568506164631000000000000000000,201189.4667074418678919330000000000,240954.776869749061179581000000,90363908.884906324394891871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T22:00:00+00:00,1737485.894276355244832348000000000000000000,668059.453104501507358589000000000000000000,686908515.195515872613379931000000000000000000,199617.2448863867043291330000000000,245739.363663296386040781000000,90374922.585525295267423871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-19T23:00:00+00:00,1739409.257561713915259548000000000000000000,668012.474268493070817189000000000000000000,686756620.122950940517933731000000000000000000,199640.3920336161770328330000000000,245694.766761681209898581000000,90374922.585525295267423871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T00:00:00+00:00,2047262.117663074090314848000000000000000000,668867.539918203502649789000000000000000000,686446687.083094631186712731000000000000000000,198350.5353161572594177330000000000,266984.127579140127513681000000,90532022.585525295267423871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T01:00:00+00:00,2037062.979935601274280077000000000000000000,668867.081800112539684560000000000000000000,686086826.703947692397712731000000000000000000,198350.5353161572594177330000000000,265042.127579140127513681000000,90542022.585525295267423871000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T02:00:00+00:00,2037136.558622538443314177000000000000000000,668593.976978125374727560000000000000000000,686091975.986480492299415331000000000000000000,198350.5353161572594177330000000000,266193.132739358269948281000000,90540878.232284479880945071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T03:00:00+00:00,2475500.235918321641932435000000000000000000,678386.806583810624952902000000000000000000,686122744.833515204851362731000000000000000000,199077.9952019195872869330000000000,313983.504871266627774281000000,91861549.922581357344917071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T04:00:00+00:00,2394072.717462856500619119000000000000000000,676787.264564129730853018000000000000000000,686193026.611247934536613831000000000000000000,199533.4531448675119815330000000000,314454.847194408687840581000000,91798165.276003333054033171000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T05:00:00+00:00,2394148.353174822387531619000000000000000000,676381.263542339005846718000000000000000000,686192657.309676861548252531000000000000000000,200233.1200257653384366330000000000,314454.847194408687840581000000,91798165.276003333054033171000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T06:00:00+00:00,2400744.747734503312255309000000000000000000,679201.955364694185370628000000000000000000,686193883.359580727570498231000000000000000000,200820.4773969774225204330000000000,309447.717053036600092281000000,92358962.658638843891143571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T07:00:00+00:00,2430625.593194953193298009000000000000000000,678970.089079812719887628000000000000000000,686193957.133371463417938531000000000000000000,200820.4773969774225204330000000000,294588.380735174450092281000000,92344099.241990401778143571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T08:00:00+00:00,2371401.907901859894744309000000000000000000,678962.281894437224273028000000000000000000,686120984.493104669080191931000000000000000000,200820.4773969774225204330000000000,281630.287474376551007181000000,92360650.914087065244143571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T09:00:00+00:00,2309657.731863339772429986000000000000000000,679522.391893260042401551000000000000000000,686127895.598557191352921431000000000000000000,199099.3324826622164480330000000000,284610.807071278602172481000000,92520083.788028437332143571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T10:00:00+00:00,2299844.797716563518932486000000000000000000,677502.262220335042517513000000000000000000,685233532.799872469570781831000000000000000000,196055.2291241352847375330000000000,148654.119038184834176881000000,93510718.720114013621143571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T11:00:00+00:00,5854661.113177004978571586000000000000000000,676802.836338521814482013000000000000000000,681720619.398680499558232831000000000000000000,194251.1050366577204980330000000000,146443.320572741459487381000000,93289749.791750046907717671000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T12:00:00+00:00,5827619.293074703383029086000000000000000000,676732.664046025172232713000000000000000000,681681693.526141198652669631000000000000000000,194251.1050366577204980330000000000,151361.640100024106580781000000,93319466.193821894490717671000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T13:00:00+00:00,5803291.941240224802124586000000000000000000,674688.694732818924683713000000000000000000,681257934.770751679223124631000000000000000000,194251.1050366577204980330000000000,151361.640100024106580781000000,93318177.545205637651304771000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T14:00:00+00:00,5404452.712978317159198437000000000000000000,674340.981828049972350119000000000000000000,681468177.251202643207524531000000000000000000,194251.1050366577204980330000000000,261115.825588715534101481000000,93318177.545205637651304771000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T15:00:00+00:00,1934004.427780246357375912000000000000000000,671823.769453383040701346000000000000000000,684190931.186087628873222331000000000000000000,195782.7798813802215874330000000000,321436.322483427299805081000000,93283327.901287628929178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T16:00:00+00:00,1941599.472282775397291312000000000000000000,670506.892850898090675346000000000000000000,684442969.751409227084222331000000000000000000,196076.9420231559047570330000000000,311132.396704365579385681000000,93002573.869306641187178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T17:00:00+00:00,1911534.505485331676167212000000000000000000,670148.120850694734775146000000000000000000,684473246.139813610984005731000000000000000000,196176.0670231559047570330000000000,318216.801979339996107081000000,93002573.869306641187178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T18:00:00+00:00,1922210.061354332600139872000000000000000000,669535.442864744897200086000000000000000000,684309074.707479750848021431000000000000000000,197957.6617542983029857330000000000,322312.045853495722065481000000,93002573.869306641187178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T19:00:00+00:00,1902383.061977987061323972000000000000000000,669147.510605808127328286000000000000000000,684282819.437179984114183631000000000000000000,200587.4293215384692942330000000000,342332.045853495722065481000000,93002573.869306641187178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T20:00:00+00:00,2099761.856298082772265572000000000000000000,669573.361717080193965386000000000000000000,684280769.747179984113683631000000000000000000,202638.6613231302653815330000000000,346530.506431106000022781000000,92892101.694611201578178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T21:00:00+00:00,1984418.154077902154491542000000000000000000,669771.583053655123319816000000000000000000,684363232.187775861246566431000000000000000000,204037.8566329281923581330000000000,374954.448721977148043781000000,92842537.527688235623178271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T22:00:00+00:00,1997412.945605848132479556000000000000000000,689606.473289182631818602000000000000000000,684351452.996066225153566431000000000000000000,202119.3990370381777590330000000000,350395.080860674466617181000000,92847964.863091590925717171000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-20T23:00:00+00:00,1985547.992177649693561156000000000000000000,669707.198102609702576802000000000000000000,684371948.914352864286566431000000000000000000,201280.8540605821922628330000000000,361678.406677495524493481000000,92848007.532457869594094971000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T00:00:00+00:00,1920576.231149200466072656000000000000000000,669714.776392729966126702000000000000000000,684221493.331251105545639831000000000000000000,201934.3754220970743755330000000000,511957.467757108840493481000000,92915207.532457869594094971000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T01:00:00+00:00,1923735.791149200466072656000000000000000000,669766.012681427234596702000000000000000000,684223742.888847665499246431000000000000000000,201934.3754220970743755330000000000,516748.350160548886886881000000,92915207.532457869594094971000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T02:00:00+00:00,1623434.394272605343170656000000000000000000,669721.599077479131493802000000000000000000,684224156.604972142188370831000000000000000000,200048.2832344854013727330000000000,617941.647585379886646981000000,93119588.530431377769509071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T03:00:00+00:00,1623488.768642769340867656000000000000000000,669147.059216274831527802000000000000000000,684226685.385900991005955931000000000000000000,199449.8004923999538866330000000000,617732.484413756167416581000000,93119588.530431377769509071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T04:00:00+00:00,1722590.601339126111489256000000000000000000,669014.483265152626822702000000000000000000,684751228.989016902155620631000000000000000000,195327.8544538644587042330000000000,435799.127034679074767881000000,92104513.170332231458509071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T05:00:00+00:00,1614275.451550263734610656000000000000000000,668742.445556375774367202000000000000000000,684751501.026725679008076131000000000000000000,195453.1374870447999278330000000000,438106.133140936486422881000000,91929825.234644331765509071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T06:00:00+00:00,1654057.892302700236631256000000000000000000,668685.700286586355863402000000000000000000,684235579.548460574413515631000000000000000000,193188.2877357587064056330000000000,244026.479980770438611981000000,91558099.365136809878509071000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T07:00:00+00:00,2078081.215507734627564656000000000000000000,667755.846647916341776502000000000000000000,683732449.749407917466380931000000000000000000,191243.4453419220313027330000000000,102731.331514665207667681000000,91272287.646236832696575271000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T08:00:00+00:00,1700083.884008624449863820000000000000000000,667269.707335661460144138000000000000000000,682175669.605858461630836331000000000000000000,191876.1113814898318068330000000000,82330.108116334311319881000000,91374793.477380945284335771000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T09:00:00+00:00,1704048.743504715451119720000000000000000000,663279.097006624488454138000000000000000000,682163813.183014925240961531000000000000000000,192204.1900850956733149330000000000,88636.582529711935100181000000,90680807.725179196316173571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T10:00:00+00:00,1716649.127029701515485485000000000000000000,662600.191339458731970573000000000000000000,679068199.182923746577466031000000000000000000,188384.5772910698231942330000000000,170786.432472572993063681000000,90680807.725179196316173571000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T11:00:00+00:00,2469658.274946481926577559000000000000000000,662534.244852013852982673000000000000000000,677259364.232853518271505131000000000000000000,188384.5772910698231942330000000000,67772.059686267360356981000000,90361222.001428666839024497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T12:00:00+00:00,2049038.500404979548662696000000000000000000,656802.127045964853370536000000000000000000,677195586.257673002812093331000000000000000000,188717.9810110390137999330000000000,183885.202237265524999981000000,87799141.474457090046767497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T13:00:00+00:00,2060774.990889348460381396000000000000000000,650329.089452233552433236000000000000000000,676693093.424147184842093331000000000000000000,188717.9810110390137999330000000000,203561.861492392708999981000000,88289141.474457090046767497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T14:00:00+00:00,2148143.968659864508099196000000000000000000,650789.464384801602620936000000000000000000,676871318.178311261413093331000000000000000000,190702.4014090623381137330000000000,214305.302992095805686181000000,88110916.720293013475767497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T15:00:00+00:00,2066449.041201989530519696000000000000000000,650924.106534872370467336000000000000000000,676758511.978792292692527431000000000000000000,190702.4014090623381137330000000000,315872.284527947887095481000000,88210986.015377589159767497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T16:00:00+00:00,2058610.763084201264467650000000000000000000,650742.475916361415319282000000000000000000,676620437.111698629444955731000000000000000000,188865.1619713153913641330000000000,371989.673959074961611481000000,88010056.698127918508767497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T17:00:00+00:00,2016772.077453239773406950000000000000000000,650666.515821258245026682000000000000000000,676395436.428239376321955731000000000000000000,187353.8475779986177137330000000000,357403.648952625249737581000000,87792688.207904808766767497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T18:00:00+00:00,2031640.768970602638583310000000000000000000,650345.651318539341300122000000000000000000,676303116.899280006377393531000000000000000000,187649.7238616420501672330000000000,385530.015037530971825381000000,86943623.569753893350964697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T19:00:00+00:00,2051205.550765689521384810000000000000000000,651202.528665625867690822000000000000000000,676226715.159274529273592031000000000000000000,187649.7238616420501672330000000000,388430.003246286296371581000000,87147734.867813125906658397000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T20:00:00+00:00,2067344.851792969734661961000000000000000000,650042.640026090882160971000000000000000000,676225338.242757087311413131000000000000000000,189464.1439095798442792330000000000,175189.877755847190708781000000,87391367.243386178524658397000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T21:00:00+00:00,3149179.318021272724853961000000000000000000,649861.185611530601645771000000000000000000,671609421.887506955081689031000000000000000000,185928.9726261999344877330000000000,146901.574293760904048581000000,85989492.322722226799658397000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T22:00:00+00:00,2417595.908712028383602669000000000000000000,649845.134146207252209763000000000000000000,671925093.779610134668689031000000000000000000,185286.6502720559742345330000000000,53240.151353351477376581000000,83408624.304891184731636897000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-21T23:00:00+00:00,2210287.792773813696111571000000000000000000,649730.740144517400223620000000000000000000,669109097.912439676893175931000000000000000000,187286.9640639825934432740000000000,35058.933466308820452181000000,84620782.253923184789636897000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T00:00:00+00:00,2262379.562171487043516912000000000000000000,647531.958519691664515579000000000000000000,668590008.629442287060642331000000000000000000,186587.1426090208903149740000000000,82481.152817226334597581000000,84317613.646527601007368097000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T01:00:00+00:00,2170416.213242906883618673000000000000000000,649151.867939560432757518000000000000000000,668521489.535274043110642331000000000000000000,188609.9237517315296972740000000000,86453.345976760384262581000000,84628154.974896677615368097000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T02:00:00+00:00,2145673.518535569069644466000000000000000000,649316.700611551045833725000000000000000000,667633305.709485121023413831000000000000000000,188218.0978849561187468740000000000,86845.171843535795212881000000,85540916.662720946903494697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T03:00:00+00:00,2127404.368596787928523910000000000000000000,649207.833000301471617281000000000000000000,667541775.874950715357984231000000000000000000,189219.0978849561187468740000000000,139267.373119619169708981000000,85591400.605962232142494697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T04:00:00+00:00,2304217.825446335219966917000000000000000000,650044.760008641499941574000000000000000000,667558590.878891952066673231000000000000000000,189180.4887048927552467740000000000,141685.590222546931519781000000,85591400.605962232142494697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T05:00:00+00:00,2320886.333516838278983908000000000000000000,650108.932967722183993083000000000000000000,667533612.843518223763125931000000000000000000,187813.7729674947690666740000000000,149189.843722817133464181000000,85605203.247069744039494697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T06:00:00+00:00,2337064.349962407754350841000000000000000000,647170.995461242718372850000000000000000000,667535359.582001825508086231000000000000000000,187871.8248674947690666740000000000,149189.843722817133464181000000,85599279.016606590630723997000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T07:00:00+00:00,2321090.566479877618662894000000000000000000,646903.696818114540986097000000000000000000,667541914.631273876798894631000000000000000000,187871.8248674947690666740000000000,149364.689888880072438381000000,85595590.203294134714016097000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T08:00:00+00:00,2318127.898604725648621294000000000000000000,646162.761749671442118997000000000000000000,667342266.413653628231894631000000000000000000,185805.0824543822989419740000000000,151680.881993242605989981000000,85592503.578309851689497897000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T09:00:00+00:00,2437330.006703419971887394000000000000000000,645945.557403892210846797000000000000000000,667331024.672779944113782831000000000000000000,184386.2513502673537593740000000000,164788.470458885516536481000000,85369627.182519958001788597000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T10:00:00+00:00,2360702.040666103820103094000000000000000000,645848.572206648852156897000000000000000000,667118066.949349158431853031000000000000000000,185005.9716604564815395740000000000,132515.083050336872361381000000,85466227.498900104011088497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T11:00:00+00:00,2365816.987797386330753393000000000000000000,644797.594362041710782398000000000000000000,667111576.998978041612043431000000000000000000,183591.2580230975680098740000000000,129612.508074893771814881000000,85466227.498900104011088497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T12:00:00+00:00,6054773.406746020672727600000000000000000000,643808.449377803873357991000000000000000000,661311399.032877203020043431000000000000000000,179776.3379559534155163740000000000,146289.516911557855160481000000,82258661.354782029316826697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T13:00:00+00:00,5995799.354768265769849200000000000000000000,652797.976910447285377691000000000000000000,659089142.699165587039582831000000000000000000,177408.0981364267570871740000000000,144378.937076018545879981000000,81212776.268942876667416097000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T14:00:00+00:00,6077677.746547174180236663000000000000000000,651659.623458523441308328000000000000000000,657294489.048573365189604731000000000000000000,182622.2036402775591605740000000000,173878.161524079479231181000000,73403296.115118698594902597000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T15:00:00+00:00,6104644.566291755267051965000000000000000000,651866.855420348508086226000000000000000000,657414716.269757600920220031000000000000000000,181382.6850008617689381740000000000,29078.055244567193206581000000,68713701.350220662804815697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T16:00:00+00:00,6184341.785970008233011965000000000000000000,652073.158086140048056526000000000000000000,657354783.302388154194220031000000000000000000,184569.5672488522051058740000000000,29078.055244567193206581000000,63748483.519009380458815697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T17:00:00+00:00,6113743.579454055951679865000000000000000000,657521.066930042002135526000000000000000000,657330014.306330315371220031000000000000000000,186569.5672488522051058740000000000,43649.544744567193206581000000,64784543.281945636450290997000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T18:00:00+00:00,6089558.046496049235483565000000000000000000,688824.857687924036871026000000000000000000,663386174.097813981299089931000000000000000000,188295.1244790167144950740000000000,41211.113671891806017481000000,64849265.520285279115580597000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T19:00:00+00:00,6067858.135568231440462602000000000000000000,687929.183454447033413489000000000000000000,663376773.540569132645815031000000000000000000,185880.2005358660735477740000000000,50322.358039263263750881000000,64826991.542620995347300697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T20:00:00+00:00,6113155.057447390617063402000000000000000000,688227.295367851255742989000000000000000000,664631133.064202022707640331000000000000000000,185962.7640811279384963740000000000,20142.628560224915846681000000,53391431.664063919287292597000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T21:00:00+00:00,6106549.523138445959403102000000000000000000,687833.517548796367095589000000000000000000,664641331.613528624641499231000000000000000000,183445.8140732111314783740000000000,29216.260568141722864681000000,53335643.468589981610690097000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T22:00:00+00:00,6082591.835278094484806402000000000000000000,687718.073117566382564789000000000000000000,664862936.390032420708379531000000000000000000,183811.6943875632854093740000000000,20379.994252058659355381000000,53129252.661280288925690097000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-22T23:00:00+00:00,6065533.703329445222460181000000000000000000,687316.028329297792460710000000000000000000,664864247.591285472030098731000000000000000000,183751.7344511223517594740000000000,13358.932953725448125681000000,53153177.287392649980100697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T00:00:00+00:00,6045115.602825594382062731000000000000000000,688208.390522880582587860000000000000000000,664854247.591816150577661931000000000000000000,186103.6747937154766112740000000000,23401.621519837069890681000000,53340377.694916210682100697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T01:00:00+00:00,6085595.479673708383594731000000000000000000,686963.175669216948431560000000000000000000,664848107.504194193053825231000000000000000000,189210.0490813690286768740000000000,28748.408007203816931081000000,53383517.782538168205937397000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T02:00:00+00:00,6148300.822850409126579331000000000000000000,688287.940571687067831960000000000000000000,664850307.504194193053825231000000000000000000,189145.7296713903411989740000000000,19919.817484776429931081000000,53379742.738314103570207697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T03:00:00+00:00,2629103.716279905529667331000000000000000000,688182.020586121572648860000000000000000000,668360644.070325290047188831000000000000000000,191128.2296713903411989740000000000,35372.541512440737856781000000,53384698.988314103570207697000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T04:00:00+00:00,2691520.763644438152738240000000000000000000,688853.488292495750920751000000000000000000,668437672.180477265442401331000000000000000000,190882.5908746340913929740000000000,49866.762189999542172481000000,53456439.841773936243389197000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T05:00:00+00:00,2984022.999005159710526140000000000000000000,666679.639177490447132951000000000000000000,668568814.172787415095258131000000000000000000,190776.6250840131267640740000000000,34788.278966352706225081000000,53465951.254561897072329997000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T06:00:00+00:00,2819789.091943310300956592000000000000000000,669477.561097320563518399000000000000000000,668652611.660592716679811031000000000000000000,190791.2465635072566738740000000000,34788.278966352706225081000000,54132547.937895418090329997000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T07:00:00+00:00,2681221.023816308182123216000000000000000000,667183.369856710275316899000000000000000000,668662655.688850719271416531000000000000000000,190815.3434327958142378740000000000,33789.812770013949411457000000,54274548.800382248177769197000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T08:00:00+00:00,2731092.320013189762580116000000000000000000,667201.086920866104009699000000000000000000,668821322.878850719251416531000000000000000000,190421.6685512779426642740000000000,36510.411952925425348957000000,54176232.791906755095769197000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T09:00:00+00:00,2725465.647456966994806693000000000000000000,666551.168003206676134921000000000000000000,668821473.423452121799821532000000000000000000,190941.9939540708011793740000000000,38736.445672975300013757000000,54226584.663884713413023497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T10:00:00+00:00,2377138.022018252682900182000000000000000000,666931.009195992868425821000000000000000000,668119642.537724593458932643000000000000000000,190728.8845489612610304740000000000,38877.639608063433935557000000,55365882.742583757078023497000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T11:00:00+00:00,2377997.237190952858201282000000000000000000,667131.363460584671900121000000000000000000,668129591.462830623195613343000000000000000000,190728.8845489612610304740000000000,38877.639608063433935557000000,55491757.873326168433501297000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T12:00:00+00:00,2377854.338935437480787882000000000000000000,666482.338664027997908821000000000000000000,668129591.462830623195613343000000000000000000,190728.8845489612610304740000000000,39669.562660135485340257000000,55491757.873326168433501297000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T13:00:00+00:00,2374760.617548832586665682000000000000000000,666582.904845626612087821000000000000000000,668157877.431117277732031743000000000000000000,189965.9826687777242413740000000000,36681.848840275842949557000000,55491757.873326168433501297000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T14:00:00+00:00,2372386.090636957375853382000000000000000000,664933.091943506264893421000000000000000000,668044988.654942603219489043000000000000000000,190238.1667365909606155740000000000,39093.267212064672627957000000,55627293.184418298767022397000000000000000000,0,0,0.06232560513059515300,0,0,0
2021-06-23T15:00:00+00:00,2381226.865939824855509682000000000000000000,664083.647400198645662921000000000000000000,668045755.649965875810617543000000000000000000,188830.5691743286129238740000000000,31742.538991494568765357000000,55627293.184418298767022397000000000000000000,0,0,0.06232560513059515300,0,0,0
