day,relayer_total_fee_eth,relayer_gas_cost_eth,relayer_profit_eth,relayer_total_fee_usd,relayer_gas_cost_usd,relayer_profit_usd
2021-11-06T00:00:00+00:00,2.68089890000000000000,1.34991573868892575400,1.33098316131107424600,11842.697228238996,5970.841907835399,5871.855320403601
2021-11-05T00:00:00+00:00,1.50724820000000000000,0.81551262043556313600,0.69173557956443686400,6789.654828135001,3673.5922742863286,3116.0625538486706
2021-11-04T00:00:00+00:00,1.60943010000000000000,0.83744095813722758500,0.77198914186277241500,7312.135013088999,3802.4771727608504,3509.65784032815
2021-11-03T00:00:00+00:00,2.61154683465850000000,1.39260915021329641500,1.15932578444520358500,11935.616179560959,6365.540171753193,5296.283916178768
2021-11-02T00:00:00+00:00,1.91441990000000000000,0.96379815531494378800,0.77577224468505621200,8477.823829536,4261.8284983169915,3432.8659108600077
2021-11-01T00:00:00+00:00,1.56608120000000000000,0.82957020974089483200,0.73651099025910516800,6769.401712349,3586.896780996382,3182.5049313526183
2021-10-31T00:00:00+00:00,3.24866500000000000000,1.73901892909350454400,1.50964607090649545600,13895.475978206996,7435.137086493156,6460.3388917138445
2021-10-30T00:00:00+00:00,0.81903990000000000000,0.44968125789592269600,0.36935864210407730400,3551.2889518689994,1949.989967248691,1601.2989846203088
2021-10-29T00:00:00+00:00,1.17033330000000000000,0.62487217217802867200,0.54546112782197132800,5096.819488554,2720.8775840015583,2375.9419045524414
2021-10-28T00:00:00+00:00,2.45427090000000000000,1.31202964971252405600,1.07175965028747594400,10048.103278708,5369.15071073388,4388.390762342119
2021-10-27T00:00:00+00:00,2.87869350000000000000,1.58777154839765380400,1.29092195160234619600,11905.072918909998,6562.823792912604,5342.249125997398
2021-10-26T00:00:00+00:00,3.87313030000000000000,1.93327767725373550600,1.87371212274626449400,16564.617418805996,8269.70932672815,8011.262573612849
2021-10-25T00:00:00+00:00,3.86820080000000000000,1.56412482830601508600,2.30407597169398491400,16189.45074349,6540.972272973657,9648.47847051634
2021-10-24T00:00:00+00:00,1.17348340000000000000,0.61835879573352457600,0.55512460426647542400,4770.869843038,2512.9381747983202,2257.9316682396807
2021-10-23T00:00:00+00:00,0.73298850000000000000,0.27860931115667005000,0.37027838884332995000,2993.8315411569997,1138.7565287207387,1515.163968068261
2021-10-22T00:00:00+00:00,0.64489020000000000000,0.24281879382891639600,0.36697490617108360400,2613.4176798589997,982.9109193963275,1485.4290603426725
2021-10-21T00:00:00+00:00,0.33809810000000000000,0.16806400779102343600,0.17003409220897656400,1415.32251007,703.2920073654484,712.0305027045516
2021-10-20T00:00:00+00:00,0.66789820000000000000,0.32480242351085451600,0.34309577648914548400,2615.951478442,1277.8673367588594,1338.0841416831406
2021-10-19T00:00:00+00:00,0.89522700000000000000,0.40039082453760957400,0.49483617546239042600,3407.862656135,1522.941202495175,1884.9214536398244
2021-10-18T00:00:00+00:00,2.63663830000000000000,0.98027009251273555100,1.65636820748726444900,10048.002814064,3718.600762411587,6329.402051652413
2021-10-17T00:00:00+00:00,1.68285210000000000000,0.74042549496042085200,0.94242660503957914800,6473.198783178999,2847.7574916329118,3625.4412915460885
2021-10-16T00:00:00+00:00,1.33580540000000000000,0.63645185330982544500,0.69935354669017455500,5196.142343517001,2475.4763960205455,2720.6659474964545
2021-10-15T00:00:00+00:00,1.21641640000000000000,0.69002727529888285600,0.52638912470111714400,4599.173108316,2606.657236250965,1992.5158720650343
2021-10-14T00:00:00+00:00,2.50386830000000000000,1.29732488745233590400,1.20654341254766409600,9326.672946159002,4840.227622707338,4486.445323451661
2021-10-13T00:00:00+00:00,3.89137790000000000000,1.77067748809358093600,2.12070041190641906400,13573.094676931998,6185.34624193362,7387.748434998379
2021-10-12T00:00:00+00:00,0.52882500000000000000,0.23170682017387704800,0.29711817982612295200,1850.498203799,810.6320601857634,1039.8661436132365
2021-10-11T00:00:00+00:00,1.07622210000000000000,0.51735511749596199800,0.55886698250403800200,3838.651992567,1845.137515934372,1993.5144766326282
2021-10-10T00:00:00+00:00,0.78537290000000000000,0.31066345028270174800,0.47470944971729825200,2788.976217548,1102.6785257641418,1686.2976917838585
2021-10-09T00:00:00+00:00,1.06986430000000000000,0.52069510267531550000,0.54916919732468450000,3842.808741119,1870.7606075377325,1972.0481335812674
2021-10-08T00:00:00+00:00,1.52633361732900000000,0.75540900124883232100,0.77092461608016767900,5516.421270755781,2733.1482840584013,2783.272986697378
2021-10-07T00:00:00+00:00,1.08160470000000000000,0.57426088091149864000,0.50734381908850136000,3895.0118672960007,2067.8140868327687,1827.197780463231
2021-10-06T00:00:00+00:00,1.98886414699950000000,1.13467154782838214400,0.85419259917111785600,6998.425216628836,3995.57782477884,3002.847391849997
2021-10-05T00:00:00+00:00,0.86869600000000000000,0.46343295709161460800,0.40526304290838539200,2999.62165645,1601.6069548261355,1398.0147016238645
2021-10-04T00:00:00+00:00,1.71493790000000000000,0.65669576639289570900,1.05824213360710429100,5775.631206814999,2212.8206452257946,3562.8105615892055
2021-10-03T00:00:00+00:00,0.64827380000000000000,0.30656286458784531700,0.34171093541215468300,2224.102583099,1052.7027267387402,1171.3998563602593
2021-10-02T00:00:00+00:00,1.14352310000000000000,0.36726753058782152800,0.74604966941217847200,3803.058198226,1225.1123685673547,2478.622487219645
2021-10-01T00:00:00+00:00,2.68001056489050000000,1.15378910243688475500,1.52622146245361524500,8475.584855565163,3638.130570561937,4837.4542850032285
2021-09-30T00:00:00+00:00,1.96983800000000000000,0.89843045506620475700,1.07140754493379524300,5881.454754606002,2684.528176632264,3196.9265779737357
2021-09-29T00:00:00+00:00,1.20432740000000000000,0.53172364468060638000,0.67260375531939362000,3442.3474042810008,1517.7196263839057,1924.6277778970943
2021-09-28T00:00:00+00:00,1.47440450000000000000,0.61352723431752754400,0.86087726568247245600,4278.185577038999,1778.1682624726345,2500.017314566366
2021-09-27T00:00:00+00:00,0.75193230000000000000,0.37895998810744659500,0.37297231189255340500,2315.834906511,1166.0826673604622,1149.7522391505377
2021-09-26T00:00:00+00:00,0.64658750000000000000,0.26477137891310833200,0.38181612108689166800,1923.835300621,785.9521390141882,1137.883161606812
2021-09-25T00:00:00+00:00,0.32607210000000000000,0.11720280585885743600,0.20886929414114256400,952.950587106,342.4581297648736,610.4924573411265
2021-09-24T00:00:00+00:00,0.69992431575700000000,0.37091685497161883600,0.32900746078538116400,2009.8941640152793,1066.7389363259842,943.1552276892949
2021-09-23T00:00:00+00:00,0.91054970000000000000,0.39871841710979071200,0.51183128289020928800,2838.970709632,1245.2365871576192,1593.734122474381
2021-09-22T00:00:00+00:00,1.17621550000000000000,0.46487423661871918500,0.71134126338128081500,3469.126668662,1376.0528357699357,2093.0738328920643
2021-09-21T00:00:00+00:00,0.81328360000000000000,0.36700076450646119400,0.44628283549353880600,2428.0178341250003,1093.2134254747007,1334.8044086502994
2021-09-20T00:00:00+00:00,1.93862210000000000000,0.87235782600063292400,1.06626427399936707600,6056.420823270999,2699.9526224748565,3356.468200796144
2021-09-19T00:00:00+00:00,0.52764290000000000000,0.21428919762749748800,0.31335370237250251200,1780.473942313,721.8170847953093,1058.6568575176907
2021-09-18T00:00:00+00:00,1.28948300000000000000,0.43751559575678826000,0.85196740424321174000,4498.385344407001,1524.070909800714,2974.3144346062854
2021-09-17T00:00:00+00:00,0.50763740000000000000,0.22334579127365755600,0.28429160872634244400,1790.520865656,786.3664042145616,1004.1544614414382
2021-09-16T00:00:00+00:00,0.91735280000000000000,0.46837969227507746000,0.44897310772492254000,3289.202775957,1678.6705765649294,1610.5321993920704
2021-09-15T00:00:00+00:00,0.96791170000000000000,0.40382976915335845600,0.51021823084664154400,3339.7886045190007,1397.9665014104025,1758.9613052525976
2021-09-14T00:00:00+00:00,1.23100200000000000000,0.45055316648921108400,0.61955423351078891600,4104.010791802,1501.755713202681,2064.7742511713195
2021-09-13T00:00:00+00:00,2.46738410000000000000,1.04421206005882686000,1.28820743994117314000,7961.703272510001,3369.614725500953,4162.350057592045
2021-09-12T00:00:00+00:00,2.18430260000000000000,0.75840690021575570100,1.01806629978424429900,7286.284636519001,2532.2661123770404,3399.87424994096
2021-09-11T00:00:00+00:00,0.57902070000000000000,0.22196180624137331600,0.35705889375862668400,1905.3979389429996,729.7538037566555,1175.644135186344
2021-09-10T00:00:00+00:00,0.94871590000000000000,0.39169718161737032800,0.50103341838262967200,3212.023670981,1320.7437224337193,1703.8434035592804
2021-09-09T00:00:00+00:00,2.21349710000000000000,0.97035588303637299200,1.07806271696362700800,7726.165740495,3391.559538357682,3764.557125937318
2021-09-08T00:00:00+00:00,1.24912000000000000000,0.64580308466723540800,0.60331691533276459200,4251.2332317,2198.7631955516094,2052.4700361483906
2021-09-07T00:00:00+00:00,3.07992878318650000000,1.53884211359659802400,1.48896666958990197600,11224.015620046168,5616.835848499512,5412.536067946656
2021-09-06T00:00:00+00:00,1.38191000000000000000,0.74156054973623627400,0.64034945026376372600,5438.565950200001,2917.568098620993,2520.9978515790062
2021-09-05T00:00:00+00:00,1.31600000000000000000,0.66754824764871274700,0.64845175235128725300,5157.588351,2615.1888595550836,2542.3994914449167
2021-09-04T00:00:00+00:00,1.17578000000000000000,0.69538995730758619500,0.41515004269241380500,4607.9490671,2724.3334897001864,1626.6110785998137
2021-09-03T00:00:00+00:00,1.33902000000000000000,0.75454052972142182400,0.58447947027857817600,5206.6864253,2932.746092149039,2273.940333150961
2021-09-02T00:00:00+00:00,1.11897000000000000000,0.59462934219105558600,0.52434065780894441400,4225.3414244000005,2245.714039768692,1979.6273846313081
2021-09-01T00:00:00+00:00,0.50432000000000000000,0.31040107583266214400,0.19391892416733785600,1815.3618936,1116.9731817364602,698.3887118635399
2021-08-31T00:00:00+00:00,1.22140000000000000000,0.65379620409045258400,0.56760379590954741600,4128.135748600001,2208.330086122968,1919.8056624770315
2021-08-30T00:00:00+00:00,1.38071000000000000000,0.69427307396963412400,0.68643692603036587600,4411.4871565,2221.388774371734,2190.098382128266
2021-08-29T00:00:00+00:00,1.41732000000000000000,0.72077224296188386400,0.69654775703811613600,4564.993928400001,2318.8020885462934,2246.191839853707
2021-08-28T00:00:00+00:00,0.47282000000000000000,0.23478121699286505000,0.23803878300713495000,1536.2184376,762.7287462319438,773.4896913680564
2021-08-27T00:00:00+00:00,0.77201000000000000000,0.38687242143619190000,0.38513757856380810000,2456.5736502,1233.0389818766837,1223.5346683233165
2021-08-26T00:00:00+00:00,1.49808000000000000000,0.75267208770271178800,0.74540791229728821200,4676.8913078000005,2348.6011897290628,2328.2901180709378
2021-08-25T00:00:00+00:00,4.66000000000000000000,1.92423140511094942900,2.73576859488905057100,14907.143014500001,6156.836569862241,8750.306444637761
2021-08-24T00:00:00+00:00,4.28900000000000000000,1.69897383047331709000,2.59002616952668291000,14018.0586595,5555.413517680451,8462.645141819547
2021-08-23T00:00:00+00:00,2.43230000000000000000,0.79899600949754413900,1.53720399050245586100,8093.8993465,2658.657721818428,5115.037385681572
2021-08-22T00:00:00+00:00,0.51525000000000000000,0.15472745118948709500,0.36052254881051290500,1674.0011175,502.56615407021167,1171.4349634297887
2021-08-21T00:00:00+00:00,0.76685000000000000000,0.25368396108803151800,0.43511603891196848200,2506.7727685,828.8895636555104,1421.45383234449
2021-08-20T00:00:00+00:00,2.41935000000000000000,0.84819907960305582800,1.57115092039694417200,7761.4311765,2721.283794777977,5040.147381722022
2021-08-19T00:00:00+00:00,0.68835000000000000000,0.21491745906319293000,0.47343254093680707000,2092.332603,652.8017157220089,1439.5308872779908
2021-08-18T00:00:00+00:00,0.81380000000000000000,0.27130237981509989600,0.54249762018490010400,2480.3668395,827.9792636466794,1652.3875758533206
2021-08-17T00:00:00+00:00,0.21265000000000000000,0.06818381878000000000,0.14446618122000000000,677.091249,217.38977527152022,459.70147372847975
2021-08-16T00:00:00+00:00,0.85974550060450000000,0.30246772639832831300,0.55727777420617168700,2791.3365996533817,980.193272108122,1811.1433275452591
2021-08-15T00:00:00+00:00,0.57480000000000000000,0.10799506965627010000,0.46680493034372990000,1825.840551,344.7873980971812,1481.0531529028185
2021-08-14T00:00:00+00:00,0.34550000000000000000,0.11938574365657854800,0.22611425634342145200,1132.8302445,391.12653530010016,741.7037091998999
2021-08-13T00:00:00+00:00,0.80930000000000000000,0.21964806366931338000,0.52865193633068662000,2602.5495115000003,706.8125757099197,1700.3545457900805
2021-08-12T00:00:00+00:00,0.73780000000000000000,0.22784929774962903000,0.50995070225037097000,2304.1205290000003,711.6190994743889,1592.5014295256115
2021-08-11T00:00:00+00:00,1.12175000000000000000,0.45984926118587832400,0.66190073881412167600,3604.5300355,1478.0868183858558,2126.443217114144
2021-08-10T00:00:00+00:00,1.13145000000000000000,0.40641552895388619200,0.67478447104611380800,3526.6167454999995,1266.9608504055927,2102.837705094407
2021-08-09T00:00:00+00:00,0.82560000000000000000,0.28719933498583162800,0.53840066501416837200,2528.3381299999996,879.4189107145929,1648.919219285407
2021-08-08T00:00:00+00:00,2.19320000000000000000,0.77439664010853060800,1.37085335989146939200,6717.953615000004,2369.4691394199685,4204.844017080032
2021-08-07T00:00:00+00:00,1.36435000000000000000,0.32315359193840934400,1.04119640806159065600,4230.174766,1000.941337005648,3229.2334289943524
2021-08-06T00:00:00+00:00,0.51925000000000000000,0.19121125483047296800,0.32803874516952703200,1465.074206,541.1343539994589,923.9398520005412
2021-08-05T00:00:00+00:00,0.54620000000000000000,0.19754405484618956800,0.34865594515381043200,1482.771483,537.4465117777344,945.3249712222656
2021-08-04T00:00:00+00:00,0.54930000000000000000,0.14252937675577112000,0.40677062324422888000,1393.0020285,364.62681490299536,1028.3752135970046
2021-08-03T00:00:00+00:00,0.62250000000000000000,0.15485701102400634000,0.46764298897599366000,1570.178829,391.3194072958536,1178.8594217041466
2021-08-02T00:00:00+00:00,0.69540000000000000000,0.23575271572360000000,0.45964728427640000000,1813.7341085,616.5795018242478,1197.1546066757523
2021-08-01T00:00:00+00:00,0.52255000000000000000,0.13171936985750000000,0.39083063014250000000,1368.0641635,345.9328679498511,1022.131295550149
2021-07-31T00:00:00+00:00,0.09335000000000000000,0.02732821150000000000,0.06602178850000000000,230.225424,67.594352883825,162.631071116175
2021-07-30T00:00:00+00:00,0.16525000000000000000,0.06114557720000000000,0.10410442280000000000,389.1555968,143.960041459076,245.195555340924
2021-07-29T00:00:00+00:00,0.70552000000000000000,0.12349012220000000000,0.58202987780000000000,1634.0297768000003,286.434110082884,1347.5956667171163
2021-07-28T00:00:00+00:00,0.52224000000000000000,0.16786325923701056000,0.35437674076298944000,1195.7262424000005,384.231660049313,811.494582350687
2021-07-27T00:00:00+00:00,0.62928000000000000000,0.23258016042176056000,0.39669983957823944000,1421.8603736000002,525.9426461802695,895.9177274197305
2021-07-26T00:00:00+00:00,0.78152000000000000000,0.29196552099734694400,0.48955447900265305600,1816.3517623999996,678.4620741843964,1137.8896882156037
2021-07-25T00:00:00+00:00,0.83456000000000000000,0.15251445820000000000,0.68204554180000000000,1795.9344632000002,328.5527602314921,1467.3817029685076
2021-07-24T00:00:00+00:00,0.47812000000000000000,0.06959784600000000000,0.40852215400000000000,1019.1077292,148.84367595886403,870.264053241136
2021-07-23T00:00:00+00:00,0.60032000000000000000,0.13049710880000000000,0.46982289120000000000,1230.9728128,266.58465074448,964.38816205552
2021-07-22T00:00:00+00:00,0.14376000000000000000,0.03137837798867822400,0.11238162201132177600,287.2625448,62.6928463821089,224.56969841789112
2021-07-21T00:00:00+00:00,0.93712000000000000000,0.19807420835356883200,0.73904579164643116800,1732.7456956,367.6522702273057,1365.0934253726944
2021-07-20T00:00:00+00:00,0.90800000000000000000,0.32182775674639712800,0.58617224325360287200,1602.7139536000004,565.5793765156227,1037.1345770843773
2021-07-19T00:00:00+00:00,0.74528000000000000000,0.13059767551928428800,0.61468232448071571200,1394.3721184,243.28601350040793,1151.086104899592
2021-07-18T00:00:00+00:00,0.37576000000000000000,0.10411691180264278400,0.27164308819735721600,727.8859792,201.0202276602756,526.8657515397244
2021-07-17T00:00:00+00:00,1.13404000000000000000,0.36016767720000000000,0.77387232280000000000,2140.9172924000004,680.5896307116999,1460.3276616883006
2021-07-16T00:00:00+00:00,0.36288000000000000000,0.14360748050000000000,0.21927251950000000000,691.0520576000001,273.40457179208204,417.6474858079179
2021-07-15T00:00:00+00:00,1.23968000000000000000,0.33031197796668051200,0.90936802203331948800,2427.3263135999996,642.6493904873354,1784.6769231126646
2021-07-14T00:00:00+00:00,1.09520000000000000000,0.39838385468678543200,0.69681614531321456800,2172.6484471999997,790.4709080486674,1382.1775391513324
2021-07-13T00:00:00+00:00,3.26824000000000000000,0.47211767864246206000,2.79612232135753794000,6587.92956,951.7923039712558,5636.137256028743
2021-07-12T00:00:00+00:00,0.31100000000000000000,0.07655116887906273200,0.23444883112093726800,647.2760836,158.98762232539502,488.2884612746049
2021-07-11T00:00:00+00:00,0.25584000000000000000,0.03576812059435766800,0.22007187940564233200,541.5731248000001,75.79045721333277,465.7826675866672
2021-07-10T00:00:00+00:00,0.30136000000000000000,0.06271724570681299200,0.23864275429318700800,637.3260504,132.9485658549938,504.3774845450062
2021-07-09T00:00:00+00:00,1.43216000000000000000,0.41116105747619080000,1.02099894252380920000,3024.8093056,868.85427578199,2155.9550298180097
2021-07-08T00:00:00+00:00,0.62412000000000000000,0.20322248555182763000,0.42089751444817237000,1367.3414912,445.9088883119972,921.4326028880027
2021-07-07T00:00:00+00:00,1.20168000000000000000,0.35854706063435948800,0.84313293936564051200,2843.4179099999997,847.3623914723512,1996.0555185276487
2021-07-06T00:00:00+00:00,1.08928000000000000000,0.41826552429720824000,0.65141447570279176000,2488.5281792,955.7387155598262,1487.7410196401738
2021-07-05T00:00:00+00:00,0.39788000000000000000,0.08581690899908060800,0.31206309100091939200,895.5035652000001,192.8008092069779,702.7027559930223
2021-07-04T00:00:00+00:00,0.37184000000000000000,0.04950705454000000000,0.32233294546000000000,843.7548056,113.905621259791,729.8491843402089
2021-07-03T00:00:00+00:00,0.26032000000000000000,0.05009871985934758400,0.21022128014065241600,572.7657608,110.28685889178165,462.47890190821835
2021-07-02T00:00:00+00:00,0.54488000000000000000,0.09926329293946928000,0.44561670706053072000,1142.0602208,208.26371885171844,933.7965019482815
2021-07-01T00:00:00+00:00,0.41496000000000000000,0.11146585434676056000,0.30349414565323944000,894.0587119999998,240.6633211354931,653.3953908645068
2021-06-30T00:00:00+00:00,1.44952000000000000000,0.48665192064264195800,0.96286807935735804200,3114.6354807999996,1038.7221192375368,2075.9133615624633
2021-06-29T00:00:00+00:00,0.34280000000000000000,0.06716251518757683200,0.27563748481242316800,739.985896,146.7208992524268,593.2649967475732
2021-06-28T00:00:00+00:00,1.05100000000000000000,0.24303196594837871000,0.80796803405162129000,2170.1878867999994,503.7619599013147,1666.425926898685
2021-06-27T00:00:00+00:00,0.98396000000000000000,0.11639821983891624000,0.86756178016108376000,1844.3174635999997,217.8948912285,1626.4225723715
2021-06-26T00:00:00+00:00,0.77976000000000000000,0.10603251228683556000,0.67372748771316444000,1391.2605168,189.10986346362975,1202.1506533363702
2021-06-25T00:00:00+00:00,2.55008000000000000000,0.50449993961166115700,2.04558006038833884300,4948.201010399999,971.1596346434624,3977.0413757565393
2021-06-24T00:00:00+00:00,1.05608000000000000000,0.16353366119460668000,0.89254633880539332000,2074.3021404,321.6734443126,1752.6286960873995
2021-06-23T00:00:00+00:00,0.85720000000000000000,0.17374232045462939200,0.68345767954537060800,1707.1880608000001,345.1152886127947,1362.0727721872051
2021-06-22T00:00:00+00:00,1.85432000000000000000,0.61749546762783560800,1.23682453237216439200,3514.0949304,1147.096788396739,2366.998142003261
2021-06-21T00:00:00+00:00,2.69228000000000000000,0.90812304127547557000,1.78415695872452443000,5401.970656799997,1817.3579562964185,3584.6127005035805
2021-06-20T00:00:00+00:00,0.84888000000000000000,0.14312537333600000000,0.68951462666400000000,1842.5652535999996,308.7730456263246,1498.4525063736758
2021-06-19T00:00:00+00:00,0.68024000000000000000,0.07636950047500000000,0.60387049952500000000,1516.6706775999999,170.28027417765423,1346.3904034223458
