hour,totalLQTYStaked,totalLQTYClaimed
2021-09-02T13:00:00+00:00,7705922.906058519612,9000307.549438309339777229000000000000000000
2021-09-02T14:00:00+00:00,7703584.130702913808,9001647.275344401462770729000000000000000000
2021-09-02T16:00:00+00:00,,9001664.241596210896864629000000000000000000
2021-09-02T17:00:00+00:00,7699735.485961166925,9003374.512683241850014329000000000000000000
2021-09-02T18:00:00+00:00,,9003394.605764368959886029000000000000000000
2021-09-02T19:00:00+00:00,7460137.556838099632,9003394.605764368959886029000000000000000000
2021-09-02T20:00:00+00:00,7796271.139961113401,9104325.938402605689801729000000000000000000
2021-09-02T21:00:00+00:00,7777810.330265497410,9104726.649800132588065129000000000000000000
2021-09-02T23:00:00+00:00,7777003.601904653417,9104867.981123337508833129000000000000000000
2021-09-03T00:00:00+00:00,7766611.761904653417,9105295.518759866665048029000000000000000000
2021-09-03T01:00:00+00:00,7767141.881904653417,9105826.733868931457313560000000000000000000
2021-09-03T02:00:00+00:00,7778975.871904653427,9117660.724200840574313560000000000000000000
2021-09-03T03:00:00+00:00,7786881.317519405157,9117714.857502308896247860000000000000000000
2021-09-03T05:00:00+00:00,,9117933.104693673082338460000000000000000000
2021-09-03T06:00:00+00:00,7790552.021835312142,9120185.023479023220042660000000000000000000
2021-09-03T07:00:00+00:00,7802643.888170539577,9130486.713887921846011860000000000000000000
2021-09-03T08:00:00+00:00,7802727.990873370577,9130486.713887921846011860000000000000000000
2021-09-03T09:00:00+00:00,7801223.150873370577,9130486.713887921846011860000000000000000000
2021-09-03T10:00:00+00:00,7802017.990873370577,9130486.713887921846011860000000000000000000
2021-09-03T11:00:00+00:00,7802248.107411245619,9132472.067005051794127360000000000000000000
2021-09-03T12:00:00+00:00,7802249.931154025508,9132472.067005051794127360000000000000000000
2021-09-03T13:00:00+00:00,,9132530.893783156079021760000000000000000000
2021-09-03T14:00:00+00:00,7802483.599154025508,9132530.893783156079021760000000000000000000
2021-09-03T17:00:00+00:00,,9132664.477939711558254960000000000000000000
2021-09-03T18:00:00+00:00,7802507.222223981322,9132696.352891015775890760000000000000000000
2021-09-03T19:00:00+00:00,,9133250.540904211054105260000000000000000000
2021-09-03T20:00:00+00:00,7802798.390185632682,9138904.614975955300231260000000000000000000
2021-09-03T21:00:00+00:00,,9139014.467800837642913260000000000000000000
2021-09-03T23:00:00+00:00,,9139267.110483690284757092000000000000000000
2021-09-04T00:00:00+00:00,7801727.474147790384,9139267.110483690284757092000000000000000000
2021-09-04T02:00:00+00:00,7802577.474147790384,9139267.110483690284757092000000000000000000
2021-09-04T04:00:00+00:00,7802619.889342908476,9145093.082617333818235192000000000000000000
2021-09-04T06:00:00+00:00,7798689.910101975953,9145093.082617333818235192000000000000000000
2021-09-04T07:00:00+00:00,7800415.010101975953,9145421.657547350035635192000000000000000000
2021-09-04T08:00:00+00:00,7803366.634603687059,9148435.626644070030528892000000000000000000
2021-09-04T09:00:00+00:00,7804194.516123377638,9148489.316067625844651292000000000000000000
2021-09-04T10:00:00+00:00,7802587.987836198848,9148736.197300858813305474000000000000000000
2021-09-04T11:00:00+00:00,7801569.587836198848,9149643.195851173015083174000000000000000000
2021-09-04T12:00:00+00:00,7798181.184680888648,9149643.195851173015083174000000000000000000
2021-09-04T13:00:00+00:00,7795449.429680888648,9151720.944718076810016774000000000000000000
2021-09-04T14:00:00+00:00,7795001.859680888648,9151744.181385789557498774000000000000000000
2021-09-04T15:00:00+00:00,,9151744.181385789557498774000000000000000000
2021-09-04T18:00:00+00:00,7788960.669224493720,9151744.181385789557498774000000000000000000
2021-09-04T19:00:00+00:00,,9152707.925165820541399074000000000000000000
2021-09-04T20:00:00+00:00,,9153594.799556025288024174000000000000000000
2021-09-04T21:00:00+00:00,7789236.952578440534,9153647.473953252079662874000000000000000000
2021-09-04T22:00:00+00:00,7789455.642578440534,9153647.473953252079662874000000000000000000
2021-09-05T00:00:00+00:00,,9154922.475214508931269774000000000000000000
2021-09-05T01:00:00+00:00,,9155068.888782388078167974000000000000000000
2021-09-05T02:00:00+00:00,7789353.952578440534,9155068.888782388078167974000000000000000000
2021-09-05T03:00:00+00:00,7790327.217857344984,9155792.292774116783166650000000000000000000
2021-09-05T04:00:00+00:00,,9155810.699006787815521650000000000000000000
2021-09-05T06:00:00+00:00,7798339.450496797212,9162574.933097209277925950000000000000000000
2021-09-05T07:00:00+00:00,7800995.220496797215,9162579.982212343401956850000000000000000000
2021-09-05T08:00:00+00:00,7800954.560496797215,9163975.109986598426415750000000000000000000
2021-09-05T09:00:00+00:00,,9166088.104263890863623550000000000000000000
2021-09-05T11:00:00+00:00,7801264.073854377284,9167479.792233721558889725000000000000000000
2021-09-05T12:00:00+00:00,7801777.311893186291,9168058.127614595089136725000000000000000000
2021-09-05T13:00:00+00:00,7801577.391893186291,9168246.736128799245395225000000000000000000
2021-09-05T14:00:00+00:00,7798152.910981875908,9171356.412013040503247925000000000000000000
2021-09-05T15:00:00+00:00,7791097.290981401659,9171803.537520990841286656000000000000000000
2021-09-05T16:00:00+00:00,7790914.600981401659,9180921.270779705410612856000000000000000000
2021-09-05T17:00:00+00:00,7791731.470981401661,9180921.270779705410612856000000000000000000
2021-09-05T19:00:00+00:00,7792156.727760913208,9183039.278560120767787456000000000000000000
2021-09-05T20:00:00+00:00,7792086.984540424755,9183050.459079273670070556000000000000000000
2021-09-05T21:00:00+00:00,7792059.289540424755,9183060.432120283744873556000000000000000000
2021-09-05T22:00:00+00:00,,9184034.525537573464420256000000000000000000
2021-09-05T23:00:00+00:00,,9185923.265567308182985956000000000000000000
2021-09-06T00:00:00+00:00,,9185970.730201211747159956000000000000000000
2021-09-06T01:00:00+00:00,7787843.363981701745,9189273.728935242898296056000000000000000000
2021-09-06T02:00:00+00:00,,9189301.937629907658804456000000000000000000
2021-09-06T04:00:00+00:00,7787422.773981701745,9189301.937629907658804456000000000000000000
2021-09-06T05:00:00+00:00,7788078.608170235319,9190533.507983737838997756000000000000000000
2021-09-06T06:00:00+00:00,7789265.060443521698,9191077.787376498663443573000000000000000000
2021-09-06T07:00:00+00:00,7791572.580443521698,9191077.787376498663443573000000000000000000
2021-09-06T08:00:00+00:00,7785067.054899267461,9191077.787376498663443573000000000000000000
2021-09-06T10:00:00+00:00,,9191274.632594584618493836000000000000000000
2021-09-06T11:00:00+00:00,,9191510.041939151109416436000000000000000000
2021-09-06T12:00:00+00:00,7796485.432554894132,9191510.041939151109416436000000000000000000
2021-09-06T13:00:00+00:00,7804409.982177420575,9191510.041939151109416436000000000000000000
2021-09-06T14:00:00+00:00,,9193188.079054609621458336000000000000000000
2021-09-06T15:00:00+00:00,7805642.782446099549,9193505.254656891961350136000000000000000000
2021-09-06T16:00:00+00:00,7806615.877876286898,9194925.441666405431550736000000000000000000
2021-09-06T17:00:00+00:00,,9200741.839352860400469136000000000000000000
2021-09-06T18:00:00+00:00,7812710.524836164503,9201496.407469828040879936000000000000000000
2021-09-06T19:00:00+00:00,7812626.644836164503,9201496.407469828040879936000000000000000000
2021-09-06T20:00:00+00:00,,9204688.155887044987698536000000000000000000
2021-09-06T23:00:00+00:00,7811952.594836164503,9206099.646572283313240028000000000000000000
2021-09-07T00:00:00+00:00,7814573.511788334141,9206222.829616246869600528000000000000000000
2021-09-07T01:00:00+00:00,,9206226.865093546721891928000000000000000000
2021-09-07T02:00:00+00:00,7818621.209597880043,9206598.203467382704429553000000000000000000
