hour,3crvBalance,lusdBalance,3crvPerLusd
2021-04-06T09:00:00+00:00,19702.760262423840,20000.000000000000,98.5138013121192000
2021-04-15T04:00:00+00:00,21124.6605680003165785,18566.1358426176668089,113.7805989736953234
2021-04-15T14:00:00+00:00,286963.3968269423345785,248730.2822636243418089,115.3713147492010906
2021-04-15T19:00:00+00:00,288906.0128037183995785,246798.2297261861618089,117.0616228180604545
2021-04-15T22:00:00+00:00,318675.9651216816525785,217398.5517436001538089,146.5860570669891479
2021-04-16T01:00:00+00:00,295380.4178130209285785,240386.0138418055848089,122.8775389600687554
2021-04-16T02:00:00+00:00,299896.8447724750489254,235901.4981199615200129,127.1279950159410915
2021-04-17T23:00:00+00:00,268059.6811783995859254,267847.1563867861570129,100.0793455470949751
2021-04-18T03:00:00+00:00,191766.2169384084009254,347476.8953575409400129,55.1881922224175566
2021-04-18T04:00:00+00:00,290228.7331613276959254,245623.1160769117840129,118.1601869550619121
2021-04-18T06:00:00+00:00,255011.2850673178329254,281241.5585626814040129,90.6734006064336585
2021-04-18T13:00:00+00:00,274691.0264921059699254,261247.3508639118720129,105.1459567278816672
2021-04-18T16:00:00+00:00,276196.9000751577522667,259728.4699454234378573,106.3406334058006094
2021-04-18T17:00:00+00:00,267062.3204185016496354,268973.4699454234378573,99.2894654155632622
2021-04-18T23:00:00+00:00,241838.6279637713066354,294806.2146844432348573,82.0330834011190202
2021-04-19T01:00:00+00:00,291086.6324409627326354,244820.7924921037828573,118.8978393043765530
2021-04-19T04:00:00+00:00,279881.9614729500136354,256053.7149624047258573,109.3059561795632950
2021-04-19T05:00:00+00:00,255252.1118136261886354,281053.7149624047258573,90.8196896980244862
2021-04-19T14:00:00+00:00,248670.7085836189640578,287806.2885933015510172,86.4021108777838447
2021-04-20T03:00:00+00:00,278186.5662535401410578,257783.8290320479400172,107.9146691621822844
2021-04-20T06:00:00+00:00,246319.4766355534890578,290250.5766480236670172,84.8644228308480408
2021-04-20T09:00:00+00:00,222262.9449203756540578,315250.5766480236670172,70.5035807653832057
2021-04-20T20:00:00+00:00,242110.4862719681810578,294635.7807561756750172,82.1728052345161258
2021-04-21T02:00:00+00:00,251539.3562719681810578,294635.7807561756750172,85.3729834259771326
2021-04-21T12:00:00+00:00,251539.3562719681810578,444115.6307561756750172,56.6382578887582615
2021-04-21T13:00:00+00:00,1821259.3823774723834568,1597658.5727222404400172,113.9955315530426456
2021-04-21T14:00:00+00:00,10813729.3776120674288430,11058249.3239362528405353,97.7888005672389107
2021-04-21T15:00:00+00:00,12225292.1200504152956566,11874900.5537901322115353,102.9506905314541604
2021-04-21T16:00:00+00:00,14009546.0543492366836055,15384817.6230269511045353,91.0608523131317380
2021-04-21T17:00:00+00:00,17719554.8260662686886804,16814494.9612932550425353,105.3826170031062454
2021-04-21T18:00:00+00:00,18335615.8263910012846804,18036307.5252207740125353,101.6594765904922304
2021-04-21T19:00:00+00:00,18293220.5452618051393804,18919068.3686810162945353,96.6919733507848014
2021-04-21T20:00:00+00:00,23980932.0093161454073804,22784612.63138026149672396400,105.25055833641097314357
2021-04-21T21:00:00+00:00,23752685.2531056050893804,23779405.35775185849872396400,99.88763341957353483177
2021-04-21T22:00:00+00:00,24157500.2486493071923804,24308861.57675871139351856400,99.37734094362478007006
2021-04-21T23:00:00+00:00,24353528.5779005329383804,24377209.30478368728451856400,99.90285710481836272451
2021-04-22T00:00:00+00:00,24458135.07292614684450739200,24792467.99237731381462976800,98.65147382844676500820
2021-04-22T01:00:00+00:00,24664812.11085440158150739200,25331568.72126785608262976800,97.36788266944691990064
2021-04-22T02:00:00+00:00,24317013.25036117628150739200,25685819.99850869643862976800,94.67096340227023209813
2021-04-22T03:00:00+00:00,26391832.37616623911248259200,25502873.06145531691162976800,103.48572222654585057876
2021-04-22T04:00:00+00:00,27673400.65250651926746939200,27570864.49663769763861676800,100.37190040189463788793
2021-04-22T05:00:00+00:00,28935231.00660314944907449200,26651020.47696039315421386800,108.57081826047688915155
2021-04-22T06:00:00+00:00,29340146.49873674602831349200,27372084.72005976512321386800,107.19003246849764891907
2021-04-22T07:00:00+00:00,28859516.76275285921982529200,28446180.13081127000454006800,101.45304793135963690906
2021-04-22T08:00:00+00:00,30265512.92132535266582529200,28446180.13961724015379380000,106.39570154157293011298
2021-04-22T09:00:00+00:00,31377734.45481926295821059200,29546811.91729139464379380000,106.19668390164414065314
2021-04-22T10:00:00+00:00,33869016.75585850520009809200,29549539.79684622121288180000,114.61774697240224157530
2021-04-22T11:00:00+00:00,33899563.95999605648861679200,29820435.87085836842688740000,113.67896870053453082971
2021-04-22T12:00:00+00:00,32934682.832090114033938400000000,33027164.997557460174581279000000,99.719981519836214511480438
