block_time,relayer,gas_fee,relayers_fee,fee_contract_address,hash
2022-03-24T18:32:59+00:00,\x85972458dfbf9269567b2a27c4ffc958a4f24761,0.03356457851369585400,0.05643,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xa16f21a1c3468d33a27aea7bf32b0322858c9ec57f2a0db71ea24d1cad7c9fbd
2022-03-24T18:27:13+00:00,\x85972458dfbf9269567b2a27c4ffc958a4f24761,0.02988649930093501700,0.0430925,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xde2ed4ba4c309a0cc66a73d42bc0fced4fb7a5ec1038ba1836ad0140f6242ddf
2022-03-24T18:26:42+00:00,\x6289c8a70ee2ed6914834caea431f9a82c7eaf70,0.03004248328349650200,0.0419925,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xa4a024d561587daa27e5294e323d4340effbf4befbba254878632551ade17663
2022-03-24T17:56:41+00:00,\x3e9979106da74afb64b866218aeb47f224a312bb,0.02757378111483605000,0.07999,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x992485a6c0bb9d941d507cb8b1e8c66c0f766fc3e1c9d26238bf9f5cf64ee780
2022-03-24T17:51:01+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.03411038840914943000,0.043498,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x250b53ddfcc02dce2184eafb1bbcfb8141ad611c63e3aeb8f9d539b745e12d00
2022-03-24T17:36:28+00:00,\x28f1a9b8e3941c0909059eb84e5834154a99e0fc,0.02721182268824690600,0.0786515,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xcfc3c85e2256edf0426d0b76b356cfa73292435e7a2df98cc83bddafa93b53e1
2022-03-24T17:35:20+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.03286001554315553200,0.0589405,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xdbb515dd291caf5d5b1eff7ae702d7204110ebe9d97c6e77bfa6da1160f6c439
2022-03-24T17:34:24+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.03835432538213616000,0.0645065,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xb9c3279487af2621ba9baa387f2aa3216a637901ecc899811b7d11e204235abd
2022-03-24T17:34:24+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.04072007191863024000,0.0963965,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x494e7a80396ed11873505a0f8e120bf12f22e9f7281702747a21b2c7a0a7f265
2022-03-24T17:32:40+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.03932304733180147600,0.070111,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x8f0e4f35fd5355d1b913a5d15f389cf8e6dcb32c4a47c55f55e222be5bf59be5
2022-03-24T17:31:21+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.04370669677655376200,0.0714145,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x4611393c574144f837e27f495896b6e018cdbd61aad04b4d6c2396a5e7434737
2022-03-24T17:29:02+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.03547151769890081600,0.063302,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x1d19e21a965fd0a7f6ae3c794e970e2d444a7ac32f725958e59f2d9df77291be
2022-03-24T17:15:31+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.02859074886499945000,0.05192,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xbb229f08e7c0d3af024526252effb3681f37632b5de0b6bd048f3bb711adcce3
2022-03-24T17:14:37+00:00,\x644d4f3b293a7fc86eb4efb6bd2439f7603c991d,0.03273230341564102200,0.092428,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xd894e03c8e17e1f14fb20035092d3abf5d1bd36ffd1da0d8605ca7acb7cb0b05
2022-03-24T17:09:05+00:00,\x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.03828417817569803000,0.0826815,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x40c5e38a71790beab5d8c06675c5381b4ddd736d87ceafb1911dc76082034e71
2022-03-24T17:00:51+00:00,\x644d4f3b293a7fc86eb4efb6bd2439f7603c991d,0.02810287842132079800,0.0479155,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xd4a4aa291c99cc7eed9ee2fa1e704a3a8bc54f5bc824f3ed773dc12694e5942d
2022-03-24T16:59:56+00:00,\xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.03120241696074300000,0.0394015,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x14dcec3842c5e4baae3a01972d11e41207858841e79e54bce30632681b0e8929
2022-03-24T16:48:50+00:00,\x3e9979106da74afb64b866218aeb47f224a312bb,0.03095517940875119000,0.0766955,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x09a051762a8549e0f0b1c3a111213e154d66a9ca1cd59634ea99ba6c148845e1
2022-03-24T16:36:37+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.03372516773347668800,0.070558,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xd36b1a74aeaf18955a702e7a04054b6ae4616d2175756d9648054c6f3706ac66
2022-03-24T16:33:11+00:00,\x3884e9b1e2b0f8d00666c9767b5602b709eeee06,0.04457797959380360400,0.064163,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x0f57770401b933800aed6c976f6409789db433f32381bf84ca06ab610e43626a
2022-03-24T16:19:09+00:00,\x7ba6781620c91676b070d319e7e894bfd4a9ec81,0.03838128867567645000,0.1029415,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x5b4221cf3045894e87dd2734a5a0dd533091244dbe4a5daad9424aba090d2039
2022-03-24T16:15:54+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.06839785813951944000,0.1521535,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x4a1d0ab5a23bcf929b0b0733269ef0f5efaf454f85e193bcc606d7d8b2357cf3
2022-03-24T16:03:47+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.04445061558058951200,0.0508405,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x63db02be92f9dd3bdb63f2fb0a2d5d43b2460ce36128eb5112056aaa7c183fc4
2022-03-24T15:56:38+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.02759672489047446000,0.0659205,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xe632e5fac2e7083db9bfc2fd51abcf618ac452da8f28b64111dd68e0ff744e30
2022-03-24T15:55:17+00:00,\xe939c61acd8bd30366435c6b1033251117851b03,0.02023035645429219600,0.047025,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x3f96324da603810296e4f09c8220e1668f2528a417f51950c72c8ff5228348d2
2022-03-24T15:52:38+00:00,\xb9c612760dc5456e5979393cfe4ab1ff270ae9e5,0.03063114782706792600,0.0396575,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x7035d15eb3b33bb1bcf8cec0d177e8a9689f0a9a526289d778641aadceb2941c
2022-03-24T15:47:46+00:00,\x7ba6781620c91676b070d319e7e894bfd4a9ec81,0.02553023669669001800,0.350205,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x16eb2b193476699aa8f0cfb3de4a01f9d43f9d71eea162affdcf381cb4e057a7
2022-03-24T15:42:46+00:00,\x644d4f3b293a7fc86eb4efb6bd2439f7603c991d,0.02106931576178502000,0.0779465,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xbeca6a63d97b8b298fffb4e9e880ad7c61677e9c1c6e46e81b6b63be3253a01f
2022-03-24T15:20:07+00:00,\xd6187b4a0f51355a36764558d39b2c21ac12393d,0.02191349864568909600,0.3461075,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x48ba556d1b6445d3ceb2fb38fc971572061df66866c6ef273a0ebf14df4fa0e8
2022-03-24T15:17:17+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.02689933253739949000,0.0832955,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x92fb282fa288f7a1473ad4faabf72cef8efa6254be27ab2bd888f127381f3da8
2022-03-24T15:15:57+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.02650436165026553000,0.0874975,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xaeb31e138cd78b431d43e89af2037336444f40a8826f40c624e6dc6cb026f7a7
2022-03-24T15:14:53+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.03201845051561116200,0.0780265,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x106e9f04b8c437eb5befa03cc4793be1a47382d15c49fc3efac0d8bc621cb27a
2022-03-24T15:14:53+00:00,\x3884e9b1e2b0f8d00666c9767b5602b709eeee06,0.03201845051561116200,0.051414,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xb0b46977cfd93e5a823f6adf0bd3414239eee9ff1d77fde3e3ddbf7ceec4ba32
2022-03-24T15:12:50+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.02713271439477230000,0.0685225,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x308b446a0c3ddcea942bb26c4b8a79dfaa428c9a57f0dcb3c0d5207038f48e22
2022-03-24T15:10:23+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.02067724979926956000,0.0664655,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xa2b3ec0dda1c28552fb7de3c418e884a9998e23f0607b1187a46614a6f035b84
2022-03-24T15:00:23+00:00,\x9c8c81f3f5c19dffee7257dd7477b8ef6e405e82,0.02417843835120529800,0.0343475,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x586d4775172488f648b87c61594b9456f67f8b9ce935157469136ed6909b535a
2022-03-24T14:51:35+00:00,\x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.03175548338034098000,0.049698,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x118eb75cec780c5cadd9f6714d6b3eaf92b2438da1d7c81450b45a5da7c637ed
2022-03-24T14:51:16+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.04249517565285304000,482.9386639034935,\x6b175474e89094c44da98b954eedeac495271d0f,\x02dee614f05cc7b47d343640f0b47d9ee12b00d6632426b8699cbc23951ab84b
2022-03-24T14:50:31+00:00,\x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.03014312310922752200,0.052459,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x7c00e6476e1afbdf308f3c7ead3c3d20c8cdfb25cc71c86d776de9652eeecb6b
2022-03-24T14:49:34+00:00,\x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.03132495420337952400,0.0524645,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x8dd1984ab94b15e391f6ad1e7017f1295e58ad2d0a347201c757700e72d20e14
2022-03-24T14:45:53+00:00,\xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.02739778227080175600,0.0612485,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xc22eb1c37513c672d744c23f262c87cd6d366a4cc78e8cf5da96e5df59c8d864
2022-03-24T14:45:53+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.02739701889937280400,0.0307545,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x6990437efe5bbdac7214fa2cef4d2defd4d7b2969062c832913190a2b33e680b
2022-03-24T14:43:15+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.02094960624987903000,0.0304445,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xd8fd9f327bb4852773991f1819ce6f04921f015ee02ad3879de33568b50f8732
2022-03-24T14:08:55+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.01506498753172021600,0.056249,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x7609f91ef2eaefa00a350c223add794b9496c06d7579e12fd843d37fcda4a981
2022-03-24T13:59:48+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.01241357672904480000,0.020686,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x44f677cc2b20a6bda8b0df033654193afaf434f66fe490c8d3160d621506b89d
2022-03-24T13:59:48+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.01184979984156582400,0.023039,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x8b0f3eb68bf596af0024b8f93da05cdf6a694d3e5a7b78c447141677cf9fe044
2022-03-24T13:58:45+00:00,\xc6c86aa348eaa0ef1b6f8da90c279b670e67a55d,0.01253851703558790000,0.0238195,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xd209d1a7d45e72ffb4dbbb53f23c6adafbe411d859514a03f8af924fc5480f8d
2022-03-24T13:53:08+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.01254382009580275000,0.0322735,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xbd3a152915371eef8a0ef52477d4fcef5ec8f5ba65d24e3687088e73de8b05b2
2022-03-24T13:35:26+00:00,\x6289c8a70ee2ed6914834caea431f9a82c7eaf70,0.01872041658789566400,0.033033,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x30799af1ba23cff2415fc7eff2727c59d8d1762f86e51903cc8beb9352b0bdde
2022-03-24T13:31:28+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.01997813574911592000,0.3401335,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x124582d61c0763e1bc5bea9d3b19688a6055cb80a1455781c4278a74cca0cb17
2022-03-24T13:30:37+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.01524625931653798000,0.0287755,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x5510e031863516d11f461d97b03b1edb8537bdca99182246c45d489319aa8db9
2022-03-24T13:20:29+00:00,\x6289c8a70ee2ed6914834caea431f9a82c7eaf70,0.01398658637890567000,0.026477,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x5310d374cf96e7f8f17cc0d8e2b67d335c87ce93ac2ef7ad35e4977c93cf067e
2022-03-24T13:17:47+00:00,\xb9c612760dc5456e5979393cfe4ab1ff270ae9e5,0.01196501287589790000,0.016992,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xa56b53f6a4d44547449ade85b671121e47b3faf0beeb94c9642f02873667f3ed
2022-03-24T13:14:34+00:00,\x62e142f218585827436f59997c301f7040396ad4,0.00924621994644793000,0.021125,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x6a19e937da373c955f93d2e9bb78620ef1415b4672a4a532d7a8daacdd3a29ed
2022-03-24T13:05:31+00:00,\x49136693081f2c18e2cf14428dd78cd90a22dc1f,0.01216739830599837000,0.021912,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x94a7b775b3bcd299ea3c42a0c50230b521cbbdd3706a3e56d4efd68ef95aee82
2022-03-24T12:57:29+00:00,\x6289c8a70ee2ed6914834caea431f9a82c7eaf70,0.01622511572808157200,0.0548735,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xcd9091d7671023b27f8b8df063b474c105b4827d12032eeeaa11f8d1a0270f68
2022-03-24T12:54:14+00:00,\x0f75c6bfaf436eba0cb977dcdfb0f30b57ff9d05,0.01505595594921975900,0.0236515,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x240e3da182de75c84231cb7dcd04f85edfc110490090cdba7ad55116b52e2dee
2022-03-24T12:41:01+00:00,\xb9c612760dc5456e5979393cfe4ab1ff270ae9e5,0.01256089660905807100,0.020309,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x32a3e628c48cdfd870adcd78669539d49c23fce6b8f398173adb182cd1018b0c
2022-03-24T12:39:15+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.01311943772233047600,0.0192965,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x03363471f34596679004d118697513201bb738cfe7d575a493aba816848d7d1e
2022-03-24T12:37:04+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.00961449094648116100,0.0173445,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x5653391ae19c11c7a02f28cdc458dd19b9716d3cb51e66d561b3d240fb6c8412
2022-03-24T12:34:06+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.01265980022156690200,0.0207765,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x2801cc0e210181092fef4fa9994a6a0ce17752162363e7fe9b74ababfc50269f
2022-03-24T12:30:11+00:00,\x3884e9b1e2b0f8d00666c9767b5602b709eeee06,0.01283333548925236000,0.0248935,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xa3a4969355a20f1b4d4c7acc931dd1d69ee33f03740e60fa8daf24536ba46124
2022-03-24T12:29:30+00:00,\x3884e9b1e2b0f8d00666c9767b5602b709eeee06,0.01576381044152331200,0.026791,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x6130ff60d4f4efc54a4ed641512ee7b475c91c727ff2764b6659b41c686989ae
2022-03-24T12:25:19+00:00,\xa0f0287683e820ff4211e67c03cf46a87431f4e1,0.01395214971404104600,0.052668,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xfdb693333ea8dc6a84c335cf161d8e72b633a97ffd7c2ffbdd5a85d2d019caa5
2022-03-24T12:18:28+00:00,\xc6c86aa348eaa0ef1b6f8da90c279b670e67a55d,0.01079834148022473000,0.3232395,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xcd39de2fe077b11bd64fca45a013bd556fed9fcf2dcd30a61d486fc7f73007cc
2022-03-24T12:16:47+00:00,\x85972458dfbf9269567b2a27c4ffc958a4f24761,0.00823546742362001000,0.3429745,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x6068c5c06e21d9e2b6f937c988a33cf5602f594c8a5969939d8c7b2f8d0df7e0
2022-03-24T12:15:09+00:00,\x3884e9b1e2b0f8d00666c9767b5602b709eeee06,0.00988109526857791200,0.04438,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x8ebfa72ecba145a2906ce116254baebaa04addf0293a9d4dacea9b9cbecc42f8
2022-03-24T12:05:26+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01243247654273770600,0.332194,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xbb496941fde53d7cfbc024f0f50bc97b87a03176fce57f76639a5ad8aa2d7b5c
2022-03-24T12:04:15+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01346014442938327400,0.333096,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xe731099aaebbb877fc120bf8f9d7f1b45ac1dcb94df66560ca0b105f7a271ffa
2022-03-24T12:02:32+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01196759455785370400,0.334449,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x66ba0bf446d3c133e689d5fdfb90e071c59e51d9b9c8bc9bd85e9573c6f268df
2022-03-24T12:02:31+00:00,\x9f9f98e28456eeefc4af1c990a170e2b0d2d6027,0.01305498298884552600,0.0538345,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xa10cc4bf12245b87c55c7ac22274297f89f82e000516b4497ae5eb168c12833b
2022-03-24T12:01:44+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01321131358279069000,0.332205,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x85724d1bc1bd26a4f0c7e577f7a020f189f47462aa42b28bfb2ee37217cc42cb
2022-03-24T12:00:21+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01197535365305355200,0.3330465,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xbc40ebe1dd919806da8e2b90f435aec42fa3fa66483b02bb46a1de3dadcb6b30
2022-03-24T11:59:42+00:00,\x63606c4011e97a73bcd844cde6a38d45a728bc0e,0.01540649931358125200,0.049704,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x92677bfde709588c52dc98f83bd6fafd14f8ffbd818d4afddd56490da9bfc2cf
2022-03-24T11:59:42+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01540695501706454000,0.332304,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x36d2d12185be45aab2aff15eb34cb9fb608dd1578fa7d01d78ad0ffd5cbe98f1
2022-03-24T11:58:47+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.01448859488453610000,0.3330465,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x6c5351393e93fd59b054d881daed5947b8fd0799b28ccc3b7ff9cd688f9686a1
2022-03-24T11:57:39+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01177876553985511400,0.048494,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xb3da3b470ee15ea3e2f0da4fe424242c9b6a5795ad8ebbea73937cd4ca6e2100
2022-03-24T11:57:39+00:00,\x63606c4011e97a73bcd844cde6a38d45a728bc0e,0.01177911395016870200,0.048494,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xede44c67da331cdfb345615740407237e1ccdd0c5ae963597f27b8cf2f7385c3
2022-03-24T11:56:06+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01076836205056362000,0.0577175,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x56b990c58f2ee5456ee78385420a4cd5c05990579bbb4ab49414a150c2d211fa
2022-03-24T11:55:55+00:00,\x63606c4011e97a73bcd844cde6a38d45a728bc0e,0.01098567564048484600,0.3366215,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xd3b8f38d61f5b39587f806e4b1839408f70884d30597d47f9bc6467ec35d7651
2022-03-24T11:53:26+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.01631563461320073000,0.0577065,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xc7d68efc89de0e836a99cf2f332a88d2309495a4ee5eedf1ddcef6a4596b3947
2022-03-24T11:52:09+00:00,\x63606c4011e97a73bcd844cde6a38d45a728bc0e,0.01951960629302164800,0.058383,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xf69c90bf48ebed68ba38042383d70c33c648b3927cce952fabceaa5bebf43363
2022-03-24T11:48:24+00:00,\x6289c8a70ee2ed6914834caea431f9a82c7eaf70,0.01855099924842449100,0.025819,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xeaf126ffbbd98b8fd42745df6cf503b4d57fa26ba450ddb618d32ac5a1e8e524
2022-03-24T11:39:31+00:00,\x78c88ff43cd503316e8a15b6d92b2ebfa73802b2,0.01258347608647030800,0.0197555,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x9f6db30e400bb6578d45d363b8eb929feb8f34cf9d53af617d5f31f5f412e6d7
2022-03-24T11:36:47+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.00917953909746325800,0.015832,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x03cf99289a650f3b0184bbcd3cf78e35533a3672f90aa4ed12d8b2bde43ab728
2022-03-24T11:35:35+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.00885741529107303300,0.014875,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xdf0b5fa4abfe838cf7db15161f8d2705aadb55104ef3124aaf026a281123300c
2022-03-24T11:34:16+00:00,\x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.00919690201410431100,0.017053,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\xb241eb0de6eac0c52a938c9e5c869b28f66123072a1143df1c53fac5f696516f
2022-03-24T11:25:48+00:00,\xf18673ab6eb72937607aa8388b8f7aa0ac3a0d32,0.00853877454034843800,0.3288665,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x62748e814d43c2e873f503e1723eeae97118e019622baf235e197954c4c5b8bc
2022-03-24T11:01:53+00:00,\xaf02873d7df5f3e6d5ff42f622f4e138a68208e7,0.01501101890488531800,0.052507,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,\x2a9d19ac1bffd326d1c3dea9e352ac29fd327663a079b19eba432b38ff695495
