snapped_at,price,market_cap,total_volume
2021-02-08 00:00:00 UTC,203.66849688483097,0.0,2964427.5343253445
2021-02-09 00:00:00 UTC,203.66849688483097,0.0,2964427.5343253445
2021-02-10 00:00:00 UTC,270.39984424379475,44083675.83969325,65265156.11274845
2021-02-11 00:00:00 UTC,211.19376979554343,53169925.38816056,24907671.88607988
2021-02-12 00:00:00 UTC,236.9028959523997,60492075.74221736,17372999.647888474
2021-02-13 00:00:00 UTC,264.7002065224138,65195765.54186307,18490118.638875276
2021-02-14 00:00:00 UTC,380.7456336953725,104106112.36442542,41871377.76838886
2021-02-15 00:00:00 UTC,360.6124935985084,98963167.35083167,18485226.23807273
2021-02-16 00:00:00 UTC,350.8337641518622,99174078.86432034,20969694.84749344
2021-02-17 00:00:00 UTC,335.1169026897064,95189549.65050869,11452296.814778298
2021-02-18 00:00:00 UTC,315.2259019634906,90398984.45798977,12566357.425232032
2021-02-19 00:00:00 UTC,296.1642375188944,84672015.43301965,18744016.479974214
2021-02-20 00:00:00 UTC,320.2717298644871,92878356.52171427,20415934.969015453
2021-02-21 00:00:00 UTC,333.9393848847778,97937284.61832291,13096320.07319828
2021-02-22 00:00:00 UTC,408.1455552977161,121146227.00008132,17541547.893614776
2021-02-23 00:00:00 UTC,383.405771395316,114162749.26330899,14224922.12398133
2021-02-24 00:00:00 UTC,294.4673372995672,88821423.8947175,10721674.846151114
2021-02-25 00:00:00 UTC,308.0326602793791,94597708.32803045,16253030.077820277
2021-02-26 00:00:00 UTC,284.1116845668967,85863201.15313376,12037836.167007295
2021-02-27 00:00:00 UTC,248.2354133502604,75432077.68625602,13717585.112686392
2021-02-28 00:00:00 UTC,247.43060250595798,75397743.6301354,10738834.945156237
2021-03-01 00:00:00 UTC,205.37054936651174,65919204.754178606,15466752.982436605
2021-03-02 00:00:00 UTC,203.32078929504104,65566418.92219444,12850492.749603836
2021-03-03 00:00:00 UTC,183.1924680633225,61186961.24612985,9724572.169091556
2021-03-04 00:00:00 UTC,211.71011200719815,71372247.91681468,18786852.102989566
2021-03-05 00:00:00 UTC,194.63846294048037,65345801.98842284,10162949.653443761
2021-03-06 00:00:00 UTC,186.78123415570772,62704130.397049665,10129173.148810122
2021-03-07 00:00:00 UTC,189.7950721634567,64030146.18393948,6842749.492554908
2021-03-08 00:00:00 UTC,185.10815323125786,62381728.779414475,9083167.114348365
2021-03-09 00:00:00 UTC,176.0919408882885,59548388.33359075,16074638.411837244
2021-03-10 00:00:00 UTC,165.67220986806032,56212130.53541613,9572041.772615701
2021-03-11 00:00:00 UTC,166.15157643653274,56479717.819135584,8601692.675746178
2021-03-12 00:00:00 UTC,143.38543550383622,48322491.93147037,7157934.333929872
2021-03-13 00:00:00 UTC,130.73976927277164,44473256.4513236,12543627.642289944
2021-03-14 00:00:00 UTC,162.86500623379933,55730207.186435744,9783440.519127673
2021-03-15 00:00:00 UTC,190.91208663840652,65809130.651570365,14290406.751954375
2021-03-16 00:00:00 UTC,170.63364416894072,58494610.5940438,11461794.773625731
2021-03-17 00:00:00 UTC,184.1772008822777,63210144.88873619,8385917.575404326
2021-03-18 00:00:00 UTC,175.61777157904882,60269878.301916815,7385718.182950692
2021-03-19 00:00:00 UTC,172.25726964240786,59279325.092978746,6467167.391958814
2021-03-20 00:00:00 UTC,182.57807826607205,62581274.57608339,7459266.542689324
2021-03-21 00:00:00 UTC,173.0081178516187,59557127.814799905,5728367.877673914
2021-03-22 00:00:00 UTC,161.03417240015892,56027435.393110685,5044350.747980837
2021-03-23 00:00:00 UTC,152.74746882662677,52919352.47314749,7020934.1196034895
2021-03-24 00:00:00 UTC,147.33541152505643,50881615.36553328,5891905.367824004
2021-03-25 00:00:00 UTC,139.13699627642146,48613153.23371189,5979662.4769876255
2021-03-26 00:00:00 UTC,137.09132313103754,47341290.58508177,5890928.444213752
2021-03-27 00:00:00 UTC,154.99748100073214,53506910.218571134,5782223.718447187
2021-03-28 00:00:00 UTC,157.71805513443212,54604317.47809378,6762399.85662718
2021-03-29 00:00:00 UTC,161.72831388242474,56027128.58030832,8106352.121516164
2021-03-30 00:00:00 UTC,162.2841371976512,56375308.64054334,7921286.581680909
2021-03-31 00:00:00 UTC,159.67754347149125,56042210.9464216,6714784.933447741
2021-04-01 00:00:00 UTC,111.0269995320532,49566834.356265835,46413570.940454185
2021-04-02 00:00:00 UTC,105.0388564549903,50158545.07938699,16370832.677137293
2021-04-03 00:00:00 UTC,101.12891731152811,50022682.15713587,11883356.5546667
2021-04-04 00:00:00 UTC,94.27600902810079,48254862.51637853,10332309.26595602
2021-04-05 00:00:00 UTC,120.38762598088186,62806117.62355952,17846716.877891235
2021-04-06 00:00:00 UTC,145.93996903341252,77603257.75666837,21790039.306935664
2021-04-07 00:00:00 UTC,153.77790903921795,81411184.76979838,22349779.502183624
2021-04-08 00:00:00 UTC,127.4333844109595,68764761.61690743,14273219.211607192
2021-04-09 00:00:00 UTC,132.02938118644136,71312874.39082953,10664064.456382653
2021-04-10 00:00:00 UTC,127.85453421639649,70209590.88167551,7445884.347287616
2021-04-11 00:00:00 UTC,123.41119797896278,67724549.34223911,7837389.349262049
2021-04-12 00:00:00 UTC,125.33464164085335,69400061.13721062,6757836.314301672
2021-04-13 00:00:00 UTC,127.75423795841253,71455102.20108648,7600351.923149436
2021-04-14 00:00:00 UTC,127.1784729418222,71309550.88072489,7436714.5119161885
2021-04-15 00:00:00 UTC,115.39044392834127,65133962.076169446,8455405.470140789
2021-04-16 00:00:00 UTC,123.17502784674758,70694267.52025224,8105141.2717002
2021-04-17 00:00:00 UTC,117.80187867867673,68006799.90774108,6675303.645671937
2021-04-18 00:00:00 UTC,108.0834357518456,63331213.16440756,8565789.153848687
2021-04-19 00:00:00 UTC,105.80521882478364,61483204.20475285,10743765.221682461
2021-04-20 00:00:00 UTC,108.7951774127994,103618468.0444603,10552726.528373407
2021-04-21 00:00:00 UTC,131.93841301893062,126114452.737628,18349364.428232215
2021-04-22 00:00:00 UTC,115.06040430234115,110727445.00390992,9195088.056317406
2021-04-23 00:00:00 UTC,120.28065061724452,115233772.54719141,11408638.682687687
2021-04-24 00:00:00 UTC,107.6925672228247,102948638.93821003,9047998.733711116
2021-04-25 00:00:00 UTC,98.03836621785294,95563689.24574216,6669216.747761951
2021-04-26 00:00:00 UTC,97.2312770695115,94182116.24422833,5893431.350769083
2021-04-27 00:00:00 UTC,106.0286336296425,103235084.87276106,5475824.813405241
2021-04-28 00:00:00 UTC,109.42264063770214,105950985.87818646,6583047.517377042
2021-04-29 00:00:00 UTC,114.14123285794979,111669195.28055659,10244532.85133948
2021-04-30 00:00:00 UTC,115.65687826846474,112804644.2995447,6613426.321941798
2021-05-01 00:00:00 UTC,119.22561546691622,117371987.50123692,7497973.357245876
2021-05-02 00:00:00 UTC,116.99264269622769,115107897.59967111,7310811.857297989
2021-05-03 00:00:00 UTC,125.73849652525062,124133049.55068354,9439879.401533736
2021-05-04 00:00:00 UTC,136.90325441754243,135824514.39627522,8776224.919571698
2021-05-05 00:00:00 UTC,128.14805239079323,129132653.94951583,12735318.59314302
2021-05-06 00:00:00 UTC,144.39666302129584,144621020.2913755,13057589.861908259
2021-05-07 00:00:00 UTC,133.85189355196707,133600143.16608699,8546483.836945387
2021-05-08 00:00:00 UTC,127.34211230977365,127109884.39144963,6701317.146139554
2021-05-09 00:00:00 UTC,133.10502240708772,132488335.79898742,8930695.868948719
2021-05-10 00:00:00 UTC,129.93579919422905,130705427.23661251,5865303.484739981
2021-05-11 00:00:00 UTC,115.60917222699969,115301810.052649,8934495.673610859
