time,open,high,low,close
1625011200,7.936,8.186,7.251,8.158
1625097600,8.159,8.165,7.174,7.425
1625184000,7.409,7.531,6.971,7.423
1625270400,7.428,7.709,7.254,7.62
1625356800,7.617,8.233,7.367,7.934
1625443200,7.933,8.24,7.219,8.078
1625529600,8.078,9.515,8.061,8.981
1625616000,8.982,9.726,8.745,8.778
1625702400,8.776,8.794,7.803,7.893
1625788800,7.899,8.6,7.619,8.409
1625875200,8.412,8.61,7.833,7.99
1625961600,7.988,8.4,7.82,8.15
1626048000,8.155,8.276,7.428,7.635
1626134400,7.635,7.673,6.921,7.135
1626220800,7.135,7.376,6.725,7.123
1626307200,7.123,7.428,6.609,6.724
1626393600,6.719,6.888,6.324,6.347
1626480000,6.344,7.499,6.296,7.499
1626566400,7.498,8.03,7.019,7.082
1626652800,7.085,7.15,6.472,6.646
1626739200,6.647,6.752,6.019,6.291
1626825600,6.29,7.177,6.13,7.093
1626912000,7.094,8.3,7.029,8.236
1626998400,8.233,8.628,7.65,8.594
1627084800,8.6,8.6,7.872,8.031
1627171200,8.035,8.336,7.727,8.331
1627257600,8.325,9.627,8.249,8.277
1627344000,8.27,8.554,7.813,8.19
1627430400,8.183,8.504,8.018,8.166
1627516800,8.165,8.294,7.97,8.176
1627603200,8.176,8.537,7.837,8.468
1627689600,8.461,9.01,8.212,8.863
1627776000,8.867,9.205,8.351,8.485
1627862400,8.485,8.72,8.279,8.345
1627948800,8.346,8.464,7.871,8.089
1628035200,8.09,8.886,7.95,8.76
1628121600,8.757,9.659,8.18,9.632
1628208000,9.631,10.122,8.986,9.815
1628294400,9.815,10.689,9.709,10.346
1628380800,10.347,10.486,9.199,9.391
1628467200,9.388,10.145,9.04,9.805
1628553600,9.805,10.639,9.583,10.377
1628640000,10.378,12.149,10.354,11.208
1628726400,11.207,12.192,10.507,12.142
1628812800,12.142,12.592,11.79,12.57
1628899200,12.57,12.869,11.8,12.206
1628985600,12.208,12.73,11.478,12.613
1629072000,12.609,13.504,11.922,12.56
1629158400,12.556,14.472,12.034,12.583
1629244800,12.585,13.362,11.981,12.559
1629331200,12.545,14.25,12.041,14.007
1629417600,14.004,14.711,13.534,14.671
1629504000,14.668,14.85,13.473,13.664
1629590400,13.674,14.08,13.09,13.764
1629676800,13.766,14.203,13.547,13.798
1629763200,13.784,13.939,12.195,12.329
1629849600,12.312,12.63,11.54,12.257
1629936000,12.254,12.511,11.154,11.625
1630022400,11.61,12.273,11.236,12.22
1630108800,12.22,12.295,11.592,11.782
1630195200,11.785,12.054,11.136,11.595
1630281600,11.6,12.193,10.978,11.529
1630368000,11.524,12.311,11.142,12.053
1630454400,12.056,13.94,11.684,13.849
1630540800,13.85,13.939,12.904,13.099
1630627200,13.109,13.584,12.76,13.075
1630713600,13.079,13.325,12.82,13.096
1630800000,13.099,14.294,12.969,14.276
1630886400,14.278,14.307,13.206,13.618
1630972800,13.615,13.811,9.343,10.913
1631059200,10.913,11.649,10.072,11.349
1631145600,11.349,11.925,10.932,11.008
1631232000,11.001,11.398,9.8,10.131
1631318400,10.132,10.883,10.053,10.574
1631404800,10.577,11.945,10.326,11.865
1631491200,11.872,12.068,10.026,11.075
1631577600,11.075,13.25,10.97,13.208
1631664000,13.207,15.55,12.6,15.164
1631750400,15.16,16.2,14.36,14.91
1631836800,14.923,15.245,12.314,12.518
1631923200,12.516,13.301,12.103,12.705
1632009600,12.696,12.724,11.752,12.052
1632096000,12.044,12.102,9.9,10.333
1632182400,10.307,10.883,8.887,9.229
1632268800,9.227,10.678,9.06,10.514
1632355200,10.506,10.932,10.12,10.636
1632441600,10.63,10.648,8.901,9.671
1632528000,9.67,9.876,9.063,9.511
1632614400,9.505,11.57,8.5,11.391
1632700800,11.395,11.966,9.959,10.009
1632787200,10.004,10.423,9.6,9.675
1632873600,9.675,10.087,9.229,9.508
1632960000,9.508,10.177,9.453,10.156
1633046400,10.157,10.97,10.043,10.827
1633132800,10.827,11.3,10.489,10.89
1633219200,10.89,11.183,10.654,10.821
1633305600,10.823,10.823,10.057,10.367
1633392000,10.373,10.871,10.278,10.83
1633478400,10.835,10.978,9.882,10.53
1633564800,10.527,11.1,10.223,10.784
1633651200,10.785,11.521,10.657,10.743
1633737600,10.743,10.977,10.571,10.948
1633824000,10.944,11.138,10.181,10.254
1633910400,10.25,10.851,9.98,10.33
1633996800,10.331,10.343,9.657,10.044
1634083200,10.052,11,9.739,10.261
1634169600,10.264,11.2,10.097,10.772
1634256000,10.765,11.336,10.351,11.089
1634342400,11.089,12,10.88,11.398
1634428800,11.398,11.797,10.69,11.136
1634515200,11.139,11.338,10.704,10.801
1634601600,10.8,11.035,10.462,10.721
1634688000,10.722,11.599,10.475,11.537
1634774400,11.533,11.715,10.793,10.895
1634860800,10.899,11.372,10.572,10.69
1634947200,10.693,11.059,10.52,10.987
1635033600,10.988,11.143,10.228,10.534
1635120000,10.533,10.778,10.482,10.765
1635206400,10.767,12.2,10.742,11.377
1635292800,11.378,12.25,10.11,10.149
1635379200,10.149,11.04,10.073,10.974
1635465600,10.975,11.8,10.875,11.462
1635552000,11.463,11.47,10.801,11.074
1635638400,11.088,11.287,10.57,10.901
1635724800,10.885,13.128,10.541,12.742
1635811200,12.732,13.48,12.073,12.123
1635897600,12.123,13.45,11.87,13.441
1635984000,13.44,13.444,12.048,12.939
1636070400,12.937,13.28,12.113,12.142
1636156800,12.142,12.217,11.3,11.845
1636243200,11.843,12.27,11.55,12.097
1636329600,12.093,12.329,11.922,12.301
1636416000,12.302,12.442,11.95,11.971
1636502400,11.976,12.263,10.412,11.086
1636588800,11.087,11.422,10.905,11.141
1636675200,11.139,11.392,10.551,10.978
1636761600,10.978,11.225,10.645,11.183
1636848000,11.184,11.299,10.768,11.049
1636934400,11.049,11.219,10.317,10.348
1637020800,10.348,10.348,9.1,9.651
1637107200,9.658,10.106,9.506,9.741
1637193600,9.743,10.143,8.611,8.798
1637280000,8.79,9.338,8.596,9
1637366400,9.002,9.242,8.695,9.045
1637452800,9.046,9.17,8.67,8.733
1637539200,8.738,8.773,8.055,8.23
1637625600,8.225,8.667,8.129,8.365
1637712000,8.371,8.463,7.82,7.945
1637798400,7.946,8.18,7.87,8.004
