hour,eoa,otherContract,stabilityPool,uniswapV2,uniswapV3,curve,d4
2021-07-16T01:00:00+00:00,1996392.043336967660292590000000000000000000,696454.844898829950811539000000000000000000,652554116.820852977051149960000000000000000000,38210.9937412766787783710000000000,783327.134266766643315621000000,91527057.643815000696936549000000000000000000,2523503.084070508462694281000000000000000000
2021-07-16T02:00:00+00:00,1996857.636937369768971887000000000000000000,696579.740222470598946942000000000000000000,652554116.820852977051149960000000000000000000,38210.9937412766787783710000000000,812753.385001809159605021000000,91494676.103151701570851749000000000000000000,2525867.885074722315674981000000000000000000
2021-07-16T03:00:00+00:00,2007057.859269767037147387000000000000000000,696629.762729031188936942000000000000000000,652550178.506419567026449060000000000000000000,38210.9937412766787783710000000000,826484.069639303733605021000000,91480945.190905736208851749000000000000000000,2529806.204784205860200381000000000000000000
2021-07-16T04:00:00+00:00,2007295.866709098319913587000000000000000000,696766.839287154132090742000000000000000000,652590178.506419567026449060000000000000000000,38210.9937412766787783710000000000,896465.320021816864605021000000,91480945.190905736208851749000000000000000000,2459849.954401692729200381000000000000000000
2021-07-16T05:00:00+00:00,2007094.732917167127493187000000000000000000,696766.839287154132090742000000000000000000,652589177.716419567026449060000000000000000000,37903.0575332078711987710000000000,896465.320021816864605021000000,91326965.335394819063851749000000000000000000,2523375.222932585851200381000000000000000000
2021-07-16T06:00:00+00:00,2372727.408078721925599287000000000000000000,696532.970268282745099842000000000000000000,652221978.916074899095449060000000000000000000,38143.0924003984252720710000000000,897438.439356610830416521000000,91326965.335394819063851749000000000000000000,2523375.222932585851200381000000000000000000
2021-07-16T07:00:00+00:00,2399147.984438164844398687000000000000000000,696574.066615920881351442000000000000000000,652193115.527992250859983060000000000000000000,38143.0924003984252720710000000000,897775.049195254969169521000000,91338965.335394819063851749000000000000000000,2523375.222932585851200381000000000000000000
2021-07-16T08:00:00+00:00,2404199.782766588987326887000000000000000000,694086.801356698835231242000000000000000000,651895988.148022711467983060000000000000000000,38143.0924003984252720710000000000,878032.169280907768169521000000,91724916.163445187351851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T09:00:00+00:00,2415402.547135431070480435000000000000000000,693481.183264106879404294000000000000000000,651195669.415384377396807560000000000000000000,38014.4531028446048129710000000000,880698.736780907768169521000000,92426169.844493934358851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T10:00:00+00:00,2420070.267032696658966535000000000000000000,693443.534091454239912194000000000000000000,651205567.891251946196807560000000000000000000,37984.3870468312299896710000000000,863990.226177734108724821000000,92426169.844493934358851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T11:00:00+00:00,2397232.651713265644966535000000000000000000,695344.084397398038092194000000000000000000,651205567.891251946196807560000000000000000000,37984.3870468312299896710000000000,853990.226177734108724821000000,92824607.459813365372851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T12:00:00+00:00,2497243.914897555552123635000000000000000000,695369.329210047636316994000000000000000000,649105567.890241533260807560000000000000000000,37984.3870468312299896710000000000,861289.650577734108724821000000,94824607.459813365372851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T13:00:00+00:00,2506921.965357247530093035000000000000000000,695333.165498023748133694000000000000000000,649095727.638150471339368960000000000000000000,37908.0703775352676421710000000000,884093.421588880987724821000000,94784207.020814908287851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T14:00:00+00:00,2503724.914807635479031842000000000000000000,695329.899065304319368887000000000000000000,648856367.487416313467368960000000000000000000,37908.0703775352676421710000000000,887293.732876008978550821000000,95023567.177244269648851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T15:00:00+00:00,2504325.757614271572988342000000000000000000,695429.918986940821883087000000000000000000,648858538.387416313567368960000000000000000000,37908.0703775352676421710000000000,959260.994261991634594321000000,94968827.677792864962851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T16:00:00+00:00,2611137.798774117568988342000000000000000000,572726.877200527700883087000000000000000000,376876429.388042880692368960000000000000000000,37908.0703775352676421710000000000,959260.994261991634594321000000,94968827.677792864962851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T17:00:00+00:00,4325585.769341645457875442000000000000000000,572726.622021582906614087000000000000000000,378861879.482841779585730760000000000000000000,37908.0703775352676421710000000000,958710.338887145088614421000000,91267280.522980229520851749000000000000000000,2455950.128739847648200381000000000000000000
2021-07-16T18:00:00+00:00,3545925.497737405263964042000000000000000000,572726.622021582906614087000000000000000000,382965567.389892376798986960000000000000000000,37908.0703775352676421710000000000,572849.657144674835977321000000,88327913.248559980801851749000000000000000000,2457150.449456209600492681000000000000000000
2021-07-16T19:00:00+00:00,2562443.443818470609000942000000000000000000,572703.089758467658084187000000000000000000,383903498.288745340889986960000000000000000000,37908.0703775352676421710000000000,610724.344473760648470321000000,88327913.248559980801851749000000000000000000,2457150.449456209600492681000000000000000000
2021-07-16T20:00:00+00:00,2557541.594201285300892742000000000000000000,572713.091485626966548187000000000000000000,383903499.288745340889986960000000000000000000,37908.0703775352676421710000000000,617825.194090945956578521000000,88208684.160367296701851749000000000000000000,2576379.537648893700492681000000000000000000
2021-07-16T21:00:00+00:00,2535522.467002537532056316000000000000000000,565450.966198084403115987000000000000000000,383874504.718445973761051586000000000000000000,37908.0703775352676421710000000000,619770.747648765986782821000000,88213040.284120163505851449000000000000000000,2606321.539083366120492681000000000000000000
2021-07-16T22:00:00+00:00,2535650.395872524038765816000000000000000000,565360.293617396655573287000000000000000000,383874504.718445973761051586000000000000000000,37908.0703775352676421710000000000,619770.747648765986782821000000,88220491.555375553655061649000000000000000000,2606321.539083366120492681000000000000000000
2021-07-16T23:00:00+00:00,2535899.184456078261335416000000000000000000,565111.505033842433003687000000000000000000,383874504.718445973761051586000000000000000000,37908.0703775352676421710000000000,619770.747648765986782821000000,88220491.555375553655061649000000000000000000,2606321.539083366120492681000000000000000000
2021-07-17T00:00:00+00:00,2525553.517030278900350116000000000000000000,565160.844803862766983987000000000000000000,383874434.438845756518238286000000000000000000,37908.0703775352676421710000000000,619841.031810757485904921000000,88141317.848230931169061649000000000000000000,2606350.149108429578300681000000000000000000
2021-07-17T01:00:00+00:00,2499459.624286169532350116000000000000000000,565160.844803862766983987000000000000000000,383844434.443101584842238286000000000000000000,37908.0703775352676421710000000000,619841.031810757485904921000000,88167411.346719212213061649000000000000000000,2606350.149108429578300681000000000000000000
2021-07-17T02:00:00+00:00,2512500.259135111739313516000000000000000000,565230.219043645751939687000000000000000000,383835314.484460407084708386000000000000000000,37696.5961954899418797710000000000,593397.573566946857525021000000,88164588.505057677462605149000000000000000000,2616350.149108429578300681000000000000000000
