hour,lusdSupply
2021-05-08T23:00:00+00:00,1530161366.731905412881016082000000000000000000
2021-05-09T00:00:00+00:00,1530202289.758930242708411182000000000000000000
2021-05-09T01:00:00+00:00,1530216049.135895300317304782000000000000000000
2021-05-09T02:00:00+00:00,1530226300.421358614815574782000000000000000000
2021-05-09T03:00:00+00:00,1530270509.777997055805439282000000000000000000
2021-05-09T04:00:00+00:00,1530272720.004409790373107282000000000000000000
2021-05-09T05:00:00+00:00,1531077186.153908271954164882000000000000000000
2021-05-09T06:00:00+00:00,1531441733.526789131411819682000000000000000000
2021-05-09T07:00:00+00:00,1532510347.294458067806880682000000000000000000
2021-05-09T08:00:00+00:00,1532894429.474158631157542782000000000000000000
2021-05-09T09:00:00+00:00,1533708019.515972792787571482000000000000000000
2021-05-09T10:00:00+00:00,1533794863.918408203211249782000000000000000000
2021-05-09T11:00:00+00:00,1532953951.327562312951436082000000000000000000
2021-05-09T12:00:00+00:00,1533041290.509405720829203082000000000000000000
2021-05-09T13:00:00+00:00,1532748358.855658815273489082000000000000000000
2021-05-09T14:00:00+00:00,1532934443.808307999848973182000000000000000000
2021-05-09T15:00:00+00:00,1533595153.533010590581123982000000000000000000
2021-05-09T16:00:00+00:00,1533676869.470905089257843382000000000000000000
2021-05-09T17:00:00+00:00,1533862793.705848196516157382000000000000000000
2021-05-09T18:00:00+00:00,1534712263.088792841865772382000000000000000000
2021-05-09T19:00:00+00:00,1535741156.348971680256921882000000000000000000
2021-05-09T20:00:00+00:00,1535773947.982951100247267182000000000000000000
2021-05-09T21:00:00+00:00,1537129119.671438203441472682000000000000000000
2021-05-09T22:00:00+00:00,1537471585.762417945766389482000000000000000000
2021-05-09T23:00:00+00:00,1548281207.850941057004666882000000000000000000
2021-05-10T00:00:00+00:00,1548544323.402347564065799482000000000000000000
2021-05-10T01:00:00+00:00,1549060514.711411378588812382000000000000000000
2021-05-10T02:00:00+00:00,1548522231.628931364487821982000000000000000000
2021-05-10T03:00:00+00:00,1549718523.349927995460475482000000000000000000
2021-05-10T04:00:00+00:00,1549480281.115911394602383582000000000000000000
2021-05-10T05:00:00+00:00,1550715929.111348070171463882000000000000000000
2021-05-10T06:00:00+00:00,1551455812.099129721933476882000000000000000000
2021-05-10T07:00:00+00:00,1553674753.622696600851913682000000000000000000
2021-05-10T08:00:00+00:00,1554066503.031639574922068282000000000000000000
2021-05-10T09:00:00+00:00,1554462118.825911315490441982000000000000000000
2021-05-10T10:00:00+00:00,1554512569.992379069870391982000000000000000000
2021-05-10T11:00:00+00:00,1554592344.879869013408623882000000000000000000
2021-05-10T13:00:00+00:00,1554522344.879869013408623882000000000000000000
2021-05-10T14:00:00+00:00,1554542419.617862122838966682000000000000000000
2021-05-10T15:00:00+00:00,1554642417.647664062711145382000000000000000000
2021-05-10T17:00:00+00:00,1553642417.647889729437145382000000000000000000
2021-05-10T18:00:00+00:00,1553723018.801194563295385382000000000000000000
2021-05-10T19:00:00+00:00,1553718118.801194563295385382000000000000000000
2021-05-10T20:00:00+00:00,1553718118.801194563295385382000000000000000000
2021-05-10T21:00:00+00:00,1553366842.653423375616991882000000000000000000
2021-05-10T22:00:00+00:00,1542844016.592198347098914482000000000000000000
2021-05-10T23:00:00+00:00,1543346042.796752073193352282000000000000000000
2021-05-11T00:00:00+00:00,1543346042.796752073193352282000000000000000000
2021-05-11T01:00:00+00:00,1543263780.098722891030990282000000000000000000
2021-05-11T02:00:00+00:00,1542766995.135164272869190282000000000000000000
2021-05-11T03:00:00+00:00,1542300986.704182575020190282000000000000000000
2021-05-11T04:00:00+00:00,1542341173.085464771341162682000000000000000000
2021-05-11T05:00:00+00:00,1541124035.921616003880622682000000000000000000
2021-05-11T06:00:00+00:00,1541154386.210295082518772682000000000000000000
2021-05-11T09:00:00+00:00,1541158505.741761468981035382000000000000000000
2021-05-11T10:00:00+00:00,1542587697.915786033467465482000000000000000000
2021-05-11T11:00:00+00:00,1543148537.537064662809848682000000000000000000
2021-05-11T12:00:00+00:00,1543168835.541279832487591482000000000000000000
2021-05-11T13:00:00+00:00,1544214269.476550908864643382000000000000000000
2021-05-11T14:00:00+00:00,1547531712.147921728793643382000000000000000000
2021-05-11T15:00:00+00:00,1547564373.630490377775087982000000000000000000
2021-05-11T16:00:00+00:00,1547564373.630490377775087982000000000000000000
2021-05-11T18:00:00+00:00,1547664169.092621586580029782000000000000000000
2021-05-11T19:00:00+00:00,1547678439.156629392910119782000000000000000000
2021-05-11T20:00:00+00:00,1548432392.346763055615619782000000000000000000
2021-05-11T21:00:00+00:00,1548481639.294113708560059282000000000000000000
2021-05-11T22:00:00+00:00,1548524138.834633969619265082000000000000000000
2021-05-11T23:00:00+00:00,1548574389.209831812781755882000000000000000000
2021-05-12T02:00:00+00:00,1548865452.125622676265771282000000000000000000
2021-05-12T03:00:00+00:00,1548865452.125622676265771282000000000000000000
2021-05-12T04:00:00+00:00,1549841318.145118210922241282000000000000000000
2021-05-12T05:00:00+00:00,1549823855.839966932170748082000000000000000000
2021-05-12T06:00:00+00:00,1549547491.907477982572569782000000000000000000
2021-05-12T07:00:00+00:00,1549101120.766553510960852682000000000000000000
2021-05-12T08:00:00+00:00,1547138220.000436842266305182000000000000000000
2021-05-12T09:00:00+00:00,1546894043.841845376155326882000000000000000000
2021-05-12T10:00:00+00:00,1547087762.557017886653247482000000000000000000
2021-05-12T11:00:00+00:00,1547110057.872978168605242582000000000000000000
2021-05-12T12:00:00+00:00,1547497935.775627926340721682000000000000000000
2021-05-12T13:00:00+00:00,1547769401.616340541092221682000000000000000000
2021-05-12T14:00:00+00:00,1549721403.659540418663085782000000000000000000
2021-05-12T15:00:00+00:00,1551946189.774001309827992082000000000000000000
2021-05-12T16:00:00+00:00,1551946189.774001309827992082000000000000000000
2021-05-12T17:00:00+00:00,1551246189.774001309827992082000000000000000000
2021-05-12T18:00:00+00:00,1551246189.774001309827992082000000000000000000
2021-05-12T19:00:00+00:00,1551296194.157636943825743382000000000000000000
2021-05-12T20:00:00+00:00,1550522699.554759483485584882000000000000000000
2021-05-12T21:00:00+00:00,1550767386.162118242612767682000000000000000000
2021-05-12T22:00:00+00:00,1550171378.634109757514962082000000000000000000
2021-05-12T23:00:00+00:00,1550208058.927775744403828282000000000000000000
2021-05-13T00:00:00+00:00,1549605787.156181021747670182000000000000000000
2021-05-13T01:00:00+00:00,1549504358.886255214532521382000000000000000000
2021-05-13T02:00:00+00:00,1544020178.671876976594545682000000000000000000
2021-05-13T03:00:00+00:00,1545631598.605639435433864382000000000000000000
2021-05-13T04:00:00+00:00,1545472056.590525459657384282000000000000000000
2021-05-13T05:00:00+00:00,1545362326.257091894387326382000000000000000000
2021-05-13T06:00:00+00:00,1543743613.879108745201429282000000000000000000
2021-05-13T07:00:00+00:00,1543854187.221658717573876482000000000000000000
2021-05-13T08:00:00+00:00,1543939809.042370228862670482000000000000000000
2021-05-13T09:00:00+00:00,1543029809.083296873145774310000000000000000000
2021-05-13T10:00:00+00:00,1543004368.480309471478229310000000000000000000
2021-05-13T11:00:00+00:00,1539786723.863948872190490010000000000000000000
2021-05-13T12:00:00+00:00,1539382806.861728646404553210000000000000000000
2021-05-13T13:00:00+00:00,1539526441.659075060809537110000000000000000000
2021-05-13T14:00:00+00:00,1551937856.326928257843905510000000000000000000
2021-05-13T15:00:00+00:00,1552139116.716209909704136710000000000000000000
2021-05-13T16:00:00+00:00,1552440818.904758473643785610000000000000000000
2021-05-13T17:00:00+00:00,1550946657.335076611116680010000000000000000000
2021-05-13T18:00:00+00:00,1550834323.169092260068568110000000000000000000
2021-05-13T19:00:00+00:00,1551361895.212375731236347410000000000000000000
2021-05-13T20:00:00+00:00,1552097381.322042304949443963000000000000000000
2021-05-13T21:00:00+00:00,1551701976.135061991144174963000000000000000000
2021-05-13T22:00:00+00:00,1557939069.420452352925574963000000000000000000
2021-05-13T23:00:00+00:00,1557987395.139606783939415763000000000000000000
2021-05-14T00:00:00+00:00,1558104448.903960095902215163000000000000000000
2021-05-14T01:00:00+00:00,1558128759.609522080074444763000000000000000000
2021-05-14T02:00:00+00:00,1558103115.277421182515808863000000000000000000
2021-05-14T03:00:00+00:00,1558190400.765230826880798363000000000000000000
2021-05-14T04:00:00+00:00,1558198766.471267987366594163000000000000000000
2021-05-14T05:00:00+00:00,1558224141.861558383954648763000000000000000000
2021-05-14T06:00:00+00:00,1558343259.277531582516257063000000000000000000
2021-05-14T07:00:00+00:00,1558478431.840861855045021763000000000000000000
2021-05-14T09:00:00+00:00,1558532306.964269817811238863000000000000000000
2021-05-14T10:00:00+00:00,1558916218.256390529729783463000000000000000000
2021-05-14T11:00:00+00:00,1559053593.502406992584665063000000000000000000
2021-05-14T12:00:00+00:00,1559238816.928087297598096963000000000000000000
2021-05-14T13:00:00+00:00,1559165649.936325029147117943000000000000000000
2021-05-14T14:00:00+00:00,1559207254.665908613975908743000000000000000000
2021-05-14T15:00:00+00:00,1559993258.659556315271303443000000000000000000
2021-05-14T16:00:00+00:00,1560716047.746355657585523343000000000000000000
2021-05-14T17:00:00+00:00,1560765796.921369934782100943000000000000000000
2021-05-14T18:00:00+00:00,1557847420.195286487203343043000000000000000000
2021-05-14T19:00:00+00:00,1557802579.734259079438625943000000000000000000
2021-05-14T20:00:00+00:00,1557843307.270441090629889143000000000000000000
2021-05-14T22:00:00+00:00,1557920691.202978246224130843000000000000000000
2021-05-14T23:00:00+00:00,1558184455.571986400626457343000000000000000000
2021-05-15T00:00:00+00:00,1558254729.913346312763988543000000000000000000
2021-05-15T01:00:00+00:00,1558139757.466491264406672543000000000000000000
2021-05-15T02:00:00+00:00,1558210307.353429586648746243000000000000000000
2021-05-15T03:00:00+00:00,1558274697.784202621285114743000000000000000000
2021-05-15T04:00:00+00:00,1559705677.291363001678974143000000000000000000
2021-05-15T05:00:00+00:00,1559927178.956769075361174143000000000000000000
2021-05-15T06:00:00+00:00,1560818978.170532976278129443000000000000000000
2021-05-15T07:00:00+00:00,1559645062.667250242018731043000000000000000000
2021-05-15T08:00:00+00:00,1559404720.083076630265562443000000000000000000
2021-05-15T09:00:00+00:00,1559124217.461841991021758443000000000000000000
2021-05-15T10:00:00+00:00,1557926960.198507190307611343000000000000000000
2021-05-15T11:00:00+00:00,1558038979.171182017445705443000000000000000000
2021-05-15T12:00:00+00:00,1557878042.843112019309695143000000000000000000
2021-05-15T13:00:00+00:00,1557823042.843112019309695143000000000000000000
2021-05-15T14:00:00+00:00,1552614160.736776918911703143000000000000000000
2021-05-15T15:00:00+00:00,1552834745.700742384322997043000000000000000000
2021-05-15T16:00:00+00:00,1541823455.709275485659925043000000000000000000
2021-05-15T17:00:00+00:00,1544203546.461844789082425943000000000000000000
2021-05-15T18:00:00+00:00,1544145784.393043651158952743000000000000000000
2021-05-15T19:00:00+00:00,1541427790.776612045340893043000000000000000000
2021-05-15T20:00:00+00:00,1540146392.616876924584360943000000000000000000
2021-05-15T21:00:00+00:00,1540133214.388755032159242843000000000000000000
2021-05-15T22:00:00+00:00,1540266283.447269770843146043000000000000000000
2021-05-15T23:00:00+00:00,1525407147.888419659266146043000000000000000000
2021-05-16T00:00:00+00:00,1522804144.717212799757423443000000000000000000
2021-05-16T01:00:00+00:00,1522843803.281172009687184943000000000000000000
2021-05-16T02:00:00+00:00,1522860286.405376771978640543000000000000000000
2021-05-16T03:00:00+00:00,1523238614.199011929584292143000000000000000000
2021-05-16T04:00:00+00:00,1523298599.382303794991598043000000000000000000
2021-05-16T05:00:00+00:00,1523317097.616587044827373443000000000000000000
2021-05-16T06:00:00+00:00,1523335072.487863577830393043000000000000000000
2021-05-16T07:00:00+00:00,1516537254.724264619766192043000000000000000000
2021-05-16T08:00:00+00:00,1516745566.271917641962625843000000000000000000
2021-05-16T09:00:00+00:00,1512230229.061595655860154543000000000000000000
2021-05-16T10:00:00+00:00,1512353782.403343083437663443000000000000000000
2021-05-16T11:00:00+00:00,1512383496.597226688172025043000000000000000000
2021-05-16T12:00:00+00:00,1512788488.874622640223266643000000000000000000
2021-05-16T13:00:00+00:00,1511788619.882101664507673443000000000000000000
2021-05-16T14:00:00+00:00,1512054873.776518446933421243000000000000000000
2021-05-16T15:00:00+00:00,1512147179.761223399380934343000000000000000000
2021-05-16T16:00:00+00:00,1512035875.649025261072705643000000000000000000
2021-05-16T17:00:00+00:00,1512044175.508162711595400043000000000000000000
2021-05-16T18:00:00+00:00,1512011027.306122704659375243000000000000000000
2021-05-16T19:00:00+00:00,1511537094.868709783921192443000000000000000000
2021-05-16T20:00:00+00:00,1512593970.032504838943130843000000000000000000
2021-05-16T21:00:00+00:00,1509639623.384006077599801943000000000000000000
2021-05-16T22:00:00+00:00,1509671582.212661159251610943000000000000000000
2021-05-16T23:00:00+00:00,1509771540.343330648921823862000000000000000000
2021-05-17T00:00:00+00:00,1510075200.714642768238313162000000000000000000
2021-05-17T01:00:00+00:00,1511380732.377482905707402324000000000000000000
2021-05-17T02:00:00+00:00,1511182582.181800317236806524000000000000000000
2021-05-17T03:00:00+00:00,1508020096.400141981383439424000000000000000000
2021-05-17T04:00:00+00:00,1507457935.280321056328307624000000000000000000
2021-05-17T05:00:00+00:00,1504845190.821013184165889224000000000000000000
2021-05-17T06:00:00+00:00,1498497191.325035028121005724000000000000000000
2021-05-17T07:00:00+00:00,1496513698.476446938674554324000000000000000000
2021-05-17T08:00:00+00:00,1494428538.139931881293949724000000000000000000
2021-05-17T09:00:00+00:00,1493080059.570571586935949724000000000000000000
2021-05-17T10:00:00+00:00,1485141091.262282058036067324000000000000000000
2021-05-17T11:00:00+00:00,1484683147.909682849911984124000000000000000000
2021-05-17T12:00:00+00:00,1482460908.046022147271002824000000000000000000
2021-05-17T13:00:00+00:00,1482106467.772635153659490451000000000000000000
2021-05-17T14:00:00+00:00,1481830206.167381497730582151000000000000000000
2021-05-17T15:00:00+00:00,1480763635.602251576161191751000000000000000000
2021-05-17T16:00:00+00:00,1478414262.620282790227958951000000000000000000
2021-05-17T17:00:00+00:00,1474089696.879521413234142451000000000000000000
2021-05-17T18:00:00+00:00,1474177032.833216899964356151000000000000000000
2021-05-17T19:00:00+00:00,1474266304.606766907728852351000000000000000000
2021-05-17T20:00:00+00:00,1474807256.068336146961689851000000000000000000
2021-05-17T21:00:00+00:00,1474863013.302832315166798651000000000000000000
2021-05-17T22:00:00+00:00,1473731354.519158153484152751000000000000000000
2021-05-17T23:00:00+00:00,1473402193.628532724320063451000000000000000000
2021-05-18T00:00:00+00:00,1473452225.700218739329791651000000000000000000
2021-05-18T01:00:00+00:00,1473152225.447399573423054651000000000000000000
2021-05-18T02:00:00+00:00,1466912487.582485116053790351000000000000000000
2021-05-18T03:00:00+00:00,1466943952.321442102868580651000000000000000000
2021-05-18T04:00:00+00:00,1465249588.709776465697458751000000000000000000
2021-05-18T05:00:00+00:00,1460645829.189248790487792651000000000000000000
2021-05-18T06:00:00+00:00,1460697253.232723430492446851000000000000000000
2021-05-18T07:00:00+00:00,1460782816.511132165652671351000000000000000000
2021-05-18T08:00:00+00:00,1461059716.544804390611250951000000000000000000
2021-05-18T09:00:00+00:00,1461824617.143370883171250951000000000000000000
2021-05-18T10:00:00+00:00,1461836165.791222146345160851000000000000000000
2021-05-18T11:00:00+00:00,1462146227.679484498685910951000000000000000000
2021-05-18T12:00:00+00:00,1462327503.414181111763690851000000000000000000
2021-05-18T13:00:00+00:00,1462796965.138008305351133251000000000000000000
2021-05-18T14:00:00+00:00,1462906904.367991313136278851000000000000000000
2021-05-18T15:00:00+00:00,1463128001.182754726172164451000000000000000000
2021-05-18T16:00:00+00:00,1456233878.957123110937938451000000000000000000
2021-05-18T17:00:00+00:00,1455282671.567462726051841951000000000000000000
2021-05-18T18:00:00+00:00,1455267204.269121967366211651000000000000000000
2021-05-18T19:00:00+00:00,1452428413.057249428764973151000000000000000000
2021-05-18T20:00:00+00:00,1451564434.776906217245289151000000000000000000
2021-05-18T21:00:00+00:00,1449588485.285530455547502251000000000000000000
2021-05-18T22:00:00+00:00,1449522809.385530455547502251000000000000000000
2021-05-18T23:00:00+00:00,1448259491.368123741069322251000000000000000000
2021-05-19T00:00:00+00:00,1448213578.063852716150446251000000000000000000
2021-05-19T01:00:00+00:00,1447264137.551807852206646251000000000000000000
2021-05-19T02:00:00+00:00,1447261867.799517814460845151000000000000000000
2021-05-19T03:00:00+00:00,1447053615.217863770094245951000000000000000000
2021-05-19T04:00:00+00:00,1439622594.219873727398567451000000000000000000
2021-05-19T05:00:00+00:00,1435127146.303418154066592751000000000000000000
2021-05-19T06:00:00+00:00,1433844982.538380140384670951000000000000000000
2021-05-19T07:00:00+00:00,1432671806.245691656273160051000000000000000000
2021-05-19T08:00:00+00:00,1431993755.664204795776223651000000000000000000
2021-05-19T09:00:00+00:00,1431903740.688081387122462751000000000000000000
2021-05-19T10:00:00+00:00,1430971730.794819646284679151000000000000000000
2021-05-19T11:00:00+00:00,1425365433.273319954278192228000000000000000000
2021-05-19T12:00:00+00:00,1320283026.831718973501740228000000000000000000
2021-05-19T13:00:00+00:00,991491044.446994323667331928000000000000000000
2021-05-19T14:00:00+00:00,989227021.958065600169331928000000000000000000
2021-05-19T15:00:00+00:00,880630036.151668750693814928000000000000000000
2021-05-19T16:00:00+00:00,880679200.194608828147429128000000000000000000
2021-05-19T17:00:00+00:00,878923926.024525658776615128000000000000000000
2021-05-19T18:00:00+00:00,877331099.264870495373745600000000000000000000
2021-05-19T19:00:00+00:00,874205996.715255077425461000000000000000000000
2021-05-19T20:00:00+00:00,872809296.714445181595405700000000000000000000
2021-05-19T21:00:00+00:00,868439837.381116768814183700000000000000000000
2021-05-19T22:00:00+00:00,867260854.679348959045274500000000000000000000
2021-05-19T23:00:00+00:00,866066736.960463186157968900000000000000000000
2021-05-20T00:00:00+00:00,859720238.460833352855083100000000000000000000
2021-05-20T01:00:00+00:00,651155856.867317836630785900000000000000000000
2021-05-20T02:00:00+00:00,649203169.292137054770924000000000000000000000
2021-05-20T03:00:00+00:00,648212633.877905480183067300000000000000000000
2021-05-20T04:00:00+00:00,648241770.146304295705464500000000000000000000
2021-05-20T05:00:00+00:00,649445744.034782662587216800000000000000000000
2021-05-20T06:00:00+00:00,649334060.938382102204244300000000000000000000
2021-05-20T07:00:00+00:00,649371648.594310719658378500000000000000000000
2021-05-20T08:00:00+00:00,649520389.911361085463012600000000000000000000
2021-05-20T09:00:00+00:00,650543063.535114882857834500000000000000000000
2021-05-20T10:00:00+00:00,650735519.124898963959071000000000000000000000
2021-05-20T11:00:00+00:00,650370188.439867322162628700000000000000000000
2021-05-20T12:00:00+00:00,647544656.822508556751971300000000000000000000
2021-05-20T13:00:00+00:00,648479084.733201823355601300000000000000000000
2021-05-20T14:00:00+00:00,652105450.913806279762950000000000000000000000
2021-05-20T15:00:00+00:00,652376827.188831043771239000000000000000000000
2021-05-20T16:00:00+00:00,652617333.854808418631029700000000000000000000
2021-05-20T17:00:00+00:00,652587708.697894123192269700000000000000000000
2021-05-20T18:00:00+00:00,652628496.172098747398119200000000000000000000
2021-05-20T19:00:00+00:00,652667814.552409322874816400000000000000000000
2021-05-20T20:00:00+00:00,652214602.119811763727852700000000000000000000
2021-05-20T21:00:00+00:00,652391433.463847990129123500000000000000000000
2021-05-20T22:00:00+00:00,652330759.729626113889685300000000000000000000
2021-05-20T23:00:00+00:00,652903486.725587169783554800000000000000000000
2021-05-21T00:00:00+00:00,651239037.914177834706173100000000000000000000
2021-05-21T01:00:00+00:00,651173021.989242166568423900000000000000000000
2021-05-21T02:00:00+00:00,651173021.989242166568423900000000000000000000
2021-05-21T03:00:00+00:00,651252973.288352644039765600000000000000000000
2021-05-21T04:00:00+00:00,650931770.870426165983245600000000000000000000
2021-05-21T05:00:00+00:00,646041847.418710174181408300000000000000000000
2021-05-21T06:00:00+00:00,646985623.681002938585346300000000000000000000
2021-05-21T07:00:00+00:00,643220787.275348028422463000000000000000000000
2021-05-21T08:00:00+00:00,642795054.568444567200683200000000000000000000
2021-05-21T09:00:00+00:00,642672290.459899964452475300000000000000000000
2021-05-21T10:00:00+00:00,642654193.626300935611014100000000000000000000
2021-05-21T11:00:00+00:00,642770457.201097671970357200000000000000000000
2021-05-21T12:00:00+00:00,640833730.160855426946329000000000000000000000
2021-05-21T13:00:00+00:00,640884791.426062596873790100000000000000000000
2021-05-21T14:00:00+00:00,638833039.404762626606790100000000000000000000
2021-05-21T15:00:00+00:00,641179884.463033977606269100000000000000000000
2021-05-21T16:00:00+00:00,645993344.940137034084327000000000000000000000
2021-05-21T17:00:00+00:00,641159284.616142164918255700000000000000000000
2021-05-21T18:00:00+00:00,640984920.962429187012989700000000000000000000
2021-05-21T19:00:00+00:00,640734708.109509042204662900000000000000000000
2021-05-21T20:00:00+00:00,636783833.294081165766662900000000000000000000
2021-05-21T21:00:00+00:00,633433478.574673901875796600000000000000000000
2021-05-21T22:00:00+00:00,631248320.510030763231055700000000000000000000
2021-05-21T23:00:00+00:00,631189082.619824302640507800000000000000000000
2021-05-22T00:00:00+00:00,631426363.619459741152057900000000000000000000
2021-05-22T01:00:00+00:00,626373229.409111297250972700000000000000000000
2021-05-22T02:00:00+00:00,624051932.204545841875004700000000000000000000
2021-05-22T03:00:00+00:00,624031429.964159465484404300000000000000000000
2021-05-22T04:00:00+00:00,624050239.094658061294468800000000000000000000
2021-05-22T05:00:00+00:00,623558827.223304361742067200000000000000000000
2021-05-22T06:00:00+00:00,622854576.309245981360168836000000000000000000
2021-05-22T07:00:00+00:00,622817501.544821817521999036000000000000000000
2021-05-22T08:00:00+00:00,622841059.092473414334216736000000000000000000
2021-05-22T09:00:00+00:00,622840381.397027146530744336000000000000000000
2021-05-22T10:00:00+00:00,622855396.384320581929505136000000000000000000
2021-05-22T11:00:00+00:00,623000186.228631153633960436000000000000000000
2021-05-22T12:00:00+00:00,631315502.020614675840424236000000000000000000
2021-05-22T13:00:00+00:00,633790806.712509153004941636000000000000000000
2021-05-22T14:00:00+00:00,633797040.661060598064247636000000000000000000
2021-05-22T15:00:00+00:00,633631441.533543661496131536000000000000000000
2021-05-22T16:00:00+00:00,633620804.495402721271144236000000000000000000
2021-05-22T17:00:00+00:00,633418754.405402721271144236000000000000000000
2021-05-22T18:00:00+00:00,642383005.249491789013144236000000000000000000
2021-05-22T19:00:00+00:00,642385368.409690715653797836000000000000000000
2021-05-22T20:00:00+00:00,642420764.256578388869696736000000000000000000
2021-05-22T21:00:00+00:00,642697498.806732809624321736000000000000000000
2021-05-22T22:00:00+00:00,642715765.443520918338905036000000000000000000
2021-05-22T23:00:00+00:00,642712644.583520918338905036000000000000000000
2021-05-23T00:00:00+00:00,642581528.687746674567655036000000000000000000
2021-05-23T02:00:00+00:00,642590524.873615125341819436000000000000000000
2021-05-23T03:00:00+00:00,642660098.756641709031316436000000000000000000
2021-05-23T04:00:00+00:00,645676438.185055261292316436000000000000000000
2021-05-23T05:00:00+00:00,645417723.481043848496031436000000000000000000
2021-05-23T06:00:00+00:00,646498178.869718777676996436000000000000000000
2021-05-23T07:00:00+00:00,643612447.440133757870072236000000000000000000
2021-05-23T08:00:00+00:00,643390423.587048844592072236000000000000000000
2021-05-23T09:00:00+00:00,643388933.671093468948472236000000000000000000
2021-05-23T10:00:00+00:00,642763015.290126007179490836000000000000000000
2021-05-23T11:00:00+00:00,641317821.370796159519734436000000000000000000
2021-05-23T12:00:00+00:00,640292712.177949134519734436000000000000000000
2021-05-23T13:00:00+00:00,529651243.008226440945246236000000000000000000
2021-05-23T14:00:00+00:00,534177264.171658328138831936000000000000000000
2021-05-23T15:00:00+00:00,537296963.028303369983257936000000000000000000
2021-05-23T16:00:00+00:00,534542888.102381218989904336000000000000000000
2021-05-23T17:00:00+00:00,529791522.529595497838148836000000000000000000
2021-05-23T18:00:00+00:00,529307701.025381734555880836000000000000000000
2021-05-23T19:00:00+00:00,518853979.193432974818880836000000000000000000
2021-05-23T20:00:00+00:00,518795971.437157511585059036000000000000000000
2021-05-23T21:00:00+00:00,518847785.745418421408516736000000000000000000
2021-05-23T22:00:00+00:00,518601453.557036586480835936000000000000000000
2021-05-23T23:00:00+00:00,486863786.570384197716835936000000000000000000
2021-05-24T00:00:00+00:00,486899994.388472715092496136000000000000000000
2021-05-24T01:00:00+00:00,486987542.006087075813957736000000000000000000
2021-05-24T02:00:00+00:00,486971836.891384696468474736000000000000000000
2021-05-24T03:00:00+00:00,486915055.612512935832302757000000000000000000
2021-05-24T04:00:00+00:00,486963976.469269284290482757000000000000000000
2021-05-24T05:00:00+00:00,485953625.574426287442432957000000000000000000
2021-05-24T06:00:00+00:00,486025198.682756759444230457000000000000000000
2021-05-24T07:00:00+00:00,486141696.446016942734400357000000000000000000
2021-05-24T08:00:00+00:00,486227003.705238659387733357000000000000000000
2021-05-24T09:00:00+00:00,486368999.925089922983101457000000000000000000
2021-05-24T10:00:00+00:00,486517630.333379717260132157000000000000000000
2021-05-24T11:00:00+00:00,486907637.066850784318834757000000000000000000
2021-05-24T12:00:00+00:00,487477505.696933745054519757000000000000000000
2021-05-24T14:00:00+00:00,487862800.344568386119382557000000000000000000
2021-05-24T15:00:00+00:00,487930384.011320041812538357000000000000000000
2021-05-24T16:00:00+00:00,487965627.840243617578176057000000000000000000
2021-05-24T17:00:00+00:00,488010131.967802333849563257000000000000000000
2021-05-24T18:00:00+00:00,486739120.299528755436750357000000000000000000
2021-05-24T19:00:00+00:00,486746379.922952476167856857000000000000000000
2021-05-24T20:00:00+00:00,487219173.118596229058810257000000000000000000
2021-05-24T21:00:00+00:00,487283107.502044619877681857000000000000000000
2021-05-24T22:00:00+00:00,490826816.411598293810271957000000000000000000
2021-05-24T23:00:00+00:00,490361305.165731493423380657000000000000000000
2021-05-25T00:00:00+00:00,490591271.047529697998245457000000000000000000
2021-05-25T01:00:00+00:00,489993048.073444217493450957000000000000000000
2021-05-25T02:00:00+00:00,490063678.482717946890862557000000000000000000
2021-05-25T03:00:00+00:00,491580009.977919198372712757000000000000000000
2021-05-25T04:00:00+00:00,491593709.477247247082694157000000000000000000
2021-05-25T05:00:00+00:00,491670156.944916886387032757000000000000000000
2021-05-25T06:00:00+00:00,491677095.324324023022547657000000000000000000
2021-05-25T07:00:00+00:00,491679609.897997719056815557000000000000000000
2021-05-25T08:00:00+00:00,491867435.619255990019298857000000000000000000
2021-05-25T09:00:00+00:00,491884932.889561194800003857000000000000000000
2021-05-25T10:00:00+00:00,491952051.074579171939340657000000000000000000
2021-05-25T11:00:00+00:00,493909093.091842621451340657000000000000000000
2021-05-25T12:00:00+00:00,493927468.315259109403535357000000000000000000
2021-05-25T13:00:00+00:00,493904468.313747688873620257000000000000000000
2021-05-25T14:00:00+00:00,493905090.735721761326189757000000000000000000
2021-05-25T15:00:00+00:00,494071602.945927993792563657000000000000000000
2021-05-25T16:00:00+00:00,494104784.381984648576733257000000000000000000
2021-05-25T17:00:00+00:00,494159482.861905104515259257000000000000000000
2021-05-25T18:00:00+00:00,494140566.644703215760822457000000000000000000
2021-05-25T19:00:00+00:00,494897999.409348028519631557000000000000000000
2021-05-25T20:00:00+00:00,495439977.040042362719591957000000000000000000
2021-05-25T21:00:00+00:00,495335619.353634838531591957000000000000000000
2021-05-25T22:00:00+00:00,495565016.014412585462922657000000000000000000
2021-05-25T23:00:00+00:00,495655708.589273515066069457000000000000000000
2021-05-26T00:00:00+00:00,496397222.036780416517603857000000000000000000
2021-05-26T01:00:00+00:00,497950753.469147966487774257000000000000000000
2021-05-26T02:00:00+00:00,499639085.788274009384810757000000000000000000
2021-05-26T03:00:00+00:00,499925492.405597849784278157000000000000000000
2021-05-26T04:00:00+00:00,500996680.484370806649743157000000000000000000
2021-05-26T05:00:00+00:00,486511448.876092097598528057000000000000000000
