day,lusd
2021-09-25T00:00:00+00:00,3373402.64849658340508940000
2021-10-02T00:00:00+00:00,2736263.8963714481216091
2021-12-12T00:00:00+00:00,18098219.9507740291800000
2021-11-21T00:00:00+00:00,11709756.27702997032415180000
2022-02-16T00:00:00+00:00,7378788.6859140063956002
2021-08-26T00:00:00+00:00,2718708.9689745746420000
2021-07-29T00:00:00+00:00,13231377.4334387709143918
2022-03-18T00:00:00+00:00,9703817.4801127035458885
2021-07-08T00:00:00+00:00,8179578.2316158267239153
2021-06-22T00:00:00+00:00,29707140.2208258848088390
2021-05-07T00:00:00+00:00,17886017.7099086204531230
2021-06-10T00:00:00+00:00,3024616.58649781546019680000
2021-11-04T00:00:00+00:00,17566860.6392033481728165
2022-01-03T00:00:00+00:00,3814049.1901035460734560
2021-10-23T00:00:00+00:00,18858177.3920821390509808
2021-07-03T00:00:00+00:00,5814952.80850883637044540000
2021-06-14T00:00:00+00:00,5060964.8787716942713657
2021-07-06T00:00:00+00:00,2475724.09016403921237100000
2021-04-23T00:00:00+00:00,28687112.5285398118410089
2021-09-21T00:00:00+00:00,13840940.3179330488164689
2021-05-23T00:00:00+00:00,77320715.99290883643384000000
2021-11-08T00:00:00+00:00,31312460.2783420515011225
2022-01-07T00:00:00+00:00,13980816.8153700502279686
2022-03-13T00:00:00+00:00,1565236.3033179504164947
2021-09-13T00:00:00+00:00,8509080.0991219443754462
2021-11-28T00:00:00+00:00,23548320.1804723487740000
2021-04-26T00:00:00+00:00,23457977.9279028544790795
2021-05-13T00:00:00+00:00,28575142.92682947699659650000
2021-09-17T00:00:00+00:00,6906138.2003951189370647
2021-12-21T00:00:00+00:00,5473993.0647296229630000
2021-11-22T00:00:00+00:00,7638316.393616779555
2021-09-18T00:00:00+00:00,2038324.2066301056536717
2022-02-22T00:00:00+00:00,1921777.52314149974867100000
2021-12-19T00:00:00+00:00,3635656.0278624401750000
2021-09-10T00:00:00+00:00,8832909.0436283584896088
2021-06-23T00:00:00+00:00,4798140.09145005128551770000
2021-05-19T00:00:00+00:00,73910611.6311351496606885
2021-05-06T00:00:00+00:00,19823469.9317079314666793
2022-02-28T00:00:00+00:00,2939143.3720051466770000
2021-11-16T00:00:00+00:00,25410918.8400496821005828
2021-09-30T00:00:00+00:00,19501576.90836593669507930000
2021-10-12T00:00:00+00:00,16239253.5144862169165431
2021-10-06T00:00:00+00:00,7272168.5156901911761062
2021-07-20T00:00:00+00:00,11527886.2752215779840462
2021-07-10T00:00:00+00:00,591794.39645262586132500000
2021-07-17T00:00:00+00:00,3300301.7722944549702965
2022-03-26T00:00:00+00:00,60074.3412393619050000
2022-03-09T00:00:00+00:00,28766418.0102394373450647
2021-04-28T00:00:00+00:00,11964677.2382495612087331
2021-06-08T00:00:00+00:00,7074403.90919199721803673700
2021-05-08T00:00:00+00:00,23705389.26490026001900000000
2021-12-16T00:00:00+00:00,27311992.16738575049004720000
2022-01-15T00:00:00+00:00,25912737.132562773395
2021-12-26T00:00:00+00:00,19635654.4442903208960000
2021-11-20T00:00:00+00:00,16180484.6805265922997699
2021-07-31T00:00:00+00:00,4816899.7646040710196697
2021-05-30T00:00:00+00:00,11889366.48457997462737340000
2021-06-13T00:00:00+00:00,8028205.0295979008683692
2021-12-17T00:00:00+00:00,4757981.20670712335988240000
2021-07-22T00:00:00+00:00,2987518.3790830336440331
2021-12-20T00:00:00+00:00,16778612.044546452348
2021-08-21T00:00:00+00:00,11426514.77460821694248650000
2021-06-01T00:00:00+00:00,10667646.9169575295734671
2021-07-14T00:00:00+00:00,6001560.3226082542495998
2021-05-29T00:00:00+00:00,5244678.0223788490450739
2021-09-12T00:00:00+00:00,5493302.5752557361790285
2022-02-08T00:00:00+00:00,23507854.824947266825
2021-04-15T00:00:00+00:00,137245.9059379601990000
2021-10-07T00:00:00+00:00,2219444.388288093656
2021-08-12T00:00:00+00:00,12716499.9706470044607629
2021-09-09T00:00:00+00:00,9838213.4520041466225635
2021-05-11T00:00:00+00:00,29127537.96961088102700000000
2021-12-25T00:00:00+00:00,7841762.2091478052172313
2021-10-05T00:00:00+00:00,12489220.73113549522499480000
2021-07-07T00:00:00+00:00,3241407.7944473883925453
2021-05-12T00:00:00+00:00,18457636.3585098584942817
2021-12-01T00:00:00+00:00,3631561.2642276125354124
2021-04-25T00:00:00+00:00,10663586.87187211136995110000
2021-05-26T00:00:00+00:00,25031162.6915190825022475
2022-03-16T00:00:00+00:00,3007659.98024783226717880000
2022-02-07T00:00:00+00:00,13918563.9429330367696704
2021-10-14T00:00:00+00:00,17529980.7026262098304737
2021-10-28T00:00:00+00:00,5902341.933386152704
2022-04-03T00:00:00+00:00,538325.70138441386601550000
2021-07-30T00:00:00+00:00,13046898.4613169572290546
2021-12-02T00:00:00+00:00,9205780.2597090399810000
2021-12-22T00:00:00+00:00,35686014.2527934881981173
2021-06-28T00:00:00+00:00,6085357.6364199828440627
2022-01-17T00:00:00+00:00,21118842.3210830916853724
2021-09-14T00:00:00+00:00,12596476.4230727834985509
2021-05-24T00:00:00+00:00,12424657.18814095377494880000
2022-02-24T00:00:00+00:00,36513666.9494699883634415
2022-01-19T00:00:00+00:00,9025261.8956628717750000
2021-08-05T00:00:00+00:00,5236033.1518753743049508
2022-01-21T00:00:00+00:00,272925097.3301399819986910
2022-02-20T00:00:00+00:00,2343939.7887984652578452
2022-02-09T00:00:00+00:00,4121551.2443851721872437
2021-12-28T00:00:00+00:00,4940490.265579486244
2022-03-29T00:00:00+00:00,663443.902543354501
2022-01-18T00:00:00+00:00,14282171.456140253270
2021-09-02T00:00:00+00:00,4519573.31266331692143770000
2022-02-15T00:00:00+00:00,25488317.6509730414702611
2021-06-04T00:00:00+00:00,7986191.95995312163833230000
2021-05-04T00:00:00+00:00,44638150.2666749177381212
2021-05-16T00:00:00+00:00,37841040.6009053558129704
2022-03-11T00:00:00+00:00,14718099.5908152173633165
2021-10-25T00:00:00+00:00,15121897.5297333621091204
2022-03-12T00:00:00+00:00,1192830.0487598322521493
