snapped_at,price,market_cap,total_volume
2020-10-29 00:00:00 UTC,10.805113284573775,88361353.34127808,33222475.557740223
2020-10-30 00:00:00 UTC,10.35856550982274,85153443.93607572,19857739.62015823
2020-10-31 00:00:00 UTC,10.16565682093214,83503740.4389784,18386633.569699872
2020-11-01 00:00:00 UTC,9.923864626416675,81452496.06682384,16681274.779987592
2020-11-02 00:00:00 UTC,9.844612626824478,80822815.39005513,11843616.84913547
2020-11-03 00:00:00 UTC,9.125861815453183,75077140.03357117,23002688.332561713
2020-11-04 00:00:00 UTC,8.9156099751493,73159469.22145602,16428356.115940427
2020-11-05 00:00:00 UTC,8.760629495680588,71867149.93242244,15659660.412074877
2020-11-06 00:00:00 UTC,9.068182022597897,74199486.50479594,20485257.4193645
2020-11-07 00:00:00 UTC,9.927086974413966,81496813.76425761,26801397.419406936
2020-11-08 00:00:00 UTC,9.897191731305277,81597865.44290923,37134674.23309802
2020-11-09 00:00:00 UTC,10.223647419394073,84413784.39507835,21339327.131885637
2020-11-10 00:00:00 UTC,10.361507401937843,84527676.62189628,24784941.868614495
2020-11-11 00:00:00 UTC,12.069696949292654,114329371.10433657,50729902.96008601
2020-11-12 00:00:00 UTC,11.65292196362161,108917241.38852446,38458884.65863556
2020-11-13 00:00:00 UTC,11.529401550722778,108064312.43856405,24465501.977763403
2020-11-14 00:00:00 UTC,13.437202423706312,126194867.69669656,44454964.435636394
2020-11-15 00:00:00 UTC,13.008301141504685,121688062.63363206,37779098.19681492
2020-11-16 00:00:00 UTC,12.625413134970017,118198861.5967443,55079731.324260004
2020-11-17 00:00:00 UTC,12.99922680088989,122323111.34300916,41751479.05231785
2020-11-18 00:00:00 UTC,13.816982583179742,131107812.38492504,38974751.456028126
2020-11-19 00:00:00 UTC,13.415971323035176,127664174.89687362,39753169.38020768
2020-11-20 00:00:00 UTC,13.222084934668146,125727499.43501656,50964348.966943435
2020-11-21 00:00:00 UTC,15.514261331671339,147229980.49485084,59976032.44900161
2020-11-22 00:00:00 UTC,16.143281914899653,153472844.80681705,78532398.2063778
2020-11-23 00:00:00 UTC,16.857169023590888,160279053.4017022,95958018.63547689
2020-11-24 00:00:00 UTC,17.257601402850185,164780744.4909216,54152186.50307263
2020-11-25 00:00:00 UTC,15.94092954134699,155740945.58488202,60802935.241651654
2020-11-26 00:00:00 UTC,14.555294789538012,142137176.8976931,52537090.79359933
2020-11-27 00:00:00 UTC,13.606346887019098,132441914.00409289,68494602.84125549
2020-11-28 00:00:00 UTC,13.206385912394358,128956816.92825301,38929729.05896512
2020-11-29 00:00:00 UTC,13.360031258606488,130365018.83259133,39734875.92035194
2020-11-30 00:00:00 UTC,14.390614109365703,140610830.43848884,28174844.631423917
2020-12-01 00:00:00 UTC,14.825599890416372,145323388.96240595,24248307.565445982
2020-12-02 00:00:00 UTC,13.612873396758967,138690336.5533372,40211897.41321562
2020-12-03 00:00:00 UTC,14.545162179390783,147760438.8690655,40205660.72264104
2020-12-04 00:00:00 UTC,14.650183301364672,148766599.05919474,31389320.17882681
2020-12-05 00:00:00 UTC,13.22571626213163,133893157.7329111,29400796.808424003
2020-12-06 00:00:00 UTC,13.83275936674995,139935486.59775808,25331713.24253258
2020-12-07 00:00:00 UTC,13.713405329877812,139439884.10565805,25576656.993456427
2020-12-08 00:00:00 UTC,13.46706698819673,136275858.94857377,25903709.865423273
2020-12-09 00:00:00 UTC,12.420729223315309,128018269.01423685,29074274.207050744
2020-12-10 00:00:00 UTC,12.46702178619806,128269392.33921918,25348034.464742307
